Date,O,H,L,C,V
2021-09-24,28.22,28.32,27.65,28.04,486265
2021-09-27,28.6,28.75,28.05,28.28,172502
2021-09-28,28.55,30.1,27.9,27.99,526085
2021-09-29,28.94,28.94,27.3,27.72,134730
2021-09-30,28.55,28.55,27.7,27.81,464066
2021-10-01,27.8,28.14,27.0,27.19,230393
2021-10-04,32.0,32.0,27.2,27.62,455100
2021-10-05,27.62,28.32,27.08,27.49,146425
2021-10-06,27.6,28.29,27.43,27.54,428433
2021-10-07,27.55,28.25,27.55,28.0,26398
2021-10-08,28.49,28.49,27.83,28.11,484811
2021-10-11,29.85,29.85,27.8,28.11,39156
2021-10-12,28.98,28.98,27.88,28.1,54170
2021-10-13,29.95,29.95,27.75,28.06,73304
2021-10-14,28.35,28.35,27.9,28.18,62506
2021-10-18,28.18,28.88,28.02,28.59,50564
2021-10-19,29.45,29.45,28.6,29.09,61748
2021-10-20,29.45,29.79,28.8,29.07,110191
2021-10-21,29.1,29.88,28.99,29.09,48317
2021-10-22,29.79,29.79,28.85,28.99,41599
2021-10-25,29.2,29.3,28.52,28.84,112352
2021-10-26,29.29,29.4,29.06,29.17,48259
2021-10-27,29.49,29.49,29.15,29.33,37648
2021-10-28,29.59,30.25,24.2,29.41,64139
2021-10-29,30.15,30.15,29.2,29.43,25024
2021-11-01,29.75,31.48,29.4,29.96,86838
2021-11-02,30.35,30.35,29.52,29.73,49384
2021-11-03,30.19,30.19,29.52,29.81,56587
2021-11-04,30.49,30.49,30.0,30.18,44113
2021-11-08,30.89,30.89,30.1,30.28,54909
2021-11-09,30.48,30.48,30.05,30.16,97449
2021-11-10,30.46,30.46,29.76,29.98,77929
2021-11-11,30.29,30.29,29.5,29.86,45015
2021-11-12,29.86,30.39,29.7,29.91,148147
2021-11-15,30.49,31.38,29.73,29.74,113279
2021-11-16,30.15,30.19,29.74,30.08,131929
2021-11-17,30.5,30.5,29.86,29.98,97794
2021-11-18,30.39,30.39,29.8,29.93,48190
2021-11-22,30.59,30.6,29.62,30.4,65314
2021-11-23,30.59,30.59,29.82,30.17,36195
2021-11-24,29.3,30.59,29.3,30.08,53829
2021-11-25,30.49,30.49,29.63,30.35,19391
2021-11-26,30.4,30.4,29.4,29.81,58541
2021-11-29,29.99,30.4,29.23,30.2,78000
2021-11-30,30.79,30.79,29.86,30.09,60221
2021-12-01,30.39,30.45,30.1,30.41,29952
2021-12-02,30.59,30.59,29.62,29.93,64478
2021-12-03,30.49,30.49,29.5,29.86,143874
2021-12-06,30.19,30.19,29.5,29.91,26055
2021-12-07,30.39,30.39,29.52,30.05,56919
2021-12-08,30.85,30.85,30.14,30.5,30138
2021-12-09,30.99,30.99,30.45,30.67,33796
2021-12-10,30.99,30.99,30.66,30.76,30004
2021-12-13,31.29,31.29,30.53,31.2,51945
2021-12-14,31.49,31.49,30.25,30.96,46045
2021-12-15,31.18,31.18,30.41,30.77,40913
2021-12-16,30.79,31.44,30.79,31.37,36286
2021-12-17,31.0,31.48,30.45,30.94,74999
2021-12-20,30.94,32.93,29.62,30.01,70339
2021-12-21,30.49,30.49,30.01,30.24,90243
2021-12-22,30.24,31.19,30.12,30.5,27601
2021-12-23,30.78,31.09,30.56,30.83,20494
2021-12-24,30.85,31.39,30.66,30.91,23364
2021-12-27,31.39,31.39,30.75,30.86,23679
2021-12-28,31.49,37.0,31.02,31.25,72582
2021-12-29,31.64,31.64,31.01,31.23,25914
2021-12-30,30.59,31.56,30.59,31.05,27067
2021-12-31,31.0,31.39,30.6,30.83,108595
2022-01-03,31.19,31.6,30.75,30.83,77702
2022-01-04,31.0,31.38,30.82,31.07,38295
2022-01-05,31.0,31.0,30.63,30.89,224287
2022-01-06,30.99,30.99,30.07,30.24,367119
2022-01-07,30.63,30.63,30.06,30.11,59331
2022-01-10,30.44,30.44,29.86,29.99,651590
2022-01-11,30.29,30.39,29.85,29.96,264161
2022-01-12,30.59,30.59,29.92,30.07,87606
2022-01-13,30.15,30.48,30.1,30.26,236363
2022-01-14,30.05,31.0,29.2,29.89,193123
2022-01-17,29.89,30.39,29.75,29.94,149421
2022-01-18,29.8,30.21,29.8,29.91,138171
2022-01-19,29.94,29.94,29.25,29.48,152210
2022-01-20,29.48,29.79,29.2,29.29,94310
2022-01-21,30.64,30.64,28.6,28.89,153419
2022-01-24,28.99,28.99,28.11,28.44,95841
2022-01-25,28.44,28.44,27.53,28.12,303403
2022-01-27,28.39,28.39,27.41,28.1,119359
2022-01-28,28.59,28.59,28.0,28.1,89041
2022-01-31,28.98,29.48,28.71,28.85,94753
2022-02-01,30.19,30.4,28.86,29.32,232278
2022-02-02,31.38,31.38,29.12,29.67,44699
2022-02-03,29.73,29.74,29.16,29.35,32261
2022-02-04,29.5,29.5,28.81,29.05,77393
2022-02-07,29.58,29.58,28.76,28.96,43203
2022-02-08,28.76,29.29,28.75,29.0,15890
2022-02-09,30.18,30.18,29.0,29.11,41258
2022-02-10,29.25,29.6,28.0,29.38,59411
2022-02-11,29.49,29.49,28.1,28.95,57493
2022-02-14,30.13,30.13,27.84,28.5,58576
2022-02-15,28.89,28.89,28.51,28.78,25462
2022-02-16,29.39,29.45,28.81,28.92,22311
2022-02-17,30.66,30.66,28.26,29.0,34064
2022-02-18,27.84,28.98,27.84,28.56,54535
2022-02-21,28.62,28.62,27.84,28.05,78949
2022-02-22,28.19,28.19,27.37,27.96,165486
2022-02-23,29.4,29.4,27.72,27.91,108948
2022-02-24,29.43,29.43,26.5,26.75,339486
2022-02-25,26.75,27.79,26.75,27.59,54258
2022-02-28,27.99,28.09,27.44,27.9,37782
2022-03-02,28.09,28.33,23.1,27.74,53867
2022-03-03,27.46,28.6,27.2,28.47,34376
2022-03-04,28.59,28.59,27.87,27.99,45358
2022-03-07,29.44,29.44,25.75,27.95,57241
2022-03-08,29.44,29.44,27.36,27.72,57117
2022-03-09,29.44,29.44,26.6,27.77,121192
2022-03-10,29.44,29.44,27.8,27.87,147741
2022-03-11,29.0,29.0,27.27,27.94,196756
2022-03-14,28.39,28.39,27.57,27.83,33119
2022-03-15,28.1,28.1,27.2,27.31,114721
2022-03-16,29.44,29.44,27.51,28.18,84838
2022-03-17,29.4,29.4,28.12,28.23,163419
2022-03-21,29.2,29.2,28.15,28.77,179021
2022-03-22,29.13,29.18,28.5,29.01,95439
2022-03-23,29.44,29.69,28.8,29.43,48719
2022-03-24,29.69,29.69,29.05,29.19,41216
2022-03-25,29.68,29.68,29.15,29.54,38261
2022-03-28,29.59,29.98,29.5,29.58,89286
2022-03-29,29.95,30.38,29.65,30.32,71870
2022-03-30,30.03,30.64,30.02,30.19,26722
2022-03-31,30.5,30.5,30.05,30.39,59861
2022-04-01,30.85,30.85,29.67,30.07,101217
2022-04-04,30.07,30.5,29.55,29.76,111950
2022-04-05,30.5,30.5,29.76,29.9,38975
2022-04-06,29.9,30.1,29.6,29.81,54978
2022-04-07,29.98,29.98,29.02,29.41,46963
2022-04-08,30.99,32.99,29.48,29.63,25858
2022-04-11,29.63,29.98,29.2,29.33,73834
2022-04-12,30.95,30.95,28.6,28.81,246030
2022-04-13,30.79,30.79,28.57,28.86,29696
2022-04-18,29.24,29.24,28.2,28.27,78678
2022-04-19,29.69,29.69,28.3,28.37,100857
2022-04-20,29.95,29.95,28.44,28.77,24278
2022-04-21,29.18,29.18,28.65,29.03,39281
2022-04-22,29.03,29.03,28.1,28.34,340555
2022-04-25,28.48,28.48,27.41,27.8,99470
2022-04-26,29.49,29.6,27.82,28.12,95156
2022-04-27,27.99,27.99,27.2,27.55,102044
2022-04-28,29.2,29.2,27.46,27.66,63016
2022-04-29,28.0,28.39,27.3,27.42,98871
2022-05-02,27.88,27.88,26.9,27.02,141705
2022-05-04,27.02,27.88,26.9,27.27,207363
2022-05-05,28.48,28.48,26.94,27.27,386463
2022-05-06,27.48,27.48,26.6,26.84,257663
2022-05-09,28.99,29.67,26.5,26.83,85944
2022-05-10,28.99,28.99,26.0,27.02,338322
2022-05-12,27.08,27.4,26.0,26.8,134921
2022-05-13,29.66,29.66,25.96,26.18,169712
2022-05-16,28.99,28.99,26.2,26.5,69429
2022-05-17,27.85,29.67,26.16,26.44,76957
2022-05-18,26.98,26.98,26.5,26.69,26252
2022-05-19,26.7,26.8,25.25,25.77,194489
2022-05-20,26.4,26.4,25.35,25.77,126740
2022-05-23,29.55,29.55,25.65,25.97,88845
2022-05-24,29.55,29.55,25.45,25.83,61801
2022-05-25,29.99,29.99,25.25,25.66,78394
2022-05-26,26.18,26.18,25.51,25.89,28514
2022-05-27,26.68,26.98,26.0,26.38,46377
2022-05-30,27.85,27.85,26.52,27.04,48094
2022-05-31,27.98,27.98,26.86,26.99,31795
2022-06-01,27.98,27.98,26.71,26.8,65227
2022-06-02,27.25,27.25,26.22,26.36,145713
2022-06-03,27.98,27.98,26.54,27.15,57085
2022-06-06,27.48,27.48,26.65,26.97,21801
2022-06-07,26.75,27.0,26.03,26.76,68713
2022-06-08,27.28,27.28,26.38,26.96,224825
2022-06-09,27.24,27.28,26.69,26.98,19834
2022-06-10,26.98,26.98,26.37,26.51,122844
2022-06-13,25.98,26.24,25.25,26.03,209549
2022-06-14,25.4,27.1,24.82,25.23,331888
2022-06-15,26.55,26.55,24.71,24.83,179125
2022-06-16,25.98,25.98,24.48,24.55,109591
2022-06-17,26.1,26.1,24.48,24.85,51728
2022-06-20,25.38,26.0,24.55,24.73,239205
2022-06-21,25.24,25.78,24.77,25.01,107360
2022-06-22,25.38,25.5,24.65,24.79,70777
2022-06-23,25.3,25.3,24.79,24.97,51685
2022-06-24,25.48,25.6,25.15,25.59,29702
2022-06-27,26.1,26.7,25.7,26.29,74513
2022-06-28,26.66,27.1,26.0,26.61,265803
2022-06-29,26.88,26.88,25.61,26.04,209039
2022-06-30,26.38,26.38,25.65,25.95,221958
2022-07-01,26.1,26.3,25.25,25.37,397335
2022-07-04,26.44,26.44,25.2,25.85,95051
2022-07-05,25.85,26.22,25.52,26.05,204178
2022-07-06,26.45,26.45,25.65,25.94,61003
2022-07-07,25.7,26.28,25.6,26.16,123437
2022-07-08,26.95,26.95,26.14,26.24,15213
2022-07-11,28.7,28.7,26.1,26.67,601359
2022-07-12,26.35,26.67,25.82,26.05,81592
2022-07-13,26.38,26.38,25.9,26.05,22760
2022-07-14,26.05,26.22,25.66,25.77,199954
2022-07-15,26.3,26.4,25.87,26.1,36063
2022-07-18,26.55,26.88,26.27,26.85,167855
2022-07-19,27.95,27.95,26.11,26.34,46487
2022-07-20,26.34,27.88,26.34,27.01,63437
2022-07-21,27.01,27.2,26.8,26.91,50892
2022-07-22,27.05,27.35,26.83,27.17,84213
2022-07-25,28.75,28.75,26.65,27.06,107717
2022-07-26,27.06,27.06,26.65,26.77,64375
2022-07-27,26.97,27.4,26.55,26.68,98604
2022-07-28,27.3,27.42,27.12,27.28,45975
2022-07-29,27.58,27.75,27.14,27.24,35785
2022-08-01,30.06,30.06,27.4,27.45,141860
2022-08-02,27.65,27.88,27.04,27.35,106147
2022-08-03,27.35,27.6,26.13,27.29,165587
2022-08-04,27.29,28.31,27.29,28.09,112551
2022-08-05,28.0,28.4,27.58,28.17,86127
2022-08-08,27.05,28.58,27.05,28.15,110830
2022-08-10,28.48,28.48,27.8,27.92,134976
2022-08-11,28.5,28.67,28.25,28.63,106979
2022-08-12,28.83,28.98,28.23,28.57,47171
2022-08-16,28.98,29.19,28.57,28.91,103881
2022-08-17,29.95,29.95,28.51,28.67,891400
2022-08-18,28.67,29.06,28.3,28.74,86757
2022-08-19,28.94,29.1,28.4,28.61,86132
2022-08-22,28.6,28.67,28.3,28.31,83558
2022-08-23,28.31,28.58,27.23,27.85,225981
2022-08-24,28.55,28.55,27.7,27.85,52796
2022-08-25,28.38,28.38,27.72,28.16,24690
2022-08-26,28.02,28.6,27.4,28.09,732666
2022-08-29,28.0,28.0,27.0,27.41,164867
2022-08-30,27.78,27.78,27.01,27.28,236406
2022-09-01,27.0,27.48,26.26,26.51,778650
2022-09-02,26.9,26.98,26.26,26.7,89461
2022-09-05,27.2,27.9,26.3,26.86,439843
2022-09-06,26.97,26.98,26.54,26.63,179147
2022-09-07,26.4,26.59,25.88,26.15,257886
2022-09-08,26.69,26.74,26.3,26.39,110001
2022-09-09,26.89,26.89,26.4,26.59,125734
2022-09-12,27.09,27.25,26.64,26.93,196287
2022-09-13,27.5,27.5,27.1,27.16,133547
2022-09-14,26.76,26.79,26.25,26.37,519187
2022-09-15,26.37,26.59,26.37,26.47,92581
2022-09-16,27.07,27.07,25.75,26.05,189046
2022-09-19,26.37,26.38,25.63,25.75,219285
