Date,O,H,L,C,V
2016-10-18,85.9,86.15,85.89,86.09,26610
2016-10-19,86.26,86.55,75.02,86.55,239
2016-10-20,86.91,86.91,86.74,86.74,12
2016-10-21,86.01,86.25,86.01,86.25,1880
2016-10-24,86.4,86.6,86.4,86.6,1174
2016-10-25,87.05,87.05,86.67,86.67,200
2016-10-26,86.36,86.36,86.36,86.36,100
2016-10-27,85.63,85.63,85.54,85.54,50
2016-11-01,103.55,103.55,86.0,86.0,1810
2016-11-02,85.14,85.14,85.14,85.14,3
2016-11-04,84.51,84.51,84.48,84.48,200
2016-11-07,84.39,84.91,84.39,84.91,5501
2016-11-09,82.42,82.42,82.26,82.26,1600
2016-11-10,85.95,85.95,85.95,85.95,10
2016-11-15,81.69,102.38,81.0,81.27,3949
2016-11-16,81.36,81.55,81.36,81.53,52
2016-11-17,81.05,81.05,81.05,81.05,10
2016-11-18,81.05,81.05,80.93,80.95,1027
2016-11-21,80.28,80.28,79.45,79.45,2134
2016-11-22,79.9,79.9,79.8,79.8,351
2016-11-24,79.8,79.8,79.8,79.8,100
2016-11-25,79.95,80.19,79.95,80.19,13500
2016-11-28,81.69,81.7,81.68,81.7,75
2016-11-29,82.25,82.27,81.47,81.47,133
2016-12-01,82.83,82.83,82.83,82.83,11
2016-12-02,82.04,82.04,82.04,82.04,11
2016-12-05,81.47,81.47,81.47,81.47,11
2016-12-06,82.32,82.32,82.32,82.32,1
2016-12-07,82.22,82.39,82.22,82.39,23
2016-12-08,82.85,82.85,82.85,82.85,2
2016-12-09,83.1,83.16,82.56,83.15,135
2016-12-12,82.17,82.17,82.17,82.17,22
2016-12-13,82.11,82.37,82.11,82.37,1220
2016-12-14,82.26,82.26,82.26,82.26,5
2016-12-15,82.6,82.6,81.55,81.61,17226
2016-12-16,82.05,82.05,82.04,82.04,12
2016-12-19,81.65,81.65,81.14,81.14,614
2016-12-20,81.47,81.47,80.9,80.9,7551
2016-12-22,80.43,80.43,80.35,80.35,200
2016-12-23,79.76,79.88,79.68,79.88,71
2016-12-26,79.0,79.4,79.0,79.3,107
2016-12-27,79.25,79.38,79.25,79.37,160
2016-12-28,80.53,80.79,80.27,80.79,17011
2016-12-29,80.6,80.6,80.6,80.6,1
2016-12-30,81.9,81.92,81.53,81.53,43
2017-01-02,81.7,81.81,81.7,81.81,77
2017-01-03,81.94,81.94,81.94,81.94,11
2017-01-05,82.74,82.74,82.38,82.55,315
2017-01-09,82.69,82.71,82.69,82.71,22
2017-01-10,82.96,82.97,82.92,82.92,1015
2017-01-11,83.62,83.85,83.59,83.85,244
2017-01-12,84.06,84.06,83.75,83.75,82
2017-01-16,83.72,84.23,83.72,84.23,51
2017-01-18,84.75,84.75,84.02,84.03,25
2017-01-19,83.96,84.5,83.96,84.5,43
2017-01-20,83.94,83.94,83.94,83.94,1219
2017-01-23,84.06,84.06,84.0,84.0,175
