Date,O,H,L,C,V
2014-12-11,183.25,183.25,183.25,183.25,50
2014-12-12,184.0,185.0,182.0,183.25,5641
2014-12-15,183.25,184.5,183.25,184.0,1845
2014-12-16,184.0,184.0,178.5,179.58,2659
2014-12-17,180.0,181.0,175.05,179.0,921
2014-12-18,182.0,182.49,181.75,182.0,991
2014-12-19,184.8,186.0,184.0,184.6,11189
2014-12-22,185.0,187.0,184.5,187.0,801
2014-12-23,188.5,188.5,186.0,187.5,565
2014-12-24,186.0,187.0,186.0,186.25,545
2014-12-26,186.5,187.0,185.0,185.89,1714
2014-12-29,187.0,187.0,186.1,186.84,1064
2014-12-30,187.0,187.0,185.8,186.5,3900
2014-12-31,187.0,187.75,187.0,187.0,1500
2015-01-01,187.0,187.5,186.5,186.9,231
2015-01-02,189.25,191.0,189.0,190.8,1132
2015-01-05,192.0,193.0,190.0,191.0,857
2015-01-06,188.0,188.5,186.5,187.5,1102
2015-01-07,184.0,185.0,183.8,184.5,625
2015-01-08,186.5,188.0,186.5,187.0,516
2015-01-09,189.0,189.0,186.0,186.5,321
2015-01-12,185.5,188.0,185.5,188.0,626
2015-01-13,189.0,189.0,189.0,189.0,90
2015-01-14,188.0,188.0,188.0,188.0,10
2015-01-15,190.5,191.0,189.0,189.13,647
2015-01-16,192.0,192.0,190.0,190.94,260
2015-01-19,192.5,193.0,192.0,193.0,525
2015-01-20,194.5,198.0,194.5,198.0,493
2015-01-21,205.0,205.0,187.25,197.88,1562
2015-01-22,198.0,199.0,198.0,199.0,256
2015-01-23,202.0,207.0,201.0,201.0,927
2015-01-27,206.99,206.99,194.73,204.94,15601
2015-01-28,204.9,206.0,204.9,205.16,561
2015-01-29,204.5,206.0,204.0,204.5,1523
2015-01-30,204.0,204.0,196.05,200.0,1135
2015-02-02,197.75,199.0,197.0,198.95,702
2015-02-03,200.0,201.0,195.05,197.0,987
2015-02-04,195.0,196.0,192.5,193.24,1217
2015-02-05,191.0,195.0,191.0,191.05,18826
2015-02-06,190.0,192.0,187.05,189.81,814
2015-02-09,185.06,188.0,185.06,185.5,324
2015-02-10,185.01,187.0,185.0,186.0,491
2015-02-11,189.0,191.0,189.0,191.0,436
2015-02-12,189.5,192.0,188.0,191.18,783
2015-02-13,191.0,192.0,191.0,192.0,200
2015-02-16,195.5,197.0,193.0,193.22,1241
2015-02-18,193.0,193.1,193.0,193.1,250
2015-02-19,193.0,194.0,191.0,193.0,330
2015-02-20,193.0,195.0,192.0,192.5,355
2015-02-23,193.0,193.0,190.0,190.2,455
2015-02-24,189.0,190.0,176.5,183.7,3924
2015-02-25,190.0,190.0,188.0,189.0,457
2015-02-26,187.02,187.02,184.5,184.87,304
2015-02-27,187.0,189.0,186.01,188.09,335
2015-02-28,192.95,195.0,191.0,194.61,1910
2015-03-02,199.0,200.0,195.0,198.0,1926
2015-03-03,198.25,200.0,198.0,199.0,856
2015-03-04,201.0,202.0,195.26,196.0,2538
2015-03-05,197.0,199.0,195.55,197.93,4298
2015-03-09,195.0,195.0,192.0,192.01,2234
2015-03-10,193.0,193.0,190.0,191.0,1901
2015-03-11,193.0,194.0,191.5,193.49,460
2015-03-12,193.0,193.99,193.0,193.99,20
2015-03-13,194.0,194.0,188.2,188.87,602
2015-03-16,188.25,190.0,186.0,189.1,1834
2015-03-17,190.0,190.0,188.0,190.0,201
2015-03-18,191.0,191.0,189.0,189.0,46
2015-03-19,192.0,195.0,184.5,187.55,3242
2015-03-20,188.0,189.0,188.0,188.25,36
2015-03-23,187.0,189.0,185.0,187.25,576
2015-03-24,184.5,187.0,184.5,186.0,1894
2015-03-25,184.0,185.0,183.13,183.37,281
2015-03-26,183.0,183.0,178.75,178.96,2808
2015-03-27,180.0,180.0,178.0,179.8,1362
2015-03-30,183.0,184.0,180.55,182.0,937
2015-03-31,182.0,184.99,180.0,180.41,3288
2015-04-01,182.5,186.0,175.6,184.52,6173
2015-04-06,186.5,186.5,185.1,185.1,55
2015-04-07,186.0,186.4,183.02,184.02,726
2015-04-08,185.5,187.0,184.5,185.97,1217
2015-04-09,186.0,190.0,185.54,189.37,437
2015-04-10,190.9,192.0,187.01,187.62,13049
2015-04-13,187.0,188.0,186.0,187.02,2290
2015-04-15,188.0,192.0,188.0,189.0,136
2015-04-16,186.5,187.0,186.0,186.0,299
2015-04-17,186.0,186.0,183.0,183.01,3462
2015-04-20,185.0,195.0,182.1,183.0,18308
2015-04-21,184.0,186.8,182.0,185.49,29166
2015-04-22,185.0,187.3,180.0,182.88,40133
2015-04-23,184.0,186.0,182.5,184.32,11621
2015-04-24,182.1,182.5,180.51,181.49,10852
2015-04-27,182.0,182.5,180.0,180.0,17521
2015-04-28,180.75,183.7,180.16,183.19,12922
2015-04-29,185.4,185.5,183.0,184.73,5527
2015-04-30,190.0,190.0,184.0,187.77,54415
2015-05-04,188.0,188.9,186.5,186.93,2970
2015-05-05,187.0,188.0,186.75,187.79,3070
2015-05-06,198.95,198.95,181.13,181.86,6587
2015-05-07,178.5,187.96,174.5,174.9,16117
2015-05-08,185.0,185.0,178.0,179.47,10516
2015-05-11,179.5,181.0,179.5,180.0,1052
2015-05-12,180.5,180.5,177.0,177.0,559
2015-05-13,179.0,180.43,178.01,179.34,865
2015-05-14,180.0,180.99,180.0,180.99,136
2015-05-15,181.0,183.0,181.0,182.25,6542
2015-05-18,189.43,189.43,182.0,182.9,713
2015-05-19,183.0,184.49,182.75,184.44,3355
2015-05-20,184.0,188.8,184.0,185.59,3377
2015-05-21,188.9,188.9,184.65,185.5,1554
2015-05-22,185.0,186.98,183.0,184.01,1566
2015-05-25,184.0,185.0,183.0,183.58,4915
2015-05-26,184.0,184.0,182.0,183.0,2893
2015-05-27,183.0,185.0,182.0,184.91,1895
2015-05-28,188.99,188.99,184.5,184.5,456
2015-05-29,185.0,186.48,185.0,186.45,416
2015-06-01,188.25,188.25,186.0,186.0,162
2015-06-02,187.0,187.77,180.02,181.0,1302
2015-06-03,179.5,180.93,176.0,178.86,4554
2015-06-04,178.0,178.99,175.0,178.99,387
2015-06-05,177.0,179.9,176.51,179.29,1179
2015-06-08,177.0,178.0,175.0,175.0,3202
2015-06-09,176.0,178.0,175.5,178.0,212
2015-06-10,178.0,179.0,175.0,178.0,902
2015-06-11,178.0,178.0,173.0,173.0,1058
2015-06-12,174.0,175.0,172.03,175.0,554
2015-06-15,184.99,184.99,173.0,175.99,10955
2015-06-16,175.0,177.0,174.0,177.0,453
2015-06-17,178.0,178.0,178.0,178.0,102
2015-06-18,187.51,187.98,176.0,176.39,3472
