Date,O,H,L,C,V
2013-01-17,86.55,86.55,86.55,86.55,21
2013-01-18,83.0,84.75,83.0,84.5,147
2013-01-21,81.0,88.7,81.0,88.05,504
2013-01-22,90.0,90.0,83.7,84.6,684
2013-01-23,88.8,88.8,83.15,85.45,169
2013-01-24,81.4,85.5,81.4,85.5,189
2013-01-25,82.0,85.45,82.0,85.45,399
2013-01-28,81.5,82.25,81.25,82.25,169
2013-01-29,79.05,84.9,79.05,82.35,75
2013-01-30,78.25,85.95,78.25,82.9,540
2013-02-01,84.0,84.0,81.5,82.3,601
2013-02-04,84.8,84.8,78.3,78.45,1447
2013-02-05,75.5,80.65,74.6,75.15,589
2013-02-06,75.15,78.0,71.5,74.8,3761
2013-02-07,77.95,77.95,72.0,72.65,1047
2013-02-08,75.6,75.6,74.5,75.0,495
2013-02-11,77.85,77.85,77.85,77.85,100
2013-02-12,76.55,76.55,74.0,74.0,110
2013-02-13,71.0,73.95,70.3,70.55,1376
2013-02-14,72.8,72.8,70.05,71.25,12
2013-02-15,69.05,72.45,69.05,70.55,212
2013-02-18,72.25,72.45,69.25,70.05,320
2013-02-20,70.1,72.0,69.5,72.0,1130
2013-02-21,70.05,71.5,70.0,70.4,227
2013-02-22,70.05,70.05,70.05,70.05,9
2013-02-25,73.5,73.5,69.6,71.4,123
2013-02-26,67.85,69.8,67.85,67.9,1548
2013-02-27,67.0,67.5,65.0,65.35,1077
2013-02-28,66.0,68.6,64.0,64.0,2213
2013-03-01,65.15,67.0,65.0,66.95,1100
2013-03-04,64.0,66.2,64.0,65.75,92
2013-03-05,66.0,67.0,66.0,66.7,1570
2013-03-06,69.85,69.85,63.5,65.85,2302
2013-03-07,66.0,68.5,66.0,68.45,1514
2013-03-08,65.0,72.45,65.0,72.35,686
2013-03-11,70.0,78.75,70.0,73.25,319
2013-03-12,72.0,72.0,71.55,71.55,232
2013-03-13,68.0,72.95,67.5,68.1,511
2013-03-14,67.0,68.45,63.8,66.0,1035
2013-03-15,63.0,64.95,63.0,64.9,1260
2013-03-18,63.7,63.7,59.45,60.0,1573
