Date,TTL_TRD_QNTY,NO_OF_TRADES,QTY_PER_TRADE,DELIV_QTY
2019-09-30,11324,563,20.11,6615
2019-10-01,63095,1110,56.84,47954
2019-10-03,28874,555,52.03,19678
2019-10-04,48942,797,61.41,38744
2019-10-07,88600,1674,52.93,50524
2019-10-09,67643,1356,49.88,34931
2019-10-10,31035,595,52.16,20161
2019-10-11,35684,594,60.07,24916
2019-10-14,18906,367,51.51,12033
2019-10-15,20007,439,45.57,12788
2019-10-16,39678,819,48.45,27268
2019-10-17,40512,520,77.91,32739
2019-10-18,64120,1027,62.43,50382
2019-10-22,124344,1663,74.77,81885
2019-10-23,89351,1624,55.02,69065
2019-10-24,29861,701,42.6,16600
2019-10-25,73388,1193,61.52,26361
2019-10-29,105151,822,127.92,78836
2019-10-30,246711,2676,92.19,102812
2019-10-31,146017,1992,73.3,83932
2019-11-01,54135,697,77.67,38246
2019-11-04,2091014,11854,176.4,905952
2019-11-05,177993,1794,99.22,122288
2019-11-06,118463,1870,63.35,86109
2019-11-07,208000,1607,129.43,133958
2019-11-08,96013,1787,53.73,64231
2019-11-11,92877,1197,77.59,64472
2019-11-13,304692,3070,99.25,227495
2019-11-14,255618,4061,62.94,88191
2019-11-15,424249,3397,124.89,260475
2019-11-18,654381,3273,199.93,472594
2019-11-19,288695,1738,166.11,229667
2019-11-20,206440,1607,128.46,154062
2019-11-21,216624,1356,159.75,170110
2019-11-22,137245,2047,67.05,109150
2019-11-25,139120,2833,49.11,103848
2019-11-26,236679,2428,97.48,174489
2019-11-27,409746,3285,124.73,316881
2019-11-28,478135,4029,118.67,307256
2019-11-29,477608,6885,69.37,250278
2019-12-02,126232,1531,82.45,59810
2019-12-03,65580,874,75.03,33484
2019-12-04,63259,770,82.15,40235
2019-12-05,181410,2487,72.94,75749
2019-12-06,219691,4252,51.67,140978
2019-12-09,47248,869,54.37,26695
2019-12-10,44917,676,66.45,22838
2019-12-11,30280,570,53.12,19675
2019-12-12,36455,486,75.01,22446
2019-12-13,111136,1001,111.02,78184
2019-12-16,41024,596,68.83,20258
2019-12-17,35986,475,75.76,13857
2019-12-18,36730,480,76.52,14485
2019-12-19,43747,481,90.95,17035
2019-12-20,40621,404,100.55,18673
2019-12-23,42550,405,105.06,28318
2019-12-24,27161,397,68.42,11685
2019-12-26,36100,421,85.75,14304
2019-12-27,39519,400,98.8,27095
2019-12-30,73236,664,110.3,56992
2019-12-31,61989,661,93.78,45980
2020-01-01,51506,576,89.42,38100
2020-01-02,192596,2197,87.66,118814
2020-01-03,165747,1935,85.66,89640
2020-01-06,87004,821,105.97,61564
2020-01-07,568369,4459,127.47,219158
2020-01-08,473808,4915,96.4,172384
2020-01-09,367582,4953,74.21,179721
2020-01-10,254292,3107,81.84,135117
2020-01-13,169269,2149,78.77,84572
2020-01-14,240685,4062,59.25,139944
2020-01-15,116551,1842,63.27,59401
2020-01-16,103210,2000,51.6,59631
2020-01-17,51453,687,74.9,31840
2020-01-20,35944,588,61.13,24289
2020-01-21,48624,1070,45.44,27908
2020-01-22,136593,2228,61.31,58683
2020-01-23,65822,814,80.86,34711
2020-01-24,67930,1164,58.36,39374
2020-01-27,69237,1634,42.37,43276
2020-01-28,45252,852,53.11,28530
2020-01-29,63100,560,112.68,45817
2020-01-30,41001,914,44.86,30917
2020-01-31,62680,1546,40.54,37567
2020-02-03,46856,949,49.37,23595
2020-02-04,66507,941,70.68,44641
2020-02-05,62712,3424,18.32,34782
2020-02-06,24671,372,66.32,14294
2020-02-07,91712,1721,53.29,35841
2020-02-10,69974,732,95.59,43229
2020-02-11,33811,1150,29.4,20615
2020-02-12,33013,622,53.08,18255
2020-02-13,31143,533,58.43,19844
2020-02-14,112124,853,131.45,36402
2020-02-17,38381,485,79.14,23126
2020-02-18,39741,591,67.24,28087
2020-02-19,62443,377,165.63,44481
2020-02-20,35547,510,69.7,22181
2020-02-24,20140,460,43.78,11821
2020-02-25,54763,472,116.02,40797
2020-02-26,266828,3262,81.8,135855
2020-02-27,97757,1159,84.35,72948
2020-02-28,130006,1093,118.94,100582
2020-03-02,188968,2963,63.78,121227
2020-03-03,77647,810,95.86,53445
2020-03-04,62770,803,78.17,43430
2020-03-05,42355,477,88.79,28080
2020-03-06,50028,816,61.31,29093
2020-03-09,79319,1102,71.98,55809
2020-03-11,48715,863,56.45,25948
2020-03-12,253820,1184,214.38,170077
2020-03-13,221026,1118,197.7,190653
2020-03-16,87223,1013,86.1,59484
2020-03-17,59703,679,87.93,46802
2020-03-18,206417,931,221.72,179272
2020-03-19,167852,1197,140.23,119161
2020-03-20,111856,1111,100.68,59490
2020-03-23,66288,600,110.48,45551
2020-03-24,96280,649,148.35,80468
