Date,TTL_TRD_QNTY,NO_OF_TRADES,QTY_PER_TRADE,DELIV_QTY
2021-08-18,96452,912,105.76,96452
2021-08-20,11294,379,29.8,11294
2021-08-23,30601,557,54.94,30601
2021-08-24,14626,390,37.5,14626
2021-08-25,14054,317,44.33,14054
2021-08-26,46014,716,64.27,46014
2021-08-27,466117,4288,108.7,466117
2021-08-30,86395,763,113.23,86395
2021-08-31,48433,746,64.92,48433
2021-09-01,22863,469,48.75,22863
2021-09-02,423346,7754,54.6,243819
2021-09-03,1237284,35604,34.75,415056
2021-09-06,320509,11337,28.27,139714
2021-09-07,247894,7722,32.1,161880
2021-09-08,206623,9115,22.67,107732
2021-09-09,108026,5300,20.38,47474
2021-09-13,79771,3440,23.19,51335
2021-09-14,117081,3152,37.14,85487
2021-09-15,225727,3684,61.27,140993
2021-09-16,331281,12856,25.77,164163
2021-09-17,122874,4926,24.94,70226
2021-09-20,165346,8631,19.16,97063
2021-09-21,155299,6532,23.78,64400
2021-09-22,89676,3358,26.71,55852
2021-09-23,168220,5770,29.15,85520
2021-09-24,76223,3396,22.44,48310
2021-09-27,71964,3127,23.01,39218
2021-09-28,45227,2281,19.83,31129
2021-09-29,41662,1852,22.5,23996
2021-09-30,258704,7555,34.24,130795
2021-10-01,266251,9375,28.4,129506
2021-10-04,485547,11034,44.0,190758
2021-10-05,28342,448,63.26,28342
2021-10-06,406206,13587,29.9,198958
2021-10-07,293607,11066,26.53,107396
2021-10-08,251805,11105,22.67,112759
2021-10-11,125697,6836,18.39,71122
2021-10-12,58639,3622,16.19,32495
2021-10-13,74661,4301,17.36,38357
2021-10-14,59273,3636,16.3,39824
2021-10-18,150132,6610,22.71,112330
2021-10-19,231479,8069,28.69,110583
2021-10-20,88549,4474,19.79,59142
2021-10-21,89349,3946,22.64,58678
2021-10-22,48687,3210,15.17,29778
2021-10-25,95546,4404,21.7,60673
2021-10-26,40100,997,40.22,29023
2021-10-27,40087,660,60.74,32557
2021-10-28,116188,6565,17.7,70425
2021-10-29,50025,3242,15.43,27097
2021-11-01,36111,2356,15.33,20008
2021-11-02,55568,2746,20.24,40046
2021-11-03,78998,2861,27.61,65214
2021-11-04,78998,2861,27.61,65214
2021-11-08,43524,2401,18.13,29876
