Date,TTL_TRD_QNTY,NO_OF_TRADES,QTY_PER_TRADE,DELIV_QTY,DELIV_PER
2023-04-03,2488986,3568,697.59,2488986,
2023-04-05,939603,2231,421.16,939603,
2023-04-06,972135,4929,197.23,972135,
2023-04-10,824526,4146,198.87,824526,
2023-04-11,393225,2274,172.92,393225,
2023-04-12,341823,1828,186.99,341823,
2023-04-13,470776,2304,204.33,470776,
2023-04-17,470247,3103,151.55,470247
2023-04-18,881170,4562,193.15,881170
2023-04-19,581991,1208,481.78,581991
2023-04-20,1310287,5582,234.73,662841
2023-04-21,461545,2778,166.14,281616
2023-04-24,403319,2342,172.21,304059
2023-04-25,978578,5521,177.25,455060
2023-04-26,320372,1843,173.83,178094
2023-04-27,2853273,10756,265.27,1292315
2023-04-28,672240,3467,193.9,331848
