Date,TTL_TRD_QNTY,NO_OF_TRADES,QTY_PER_TRADE,DELIV_QTY
2019-09-30,23603,168,140.49,15978
2019-10-01,208580,791,263.69,187421
2019-10-03,42703,315,135.57,38106
2019-10-04,139467,891,156.53,111637
2019-10-07,255100,680,375.15,228040
2019-10-09,200827,867,231.63,155832
2019-10-10,13838,152,91.04,12056
2019-10-11,31666,262,120.86,25839
2019-10-14,26844,316,84.95,18220
2019-10-15,64950,356,182.44,55250
2019-10-16,33930,183,185.41,29333
2019-10-17,110685,562,196.95,87022
2019-10-18,120230,397,302.85,110217
2019-10-22,157568,362,435.27,139280
2019-10-23,53442,356,150.12,40317
2019-10-24,31905,275,116.02,26930
2019-10-25,152447,295,516.77,145360
2019-10-29,21628,228,94.86,17714
2019-10-30,63940,297,215.29,47077
2019-10-31,52158,556,93.81,38287
2019-11-01,49608,446,111.23,19707
2019-11-04,38414,415,92.56,25726
2019-11-05,17993,224,80.33,9659
2019-11-06,48145,438,109.92,34794
2019-11-07,33550,245,136.94,19917
2019-11-08,56331,596,94.52,42265
2019-11-11,47586,504,94.42,33107
2019-11-13,103619,972,106.6,69724
2019-11-14,48963,447,109.54,36775
2019-11-15,137309,1266,108.46,109026
2019-11-18,42257,428,98.73,24162
2019-11-19,40928,293,139.69,31831
2019-11-20,139713,1162,120.23,92273
2019-11-21,73827,560,131.83,58736
2019-11-22,16046,316,50.78,10930
2019-11-25,29583,241,122.75,20243
2019-11-26,33354,381,87.54,23161
2019-11-27,31242,317,98.56,18342
2019-11-28,12472,158,78.94,10017
2019-11-29,25044,176,142.3,16305
2019-12-02,18648,218,85.54,10584
2019-12-03,27694,418,66.25,21606
2019-12-04,24526,464,52.86,17848
2019-12-05,29136,329,88.56,18321
2019-12-06,34401,292,117.81,26515
2019-12-09,50788,278,182.69,44203
2019-12-10,33108,369,89.72,25456
2019-12-11,23172,188,123.26,16307
2019-12-12,20919,283,73.92,16743
2019-12-13,28003,321,87.24,18296
2019-12-16,14263,449,31.77,10557
2019-12-17,22993,175,131.39,15043
2019-12-18,57740,192,300.73,52453
2019-12-19,82301,522,157.66,67301
2019-12-20,55730,534,104.36,39945
2019-12-23,23784,241,98.69,18599
2019-12-24,45276,320,141.49,38294
2019-12-26,36611,370,98.95,24286
2019-12-27,106956,455,235.07,82259
2019-12-30,24289,355,68.42,19300
2019-12-31,30503,254,120.09,24500
2020-01-01,57086,568,100.5,31927
2020-01-02,271252,2140,126.75,86870
2020-01-03,40933,515,79.48,19417
2020-01-06,35026,428,81.84,25674
2020-01-07,59862,910,65.78,33792
2020-01-08,152830,1498,102.02,67891
2020-01-09,92703,919,100.87,66092
2020-01-10,141781,1264,112.17,78345
2020-01-13,111900,1191,93.95,55199
2020-01-14,69355,972,71.35,48551
2020-01-15,122837,1729,71.05,86673
2020-01-16,123094,1328,92.69,78798
2020-01-17,30784,500,61.57,20937
2020-01-20,35327,306,115.45,31114
2020-01-21,48989,528,92.78,42358
2020-01-22,64616,893,72.36,39491
2020-01-23,81270,3556,22.85,49767
2020-01-24,39352,505,77.92,31795
2020-01-27,42903,625,68.64,25687
2020-01-28,33691,451,74.7,23051
2020-01-29,34223,356,96.13,22366
2020-01-30,75386,939,80.28,52454
2020-01-31,59954,509,117.79,50464
2020-02-03,38022,409,92.96,31769
2020-02-04,14802,250,59.21,11884
2020-02-05,23650,378,62.57,16860
2020-02-06,10369,382,27.14,4921
2020-02-07,26997,337,80.11,19282
2020-02-10,27254,593,45.96,18364
2020-02-11,68254,478,142.79,53707
2020-02-12,15878,196,81.01,12313
2020-02-13,17421,242,71.99,12223
2020-02-14,22286,502,44.39,14648
2020-02-17,14190,173,82.02,12586
2020-02-18,64066,521,122.97,51210
2020-02-19,90639,607,149.32,79317
2020-02-20,14532,190,76.48,11464
2020-02-24,55287,304,181.87,47363
2020-02-25,15462,171,90.42,11608
2020-02-26,135474,1869,72.48,83837
2020-02-27,29397,482,60.99,18869
2020-02-28,35025,412,85.01,19130
2020-03-02,66163,502,131.8,54138
2020-03-03,18796,268,70.13,11109
2020-03-04,40664,347,117.19,26280
2020-03-05,30238,355,85.18,16582
2020-03-06,53728,690,77.87,41992
2020-03-09,148930,892,166.96,128600
2020-03-11,148549,1210,122.77,108415
2020-03-12,229220,1617,141.76,160958
2020-03-13,286183,2048,139.74,207334
2020-03-16,1794606,1884,952.55,1700601
2020-03-17,392354,4496,87.27,201352
2020-03-18,132281,1465,90.29,97730
2020-03-19,185702,1422,130.59,130491
2020-03-20,225831,1360,166.05,141659
2020-03-23,206188,1010,204.15,164301
2020-03-24,82237,553,148.71,53668
2020-03-25,104376,439,237.76,77742
2020-03-26,156598,841,186.2,125454
2020-03-27,90299,894,101.01,51644
2020-03-30,35826,506,70.8,14919
2020-03-31,83222,772,107.8,32262
2020-04-01,16653,256,65.05,7756
2020-04-03,87960,521,168.83,69282
2020-04-07,24624,376,65.49,15997
2020-04-08,34299,564,60.81,20596
2020-04-09,120900,913,132.42,86822
2020-04-15,64688,1111,58.23,35375
2020-04-16,40336,519,77.72,29166
2020-04-17,51538,528,97.61,41875
2020-04-20,78012,1265,61.67,24251
2020-04-21,53914,692,77.91,27951
2020-04-22,34569,489,70.69,17794
2020-04-23,82960,568,146.06,63504
2020-04-24,33244,466,71.34,21994
2020-04-27,61253,651,94.09,43137
2020-04-28,46801,485,96.5,35874
2020-04-29,138026,728,189.6,124341
2020-04-30,197908,1038,190.66,157964
2020-05-04,229492,2185,105.03,96765
2020-05-05,62116,649,95.71,35190
2020-05-06,178998,824,217.23,145053
2020-05-07,149654,630,237.55,96988
2020-05-08,200377,886,226.16,185648
2020-05-11,121172,721,168.06,84975
2020-05-12,42293,442,95.69,15798
2020-05-13,239065,716,333.89,187065
2020-05-14,63428,295,215.01,57487
2020-05-15,117899,424,278.06,97311
2020-05-18,80247,418,191.98,64314
2020-05-19,63446,576,110.15,54366
2020-05-20,70690,199,355.23,59084
2020-05-21,95649,455,210.22,76285
2020-05-22,82957,263,315.43,72123
2020-05-26,186966,762,245.36,145734
2020-05-27,145047,1059,136.97,85526
2020-05-28,134975,574,235.15,110277
2020-05-29,158571,551,287.79,132575
