Date,TTL_TRD_QNTY,NO_OF_TRADES,QTY_PER_TRADE,DELIV_QTY,DELIV_PER
2022-09-26,36180429,799987,45.23,9913460,
2022-09-27,16853164,261475,64.45,1864952,
2022-09-28,4965382,86380,57.48,775287,
2022-09-29,4273634,72733,58.76,725602,
2022-09-30,1486480,27997,53.09,388179,
2022-10-03,1357159,31854,42.61,488889,
2022-10-04,1175219,28229,41.63,400146,
2022-10-06,1347843,27252,49.46,516805,
2022-10-07,1195132,25386,47.08,372678,
2022-10-10,885072,22511,39.32,311275,
2022-10-11,495046,13332,37.13,239919,
2022-10-12,451922,11602,38.95,149356,
2022-10-13,354561,11066,32.04,154707,
2022-10-14,412808,16555,24.94,165347,
2022-10-17,578380,16339,35.4,237046,
2022-10-18,505366,13683,36.93,167441,
2022-10-19,389368,12750,30.54,167113,
2022-10-20,243955,8503,28.69,94437,
2022-10-21,280283,10183,27.52,142100,
2022-10-24,93005,4875,19.08,53391,
2022-10-25,339614,9985,34.01,146487,
2022-10-27,214082,8955,23.91,94911,
2022-10-28,297509,12057,24.68,150483,
2022-10-31,459133,18710,24.54,271012,
2022-11-01,470576,16827,27.97,192287,
2022-11-02,777274,22801,34.09,270421,
2022-11-03,693666,19016,36.48,279576,
2022-11-04,764310,21240,35.98,271316,
2022-11-07,430295,15987,26.92,225193,
2022-11-09,305384,8539,35.76,136394,
2022-11-10,186176,6323,29.44,89872,
2022-11-11,204232,7213,28.31,102088,
2022-11-14,195742,5813,33.67,99378,
2022-11-15,195742,5813,33.67,99378,
2022-11-16,263358,6458,40.78,178663,
2022-11-17,581154,17593,33.03,217185,
2022-11-18,198445,6684,29.69,94196,
2022-11-21,163847,8385,19.54,85460,
2022-11-22,147433,7913,18.63,68433,
2022-11-23,100061,6393,15.65,53507,
2022-11-24,202720,9560,21.21,88176,
2022-11-25,121137,6517,18.59,63943,
2022-11-28,198124,9466,20.93,107722,
2022-11-29,131785,4761,27.68,72398,
2022-11-30,110274,5805,19.0,67111,
2022-12-01,206598,7010,29.47,123432,
2022-12-02,249727,7881,31.69,153013,
2022-12-05,239684,8819,27.18,130598,
2022-12-06,100577,4386,22.93,51469,
2022-12-07,159675,4395,36.33,94376,
2022-12-08,123184,4785,25.74,57576,
2022-12-09,212730,9399,22.63,99092,
2022-12-12,150250,7788,19.29,73596,
2022-12-13,84161,4030,20.88,50318,
2022-12-14,104904,4624,22.69,63660,
2022-12-15,143025,6505,21.99,73118,
2022-12-16,137065,5337,25.68,66127,
2022-12-19,135591,5880,23.06,73623,
2022-12-20,367269,4965,73.97,303783,
2022-12-21,292310,7619,38.37,234353,
2022-12-22,249293,16227,15.36,135473,
2022-12-23,317636,15214,20.88,158967,
2022-12-26,162144,9968,16.27,64174,
2022-12-27,91778,5094,18.02,42707,
2022-12-28,78155,4655,16.79,27035,
2022-12-29,67398,4354,15.48,32512,
2022-12-30,51284,3303,15.53,24171,
2023-01-02,63974,3714,17.23,38326,
2023-01-03,65290,4558,14.32,33042,
2023-01-04,214718,10745,19.98,81046,
2023-01-05,55823,4697,11.88,34481,
2023-01-06,73502,5299,13.87,41882,
2023-01-09,322390,4066,79.29,294867,
2023-01-10,56696,3701,15.32,33509,
2023-01-11,378805,15636,24.23,188264,
2023-01-12,144109,7364,19.57,79195,
2023-01-13,89828,5025,17.88,43090,
2023-01-16,73984,5006,14.78,37805,
2023-01-17,58124,3008,19.32,40861,
2023-01-18,30552,2744,11.13,19875,
2023-01-19,52769,3919,13.46,29841,
2023-01-20,79833,5414,14.75,44281,
2023-01-23,52107,3943,13.22,30875,
2023-01-24,61586,3857,15.97,30678,
2023-01-25,56152,4010,14.0,29437,
2023-01-27,130038,9184,14.16,55913,
2023-01-30,94085,7230,13.01,50285,
2023-01-31,44735,3274,13.66,18928,
2023-02-01,82495,7022,11.75,36936,
2023-02-02,126586,13575,9.32,35179,
2023-02-03,151166,12949,11.67,44175,
2023-02-06,131732,12381,10.64,24473,
2023-02-07,100381,9978,10.06,28900,
2023-02-08,119866,9667,12.4,43480,
2023-02-09,48342,3830,12.62,24995,
2023-02-10,59204,3121,18.97,26903,
2023-02-13,33736,2818,11.97,15787,
2023-02-14,280432,12197,22.99,43708,
2023-02-15,90691,6645,13.65,45344,
2023-02-16,43776,2114,20.71,24391,
2023-02-17,69857,3577,19.53,33450,
2023-02-20,171126,14453,11.84,29245,
2023-02-21,151719,10833,14.01,27175,
2023-02-22,90749,6137,14.79,44466,
2023-02-23,258297,5483,47.11,216744,
2023-02-24,180915,6458,28.01,130026,
2023-02-27,132453,6708,19.75,63640,
2023-02-28,460594,10078,45.7,349744,
2023-03-01,240424,7913,30.38,141389,
2023-03-02,72264,4182,17.28,35353,
2023-03-03,93523,4207,22.23,45488,
2023-03-06,110050,3445,31.94,77264,
2023-03-08,45137,3053,14.78,23652,
2023-03-09,78612,6226,12.63,27975,
2023-03-10,98312,9134,10.76,30900,
2023-03-13,111924,7684,14.57,46896,
2023-03-14,76312,4668,16.35,37661,
2023-03-15,47154,2977,15.84,25310,
2023-03-16,112947,6262,18.04,70144,
2023-03-17,42720,2760,15.48,23266,
2023-03-20,112656,7120,15.82,72678,
2023-03-21,100572,4915,20.46,46938,
2023-03-22,111620,6216,17.96,57693,
2023-03-23,63242,3032,20.86,32185,
2023-03-24,54126,2926,18.5,38837,
2023-03-27,508703,15438,32.95,390633,
2023-03-28,247465,11592,21.35,195610,
2023-03-29,109564,5695,19.24,72307,
2023-03-31,156581,4799,32.63,104549,
2023-04-03,229199,2300,99.65,208909,
2023-04-05,1131028,33531,33.73,341909,
2023-04-06,1386034,35112,39.47,456272,
2023-04-10,415075,14228,29.17,158390,
2023-04-11,660321,12096,54.59,453114,
2023-04-12,413821,13216,31.31,194321,
2023-04-13,93790,2451,38.27,47153,
2023-04-17,95438,3008,31.73,54201
2023-04-18,58867,2798,21.04,27645
2023-04-19,51339,2466,20.82,33014
2023-04-20,65264,2338,27.91,34431
2023-04-21,172659,4816,35.85,101598
2023-04-24,181334,7602,23.85,105140
2023-04-25,164289,7988,20.57,88389
2023-04-26,94310,4148,22.74,43065
2023-04-27,41538,2621,15.85,22422
2023-04-28,76423,3152,24.25,42562
2023-05-02,214821,8825,24.34,83590
2023-05-03,136757,7370,18.56,83026
2023-05-04,161264,7304,22.08,96655
2023-05-05,156794,6417,24.43,79989
2023-05-08,80347,5819,13.81,27095
2023-05-09,125271,4457,28.11,63961
2023-05-10,989833,31882,31.05,339006
2023-05-11,365220,13691,26.68,132318
2023-05-12,306958,10755,28.54,109945
2023-05-15,244650,11944,20.48,103413
2023-05-16,97131,5015,19.37,50882
2023-05-17,880197,29918,29.42,383231
2023-05-18,124782,5438,22.95,58949
2023-05-19,160180,7356,21.78,51121
2023-05-22,64607,3748,17.24,31928
