Date,TTL_TRD_QNTY,NO_OF_TRADES,QTY_PER_TRADE,DELIV_QTY
2019-09-30,23980,265,90.49,13628
2019-10-01,87878,762,115.33,54260
2019-10-03,69874,692,100.97,43327
2019-10-04,129405,953,135.79,83390
2019-10-07,50906,395,128.88,28364
2019-10-09,40675,395,102.97,28613
2019-10-10,37122,331,112.15,21435
2019-10-11,186251,776,240.01,109599
2019-10-14,46262,483,95.78,25893
2019-10-15,31883,400,79.71,20455
2019-10-16,41482,282,147.1,26015
2019-10-17,96969,399,243.03,70046
2019-10-18,171723,1076,159.59,125675
2019-10-22,191282,1208,158.35,110358
2019-10-23,61992,487,127.29,36064
2019-10-24,40729,327,124.55,27936
2019-10-25,34018,354,96.1,27164
2019-10-29,43967,355,123.85,26557
2019-10-30,89438,654,136.76,52083
2019-10-31,89966,901,99.85,46706
2019-11-01,48772,267,182.67,30874
2019-11-04,48153,1102,43.7,38676
2019-11-05,59259,283,209.4,46288
2019-11-06,28571,506,56.46,16055
2019-11-07,30808,487,63.26,18434
2019-11-08,97967,568,172.48,56688
2019-11-11,88243,590,149.56,58652
2019-11-13,402774,2407,167.33,207131
2019-11-14,249229,1358,183.53,79585
2019-11-15,90255,794,113.67,65810
2019-11-18,27198,374,72.72,17470
2019-11-19,114273,572,199.78,61626
2019-11-20,87298,459,190.19,58902
2019-11-21,42295,413,102.41,26464
2019-11-22,34645,293,118.24,23306
2019-11-25,55748,606,91.99,26986
2019-11-26,37836,394,96.03,19953
2019-11-27,25998,388,67.01,17689
2019-11-28,76372,718,106.37,41599
2019-11-29,14671,190,77.22,7544
2019-12-02,113007,784,144.14,52081
2019-12-03,64118,440,145.72,42333
2019-12-04,59427,334,177.93,41000
2019-12-05,20532,250,82.13,13362
2019-12-06,36717,448,81.96,26643
2019-12-09,31689,469,67.57,17780
2019-12-10,53859,436,123.53,30312
2019-12-11,31065,323,96.18,17998
2019-12-12,31228,268,116.52,17311
2019-12-13,27555,221,124.68,11113
2019-12-16,54202,345,157.11,43021
2019-12-17,46269,366,126.42,33050
2019-12-18,25030,265,94.45,17944
2019-12-19,18345,328,55.93,7107
2019-12-20,40409,229,176.46,30364
2019-12-23,17589,207,84.97,14320
2019-12-24,35367,410,86.26,27664
2019-12-26,22573,312,72.35,11698
2019-12-27,118516,894,132.57,57478
2019-12-30,311122,1660,187.42,211270
2019-12-31,88917,731,121.64,49612
2020-01-01,33890,275,123.24,19803
2020-01-02,586441,2861,204.98,325305
2020-01-03,303058,2227,136.08,127033
2020-01-06,216918,1247,173.95,142396
2020-01-07,112043,1016,110.28,54637
2020-01-08,698460,4170,167.5,279856
2020-01-09,189022,1279,147.79,108042
2020-01-10,395942,2012,196.79,106887
2020-01-13,337910,2949,114.58,158287
2020-01-14,817367,4075,200.58,424589
2020-01-15,341262,2441,139.8,145128
2020-01-16,347871,1666,208.81,237290
2020-01-17,864365,5591,154.6,389785
2020-01-20,159972,1616,98.99,101245
2020-01-21,150204,1042,144.15,81665
2020-01-22,156527,1135,137.91,94869
