Date,TTL_TRD_QNTY,NO_OF_TRADES,QTY_PER_TRADE,DELIV_QTY
2019-09-30,2070,7,295.71,2070
2019-10-10,1600,8,200.0,1600
2019-10-11,79,4,19.75,79
2019-10-14,20,2,10.0,20
2019-10-17,15,2,7.5,15
2019-10-18,2,1,2.0,2
2019-10-22,115,3,38.33,115
2019-10-31,200,4,50.0,200
2019-11-01,231,3,77.0,231
2019-11-04,3,1,3.0,3
2019-11-05,75,1,75.0,75
2019-11-07,1034,4,258.5,1034
2019-11-11,210,2,105.0,210
2019-11-13,184,4,46.0,184
2019-11-20,100,1,100.0,100
2019-11-21,290,2,145.0,290
2019-11-22,300,1,300.0,300
2019-11-25,200,1,200.0,200
2019-11-27,16,1,16.0,16
2019-11-28,240,3,80.0,240
2019-11-29,727,5,145.4,727
2019-12-05,84,1,84.0,84
2019-12-09,172,1,172.0,172
2019-12-16,100,2,50.0,100
2019-12-20,476,5,95.2,476
2019-12-23,34,2,17.0,34
2019-12-26,250,3,83.33,250
2019-12-27,134,2,67.0,134
2020-01-10,50,1,50.0,50
2020-01-14,200,1,200.0,200
2020-01-16,50,1,50.0,50
2020-01-20,150,1,150.0,150
2020-01-21,100,2,50.0,100
2020-01-22,50,1,50.0,50
2020-01-23,200,5,40.0,200
2020-01-24,70,2,35.0,70
2020-01-27,1363,11,123.91,1363
2020-01-28,661,8,82.62,661
2020-01-29,308,6,51.33,308
2020-01-30,155,4,38.75,155
2020-01-31,706,6,117.67,706
2020-02-03,1209,15,80.6,1209
2020-02-04,9605,35,274.43,9605
2020-02-05,239,6,39.83,239
2020-02-06,521,12,43.42,521
2020-02-07,204,6,34.0,204
2020-02-10,149,6,24.83,149
2020-02-11,1,1,1.0,1
2020-02-12,115,1,115.0,115
2020-02-13,60,1,60.0,60
2020-02-14,170,3,56.67,170
2020-02-17,50,1,50.0,50
2020-02-18,5606,8,700.75,5606
2020-02-19,695,13,53.46,695
2020-02-20,488,9,54.22,488
2020-02-24,6,3,2.0,6
2020-02-25,651,3,217.0,651
2020-02-26,1,1,1.0,1
2020-02-28,541,5,108.2,541
2020-03-02,13,4,3.25,13
2020-03-03,50,3,16.67,50
2020-03-04,460,4,115.0,460
2020-03-05,5,5,1.0,5
2020-03-06,132,3,44.0,132
2020-03-11,5,1,5.0,5
2020-03-12,100,1,100.0,100
2020-03-13,16,3,5.33,16
2020-03-16,233,3,77.67,233
2020-03-17,4,2,2.0,4
2020-03-18,1,1,1.0,1
2020-03-19,2,1,2.0,2
2020-03-20,1,1,1.0,1
2020-03-26,35,1,35.0,35
2020-03-30,59,1,59.0,59
2020-03-31,77,4,19.25,77
2020-04-01,59,2,29.5,59
2020-04-07,4,2,2.0,4
2020-04-08,199,4,49.75,199
2020-04-15,501,3,167.0,501
2020-04-16,4,1,4.0,4
2020-04-17,89,3,29.67,89
2020-04-20,52,2,26.0,52
2020-04-22,297,4,74.25,297
2020-04-24,84,2,42.0,84
2020-04-27,615,10,61.5,615
2020-04-28,1,1,1.0,1
2020-04-29,2,2,1.0,2
2020-04-30,522,7,74.57,522
2020-05-04,771,10,77.1,771
2020-05-05,1626,16,101.62,1626
2020-05-06,1320,16,82.5,1320
2020-05-07,414,10,41.4,414
2020-05-08,302,9,33.56,302
2020-05-11,230,3,76.67,230
2020-05-12,2159,14,154.21,2159
2020-05-13,6086,20,304.3,6086
2020-05-14,1861,11,169.18,1861
2020-05-15,126,7,18.0,126
2020-05-18,3379,18,187.72,3379
2020-05-19,3391,7,484.43,3391
2020-05-20,12,2,6.0,12
2020-05-21,341,4,85.25,341
2020-05-22,230,5,46.0,230
2020-05-26,550,7,78.57,550
2020-05-27,3109,12,259.08,3109
2020-05-29,10,1,10.0,10
2020-06-01,4,3,1.33,4
2020-06-02,157,6,26.17,157
2020-06-03,274,5,54.8,274
2020-06-04,20,2,10.0,20
2020-06-05,3540,10,354.0,3540
2020-06-08,7781,18,432.28,7781
2020-06-09,740,13,56.92,740
2020-06-10,962,8,120.25,962
2020-06-11,62,3,20.67,62
2020-06-15,451,6,75.17,451
2020-06-16,1100,3,366.67,1100
2020-06-17,162,5,32.4,162
2020-06-18,170,10,17.0,170
2020-06-19,323,4,80.75,323
2020-06-22,665,7,95.0,665
2020-06-23,713,9,79.22,713
2020-06-24,968,7,138.29,968
2020-06-25,1205,20,60.25,1205
2020-06-26,915,18,50.83,915
2020-06-29,750,10,75.0,750
2020-06-30,724,7,103.43,724
2020-07-01,3562,34,104.76,3562
2020-07-02,2317,30,77.23,2317
2020-07-03,1779,11,161.73,1779
2020-07-06,3046,20,152.3,3046
2020-07-07,435,11,39.55,435
2020-07-08,1,1,1.0,1
2020-07-09,500,3,166.67,500
2020-07-13,207,4,51.75,207
2020-07-14,210,7,30.0,210
2020-07-15,102,4,25.5,102
2020-07-16,1401,9,155.67,1401
2020-07-17,308,5,61.6,308
2020-07-20,420,3,140.0,420
2020-07-21,801,13,61.62,801
2020-07-22,184,9,20.44,184
2020-07-23,770,14,55.0,770
2020-07-24,652,5,130.4,652
2020-07-27,70,1,70.0,70
2020-07-28,203,3,67.67,203
2020-07-29,20,3,6.67,20
2020-07-30,100,3,33.33,100
2020-07-31,16,2,8.0,16
2020-08-03,42,6,7.0,42
2020-08-04,3,1,3.0,3
2020-08-05,448,10,44.8,448
2020-08-06,10,1,10.0,10
2020-08-07,900,12,75.0,900
2020-08-10,100,1,100.0,100
2020-08-11,494,5,98.8,494
2020-08-12,1275,9,141.67,1275
2020-08-13,1172,14,83.71,1172
2020-08-14,1899,16,118.69,1899
2020-08-17,230,6,38.33,230
2020-08-18,2050,19,107.89,2050
2020-08-19,2168,43,50.42,2168
2020-08-20,1595,20,79.75,1595
2020-08-21,1260,22,57.27,1260
2020-08-24,1850,22,84.09,1850
2020-08-25,1475,12,122.92,1475
2020-08-26,867,14,61.93,867
2020-08-27,2072,21,98.67,2072
2020-08-28,1104,7,157.71,1104
2020-08-31,105,2,52.5,105
2020-09-01,259,7,37.0,259
2020-09-02,30,2,15.0,30
2020-09-03,1103,9,122.56,1103
2020-09-04,67,3,22.33,67
2020-09-07,65,2,32.5,65
2020-09-10,200,1,200.0,200
2020-09-11,254,2,127.0,254
2020-09-14,284,3,94.67,284
2020-09-15,144,2,72.0,144
2020-09-16,950,9,105.56,950
2020-09-18,1600,6,266.67,1600
2020-09-21,5,1,5.0,5
2020-09-23,112,3,37.33,112
2020-09-24,304,2,152.0,304
2020-09-25,643,4,160.75,643
2020-09-29,409,6,68.17,409
2020-09-30,75,1,75.0,75
2020-10-01,23,2,11.5,23
2020-10-05,279,2,139.5,279
2020-10-06,1062,8,132.75,1062
2020-10-07,978,6,163.0,978
2020-10-08,3110,16,194.38,3110
2020-10-09,633,7,90.43,633
2020-10-12,2363,21,112.52,2363
2020-10-13,627,5,125.4,627
2020-10-14,6,2,3.0,6
2020-10-15,831,7,118.71,831
2020-10-16,1156,17,68.0,1156
2020-10-19,823,17,48.41,823
2020-10-20,3396,26,130.62,3396
2020-10-21,1561,26,60.04,1561
2020-10-22,1030,9,114.44,1030
2020-10-23,95,1,95.0,95
2020-10-26,253,7,36.14,253
2020-10-27,26,2,13.0,26
2020-10-28,504,9,56.0,504
2020-10-29,67,8,8.38,67
2020-10-30,338,11,30.73,338
