Date,TTL_TRD_QNTY,NO_OF_TRADES,QTY_PER_TRADE,DELIV_QTY,DELIV_PER
2022-08-24,59339,5912,10.04,28217,
2022-08-25,22977,2873,8.0,12128,
2022-08-26,24183,3080,7.85,14404,
2022-08-29,42418,5984,7.09,22931,
2022-08-30,41103,6777,6.07,25626,
2022-09-01,29888,4833,6.18,11178,
2022-09-02,36111,6850,5.27,16689,
2022-09-05,42206,5290,7.98,21570,
2022-09-06,37218,5011,7.43,20518,
2022-09-07,31523,4352,7.24,16294,
2022-09-08,23527,3752,6.27,12924,
2022-09-09,30979,4876,6.35,14961,
2022-09-12,25000,2205,11.34,16766,
2022-09-13,12961,1661,7.8,7998,
2022-09-14,36660,6569,5.58,17233,
2022-09-15,25192,5274,4.78,8726,
2022-09-16,26306,5627,4.67,10211,
2022-09-19,50581,9156,5.52,9562,
2022-09-20,64072,7446,8.6,19696,
2022-09-21,45027,7968,5.65,11761,
2022-09-22,41480,5023,8.26,8322,
2022-09-23,28708,4677,6.14,10409,
2022-09-26,61860,8827,7.01,21213,
2022-09-27,75234,8263,9.1,19499,
2022-09-28,105210,9882,10.65,27743,
2022-09-29,39692,5522,7.19,14192,
2022-09-30,60450,6219,9.72,23840,
2022-10-03,63031,6852,9.2,17902,
2022-10-04,246942,21485,11.49,33609,
2022-10-06,121314,12368,9.81,23208,
2022-10-07,74440,6699,11.11,9461,
2022-10-10,51904,5557,9.34,9024,
2022-10-11,83785,8933,9.38,22546,
2022-10-12,140382,14198,9.89,43569,
2022-10-13,74546,9816,7.59,11357,
2022-10-14,47337,7810,6.06,13110,
2022-10-17,14549,3176,4.58,4920,
2022-10-18,14599,3790,3.85,4789,
2022-10-19,16970,2641,6.43,7824,
2022-10-20,19570,3531,5.54,8651,
2022-10-21,13748,2015,6.82,6756,
2022-10-24,5740,693,8.28,4267,
2022-10-25,6255,1578,3.96,3210,
2022-10-27,16029,2642,6.07,8198,
2022-10-28,11651,1346,8.66,6406,
2022-10-31,184824,15731,11.75,62457,
2022-11-01,119966,11895,10.09,28205,
