Date,TTL_TRD_QNTY,NO_OF_TRADES,QTY_PER_TRADE,DELIV_QTY,DELIV_PER
2022-10-20,21724391,115479,188.12,5677205,
2022-10-21,7416091,51809,143.14,1745025,
2022-10-24,857745,8499,100.92,326487,
2022-10-25,1660101,14247,116.52,557633,
2022-10-27,1499134,11825,126.78,359395,
2022-10-28,936811,10389,90.17,415646,
2022-10-31,939613,10183,92.27,360262,
2022-11-01,933552,9491,98.36,382427,
2022-11-02,5847078,38502,151.86,1018815,
2022-11-03,1564464,14558,107.46,513514,
2022-11-04,1294522,13008,99.52,419383,
2022-11-07,968438,10093,95.95,378630,
2022-11-09,705716,6975,101.18,210468,
2022-11-10,741788,7918,93.68,255723,
2022-11-11,433299,7084,61.17,201092,
2022-11-14,555316,5650,98.29,218899,
2022-11-15,555316,5650,98.29,218899,
2022-11-16,270224,4396,61.47,113147,
2022-11-17,289445,4384,66.02,121970,
2022-11-18,364356,5891,61.85,144735,
2022-11-21,174553,2659,65.65,90127,
2022-11-22,210395,3720,56.56,119701,
2022-11-23,244025,3524,69.25,95215,
2022-11-24,245708,3833,64.1,104717,
2022-11-25,252162,4644,54.3,118764,
2022-11-28,459858,8419,54.62,240666,
2022-11-29,177681,3839,46.28,94698,
2022-11-30,304530,4940,61.65,145404,
2022-12-01,151802,2971,51.09,82139,
2022-12-02,170237,2593,65.65,105668,
2022-12-05,1368713,12356,110.77,490976,
2022-12-06,3100450,28036,110.59,1254517,
2022-12-07,2731893,24475,111.62,814943,
2022-12-08,1682479,12734,132.12,331871,
2022-12-09,4790469,33780,141.81,1173815,
2022-12-12,6729272,50489,133.28,1420917,
2022-12-13,1780820,16332,109.04,527628,
2022-12-14,1303817,13518,96.45,369398,
2022-12-15,1672172,13788,121.28,397324,
2022-12-16,893336,9390,95.14,213161,
2022-12-19,872715,13142,66.41,290480,
2022-12-20,741786,7969,93.08,246832,
2022-12-21,1096266,10053,109.05,492043,
2022-12-22,1008614,10158,99.29,317316,
2022-12-23,941112,12803,73.51,330265,
2022-12-26,706577,6597,107.11,221363,
2022-12-27,418368,4285,97.64,178730,
2022-12-28,392249,4248,92.34,117254,
2022-12-29,343469,5099,67.36,141905,
2022-12-30,318629,4426,71.99,185043,
2023-01-02,2770811,22295,124.28,623331,
2023-01-03,2497693,17623,141.73,1100108,
2023-01-04,1551230,14593,106.3,615851,
2023-01-05,914665,7351,124.43,424821,
2023-01-06,786279,7515,104.63,404756,
2023-01-09,569205,5562,102.34,310305,
2023-01-10,4378212,34265,127.78,1606816,
2023-01-11,1975207,14949,132.13,472379,
2023-01-12,2506753,18071,138.72,898019,
2023-01-13,4204699,25837,162.74,1000202,
2023-01-16,5752240,33824,170.06,1463205,
2023-01-17,6432746,29764,216.13,1785154,
2023-01-18,3524812,17327,203.43,909689,
2023-01-19,3054831,15394,198.44,558736,
2023-01-20,2173438,11210,193.88,488613,
2023-01-23,1976004,12908,153.08,516753,
2023-01-24,2959137,13295,222.58,643199,
2023-01-25,2688711,14029,191.65,669681,
2023-01-27,2529788,13301,190.2,416586,
2023-01-30,3222984,14889,216.47,549995,
2023-01-31,4021939,17059,235.77,614266,
2023-02-01,2519977,12468,202.12,600439,
2023-02-02,1308178,6251,209.27,265614,
2023-02-03,4974245,24177,205.74,800094,
2023-02-06,3602629,13734,262.31,680351,
2023-02-07,4502819,17715,254.18,908997,
2023-02-08,4250440,12851,330.75,780752,
2023-02-09,1511060,12768,118.35,713641,
2023-02-10,1814756,14199,127.81,604155,
2023-02-13,2873627,13547,212.12,1014624,
2023-02-14,720079,7944,90.64,282658,
2023-02-15,662230,5658,117.04,281652,
2023-02-16,1282734,9717,132.01,412097,
2023-02-17,2556196,16311,156.72,945698,
2023-02-20,735171,4511,162.97,276478,
2023-02-21,407274,3367,120.96,158124,
2023-02-22,466727,3310,141.01,177503,
2023-02-23,297849,2177,136.82,142836,
2023-02-24,264697,2232,118.59,101364,
2023-02-27,285321,2833,100.71,138792,
2023-02-28,675676,5059,133.56,142907,
2023-03-01,3803865,18496,205.66,896026,
2023-03-02,2562848,14268,179.62,712938,
2023-03-03,637622,4979,128.06,201178,
2023-03-06,551853,3428,160.98,169723,
2023-03-08,1596176,9410,169.63,304617,
2023-03-09,623770,4668,133.63,273473,
2023-03-10,661082,4570,144.66,211915,
2023-03-13,481325,3562,135.13,258054,
2023-03-14,1599531,12227,130.82,313072,
2023-03-15,1913775,13633,140.38,664963,
2023-03-16,1452482,16786,86.53,377385,
2023-03-17,1301623,7215,180.41,296201,
2023-03-20,902639,6824,132.27,338455,
2023-03-21,450206,4260,105.68,210586,
2023-03-22,447923,3641,123.02,188145,
2023-03-23,275556,2549,108.1,71343,
2023-03-24,377127,3226,116.9,167273,
2023-03-27,559623,5918,94.56,195292,
2023-03-28,1107914,8154,135.87,317641,
2023-03-29,2669436,16155,165.24,679013,
2023-03-31,379803,3352,113.31,215739,
2023-04-03,1176298,8049,146.14,413058,
2023-04-05,768392,5259,146.11,381126,
2023-04-06,946668,7061,134.07,332518,
2023-04-10,637131,3502,181.93,253333,
2023-04-11,441047,4074,108.26,129450,
2023-04-12,329077,2910,113.08,142678,
2023-04-13,378177,4217,89.68,212679,
2023-04-17,847809,8046,105.37,224895
2023-04-18,256540,2994,85.68,105934
2023-04-19,260093,1935,134.41,179600
2023-04-20,470834,7611,61.86,165333
2023-04-21,385465,3110,123.94,148374
2023-04-24,259105,3573,72.52,112985
2023-04-25,429841,4073,105.53,185387
2023-04-26,198066,2092,94.68,87484
2023-04-27,468754,4350,107.76,116324
2023-04-28,197384,2130,92.67,89608
2023-05-02,187951,1868,100.62,85972
2023-05-03,132180,1300,101.68,77145
2023-05-04,258347,1817,142.18,126971
2023-05-05,102786,1171,87.78,43733
2023-05-08,184771,1919,96.29,101136
2023-05-09,2721842,10247,265.62,1455368
2023-05-10,930843,5208,178.73,360852
2023-05-11,589609,4453,132.41,341970
2023-05-12,856606,5351,160.08,388874
2023-05-15,341057,2555,133.49,226070
2023-05-16,234163,3090,75.78,132725
2023-05-17,263653,3878,67.99,142888
2023-05-18,344094,2579,133.42,223085
2023-05-19,1878266,7521,249.74,1418525
2023-05-22,323996,2520,128.57,177979
