Date,TTL_TRD_QNTY,NO_OF_TRADES,QTY_PER_TRADE,DELIV_QTY
2019-09-30,209160,8420,24.84,73216
2019-10-01,315280,11230,28.07,50032
2019-10-03,197165,8380,23.53,125097
2019-10-04,71798,3160,22.72,15190
2019-10-07,94125,3982,23.64,28580
2019-10-09,71400,2855,25.01,16508
2019-10-10,99980,4805,20.81,31451
2019-10-11,209027,8782,23.8,82899
2019-10-14,730125,25431,28.71,396836
2019-10-15,976474,30346,32.18,305894
2019-10-16,2925349,56116,52.13,846567
2019-10-17,4208364,74809,56.25,508452
2019-10-18,3567640,69300,51.48,446262
2019-10-22,1334890,32659,40.87,227022
2019-10-23,744215,26811,27.76,112994
2019-10-24,479984,15907,30.17,78365
2019-10-25,8492557,162167,52.37,1099968
2019-10-29,1542728,35680,43.24,212848
2019-10-30,592956,16665,35.58,96903
2019-10-31,1380354,31463,43.87,306323
2019-11-01,733015,19243,38.09,115282
2019-11-04,1521261,37131,40.97,211875
2019-11-05,1182553,27860,42.45,135989
2019-11-06,681301,18513,36.8,88474
2019-11-07,1506455,29354,51.32,453241
2019-11-08,636469,20676,30.78,125264
2019-11-11,274411,7870,34.87,69187
2019-11-13,314817,14047,22.41,78236
2019-11-14,257586,9092,28.33,78600
2019-11-15,209665,7528,27.85,52610
2019-11-18,188139,8835,21.29,62142
2019-11-19,2001482,42598,46.99,201817
2019-11-20,739279,20457,36.14,112600
2019-11-21,346638,10564,32.81,87579
2019-11-22,307527,8530,36.05,47334
2019-11-25,248618,10649,23.35,92933
2019-11-26,310437,12773,24.3,103467
2019-11-27,276889,14730,18.8,133750
2019-11-28,744315,28456,26.16,250997
2019-11-29,697826,24404,28.59,258206
2019-12-02,460020,14439,31.86,156824
2019-12-03,448129,14116,31.75,149802
2019-12-04,302733,9897,30.59,107761
2019-12-05,202488,7134,28.38,80332
2019-12-06,491917,19956,24.65,201358
2019-12-09,1283892,29966,42.84,402475
2019-12-10,1031915,26631,38.75,247874
2019-12-11,1839436,52717,34.89,272435
2019-12-12,826387,25427,32.5,168746
2019-12-13,767980,17708,43.37,176075
2019-12-16,1088246,24471,44.47,170021
2019-12-17,661332,13795,47.94,220547
2019-12-18,411157,12140,33.87,121702
2019-12-19,486873,9419,51.69,150063
2019-12-20,567829,13026,43.59,116622
2019-12-23,313146,9012,34.75,80247
2019-12-24,167558,4259,39.34,47163
2019-12-26,213744,4474,47.77,51399
2019-12-27,317712,6341,50.1,79984
2019-12-30,195151,6860,28.45,85740
2019-12-31,938269,18626,50.37,186004
2020-01-01,420916,10560,39.86,143376
2020-01-02,4971019,78724,63.14,549193
2020-01-03,1462390,27965,52.29,167726
2020-01-06,1043221,20715,50.36,202809
2020-01-07,1166842,23391,49.88,140300
2020-01-08,695758,13069,53.24,100456
2020-01-09,595405,12981,45.87,143623
2020-01-10,1498580,28197,53.15,247170
2020-01-13,464732,10714,43.38,92112
2020-01-14,549606,10937,50.25,253133
2020-01-15,957987,20409,46.94,247621
2020-01-16,1847916,38948,47.45,341978
2020-01-17,1037496,21823,47.54,210674
2020-01-20,562254,15165,37.08,123433
2020-01-21,2155343,42661,50.52,340385
2020-01-22,1648241,33753,48.83,262052
2020-01-23,1637843,33830,48.41,380363
2020-01-24,4900018,86569,56.6,1148696
2020-01-27,2280535,89456,25.49,732365
2020-01-28,1542041,34571,44.61,304103
2020-01-29,1135218,23415,48.48,206015
2020-01-30,830158,22474,36.94,242796
2020-01-31,715716,20899,34.25,230846
2020-02-03,857016,21333,40.17,265718
2020-02-04,599730,17008,35.26,168404
2020-02-05,904657,21410,42.25,198217
2020-02-06,2741710,48142,56.95,542752
2020-02-07,580387,13248,43.81,122944
2020-02-10,404172,10163,39.77,126896
2020-02-11,557580,16492,33.81,151804
2020-02-12,744300,17773,41.88,155125
2020-02-13,419775,12435,33.76,152924
2020-02-14,397819,17756,22.4,133035
2020-02-17,400513,14361,27.89,121983
2020-02-18,313456,6861,45.69,77554
2020-02-19,258446,6124,42.2,58676
2020-02-20,666202,16035,41.55,125301
2020-02-24,312415,7277,42.93,90196
2020-02-25,513333,11135,46.1,168055
2020-02-26,673776,16010,42.08,160037
2020-02-27,305162,8954,34.08,85800
2020-02-28,576203,15579,36.99,218224
2020-03-02,576859,15621,36.93,215409
2020-03-03,682325,15499,44.02,169200
2020-03-04,553530,12365,44.77,113936
2020-03-05,437381,10073,43.42,116013
2020-03-06,632081,17529,36.06,182326
2020-03-09,938407,26506,35.4,363352
2020-03-11,823767,20697,39.8,243193
2020-03-12,813838,15830,51.41,256825
2020-03-13,655434,15839,41.38,204539
2020-03-16,635333,17866,35.56,175550
2020-03-17,569033,17324,32.85,184495
2020-03-18,508613,15573,32.66,186544
2020-03-19,589259,13908,42.37,229206
2020-03-20,733299,16924,43.33,298091
2020-03-23,157408,2699,58.32,120255
2020-03-24,511422,8939,57.21,309195
2020-03-25,441467,8454,52.22,201186
2020-03-26,305526,3908,78.18,201142
2020-03-27,488937,10262,47.65,316523
2020-03-30,314926,7439,42.33,153259
2020-03-31,288554,9196,31.38,172420
2020-04-01,334481,5842,57.25,192991
2020-04-03,348266,10035,34.71,213988
2020-04-07,781318,16276,48.0,442842
2020-04-08,704199,15182,46.38,396210
2020-04-09,1081383,22117,48.89,536531
2020-04-15,949782,13651,69.58,618742
2020-04-16,1191777,17063,69.85,643483
2020-04-17,948631,7241,131.01,420097
2020-04-20,606084,2091,289.85,387389
2020-04-21,1920565,15120,127.02,1211665
2020-04-22,1259942,13616,92.53,515839
2020-04-23,664670,11640,57.1,282487
2020-04-24,375989,6710,56.03,233511
2020-04-27,245756,4698,52.31,112866
2020-04-28,560025,7500,74.67,200558
2020-04-29,1229580,11693,105.16,803326
2020-04-30,703295,13890,50.63,436716
2020-05-04,955814,4067,235.02,880380
2020-05-05,464954,9530,48.79,269210
2020-05-06,1076789,8303,129.69,767078
2020-05-07,682245,5966,114.36,407903
2020-05-08,372138,6830,54.49,216653
2020-05-11,256946,4107,62.56,127176
2020-05-12,1024454,4915,208.43,846991
2020-05-13,533669,6965,76.62,262053
2020-05-14,352169,5425,64.92,196309
