Date,TTL_TRD_QNTY,NO_OF_TRADES,QTY_PER_TRADE,DELIV_QTY
2019-09-30,28175,212,132.9,20161
2019-10-01,5830,38,153.42,5336
2019-10-03,8204,38,215.89,6850
2019-10-04,4270,30,142.33,3804
2019-10-07,4451,46,96.76,3039
2019-10-09,7619,47,162.11,5182
2019-10-10,1453,22,66.05,1409
2019-10-11,5314,46,115.52,4625
2019-10-14,5146,37,139.08,3654
2019-10-15,11446,60,190.77,10214
2019-10-16,3442,72,47.81,2934
2019-10-17,6517,44,148.11,4083
2019-10-18,11981,88,136.15,8134
2019-10-22,10365,94,110.27,5837
2019-10-23,4048,88,46.0,3454
2019-10-24,5857,33,177.48,5757
2019-10-25,16795,77,218.12,8466
2019-10-29,6066,89,68.16,4475
2019-10-30,20324,73,278.41,14450
2019-10-31,5975,43,138.95,5518
2019-11-01,34435,82,419.94,27337
2019-11-04,14168,76,186.42,13218
2019-11-05,7695,47,163.72,6254
2019-11-06,17264,100,172.64,13351
2019-11-07,18231,107,170.38,15859
2019-11-08,5687,59,96.39,3992
2019-11-11,14756,58,254.41,11316
2019-11-13,8774,55,159.53,8154
2019-11-14,6817,89,76.6,5279
2019-11-15,5957,50,119.14,5593
2019-11-18,17354,79,219.67,16246
2019-11-19,13163,157,83.84,7667
2019-11-20,5753,50,115.06,3758
2019-11-21,7437,40,185.92,6650
2019-11-22,11990,95,126.21,10750
2019-11-25,9062,67,135.25,6297
2019-11-26,22250,72,309.03,19282
2019-11-27,1922,23,83.57,1614
2019-11-28,4673,34,137.44,4336
2019-11-29,1396,21,66.48,1167
2019-12-02,5661,58,97.6,4592
2019-12-03,1880,45,41.78,1655
2019-12-04,4704,55,85.53,3370
2019-12-05,3584,29,123.59,2374
2019-12-06,8722,72,121.14,6769
2019-12-09,14693,106,138.61,10064
2019-12-10,2861,66,43.35,2504
2019-12-11,1494,52,28.73,973
2019-12-12,6917,47,147.17,5917
2019-12-13,20795,100,207.95,12830
2019-12-16,6736,61,110.43,3250
2019-12-17,25497,803,31.75,17817
2019-12-18,4512,55,82.04,3396
2019-12-19,6704,44,152.36,5632
2019-12-20,7783,74,105.18,6342
2019-12-23,228186,596,382.86,99563
2019-12-24,1071369,2574,416.23,375298
2019-12-26,184037,652,282.27,105066
2019-12-27,65723,265,248.01,48656
2019-12-30,57819,221,261.62,51727
2019-12-31,42208,161,262.16,33852
2020-01-01,67255,193,348.47,49744
2020-01-02,19105,92,207.66,19105
2020-01-03,15875,64,248.05,15875
2020-01-06,28410,84,338.21,28410
2020-01-07,8999,40,224.98,8999
2020-01-08,17188,52,330.54,17188
2020-01-09,25474,64,398.03,25474
2020-01-10,18331,57,321.6,18331
