Date,TTL_TRD_QNTY,NO_OF_TRADES,QTY_PER_TRADE,DELIV_QTY,DELIV_PER
2022-08-04,7775,138,56.34,3658,
2022-08-05,2717,103,26.38,1675,
2022-08-10,11980,59,203.05,6808,
2022-08-11,1331,27,49.3,1060,
2022-08-12,5489,61,89.98,5417,
2022-08-16,934,20,46.7,579,
2022-08-17,764,27,28.3,393,
2022-08-18,11043,105,105.17,6069,
2022-08-19,1378,25,55.12,1247,
2022-08-22,918,63,14.57,875,
2022-08-23,1286,33,38.97,1063,
2022-08-24,5167,44,117.43,3149,
2022-08-25,3633,45,80.73,3435,
2022-08-26,1608,14,114.86,1601,
2022-08-29,701,13,53.92,554,
2022-08-30,274,22,12.45,125,
2022-09-01,1929,41,47.05,692,
2022-09-02,794,60,13.23,519,
2022-09-05,2677,35,76.49,1526,
2022-09-06,1184,45,26.31,1115,
2022-09-07,25,9,2.78,15,
2022-09-08,2378,29,82.0,2288,
2022-09-09,4431,51,86.88,3258,
2022-09-12,3237,14,231.21,3164,
2022-09-13,693,12,57.75,691,
2022-09-14,9477,284,33.37,7866,
2022-09-15,1400,40,35.0,1133,
2022-09-16,786,27,29.11,690,
2022-09-19,568,20,28.4,562,
2022-09-20,3320,52,63.85,2070,
2022-09-21,553,50,11.06,536,
2022-09-22,1100,50,22.0,1010,
2022-09-23,1412,33,42.79,1198,
2022-09-26,587,28,20.96,378,
2022-09-27,422,41,10.29,394,
2022-09-28,879,48,18.31,725,
2022-09-29,2422,27,89.7,2015,
2022-09-30,38,8,4.75,33,
2022-10-03,411,37,11.11,370,
2022-10-04,445,24,18.54,438,
2022-10-06,2847,90,31.63,1588,
2022-10-07,40,17,2.35,30,
2022-10-10,4492,113,39.75,1930,
2022-10-11,564,46,12.26,380,
2022-10-12,1840,28,65.71,1218,
2022-10-13,526,16,32.88,218,
2022-10-14,368,8,46.0,361,
2022-10-17,128,13,9.85,102,
2022-10-18,28,11,2.55,21,
2022-10-19,1957,9,217.44,1806,
2022-10-20,18337,193,95.01,7898,
2022-10-21,120,9,13.33,83,
2022-10-24,211,30,7.03,106,
2022-10-25,4565,142,32.15,4015,
2022-10-27,518,49,10.57,359,
2022-10-28,23,5,4.6,21,
2022-10-31,1170,30,39.0,560,
2022-11-01,6533,83,78.71,6494,
2022-11-02,3312,39,84.92,3295,
2022-11-03,409,44,9.3,280,
2022-11-04,62,18,3.44,39,
2022-11-07,525,6,87.5,522,
2022-11-09,541,23,23.52,311,
2022-11-10,350,22,15.91,151,
2022-11-11,2549,26,98.04,2530,
2022-11-14,2470,28,88.21,2032,
2022-11-15,2470,28,88.21,2032,
2022-11-16,606,43,14.09,533,
2022-11-17,168,17,9.88,111,
2022-11-18,5050,46,109.78,2905,
2022-11-21,929,37,25.11,774,
2022-11-22,515,19,27.11,431,
2022-11-23,2200,18,122.22,2168,
2022-11-24,238,15,15.87,120,
2022-11-25,533,41,13.0,203,
2022-11-28,1183,34,34.79,1129,
2022-11-29,907,58,15.64,567,
2022-11-30,740,26,28.46,712,
2022-12-01,2499,58,43.09,1368,
2022-12-02,3383,44,76.89,2092,
2022-12-05,550,31,17.74,440,
2022-12-06,168,11,15.27,128,
2022-12-07,148,16,9.25,145,
2022-12-08,1390,107,12.99,1365,
2022-12-09,504,31,16.26,426,
2022-12-12,83,30,2.77,63,
2022-12-13,233,37,6.3,102,
2022-12-14,2781,63,44.14,1747,
2022-12-15,168,32,5.25,149,
2022-12-16,1930,94,20.53,513,
2022-12-19,3238,48,67.46,1894,
2022-12-20,5034,32,157.31,2271,
2022-12-21,4139,54,76.65,3023,
2022-12-22,4239,53,79.98,3247,
2022-12-23,2729,22,124.05,1554,
2022-12-26,7569,30,252.3,5342,
2022-12-27,1661,20,83.05,1490,
2022-12-28,419,27,15.52,334,
2022-12-29,89,16,5.56,85,
2022-12-30,561,30,18.7,347,
2023-01-02,19240,210,91.62,16569,
2023-01-03,975,32,30.47,514,
2023-01-04,208,27,7.7,117,
2023-01-05,222,56,3.96,139,
2023-01-06,1258,37,34.0,887,
2023-01-09,128,9,14.22,116,
2023-01-10,501,4,125.25,500,
2023-01-11,224,24,9.33,203,
2023-01-12,442,6,73.67,415,
2023-01-13,4526,13,348.15,4522,
2023-01-16,280,24,11.67,271,
2023-01-17,1135,38,29.87,1031,
2023-01-18,23,3,7.67,22,
2023-01-19,29,5,5.8,27,
2023-01-20,166,14,11.86,163,
2023-01-23,872,57,15.3,639,
2023-01-24,4376,37,118.27,2187,
2023-01-25,275,44,6.25,189,
2023-01-27,722,53,13.62,687,
2023-01-30,2770,93,29.78,1918,
2023-01-31,810,13,62.31,806,
2023-02-01,772,41,18.83,402,
2023-02-02,187,28,6.68,183,
2023-02-03,1575,34,46.32,1555,
2023-02-06,962,16,60.12,617,
2023-02-07,1699,43,39.51,1690,
2023-02-08,59,12,4.92,38,
2023-02-09,953,22,43.32,796,
2023-02-10,1330,56,23.75,1313,
2023-02-13,52,25,2.08,38,
2023-02-14,4273,29,147.34,2186,
2023-02-15,1133,11,103.0,227,
2023-02-16,15,11,1.36,9,
2023-02-17,248,64,3.88,191,
2023-02-20,102,3,34.0,102,
2023-02-21,111,11,10.09,109,
2023-02-22,5400,204,26.47,5290,
2023-02-23,1974,28,70.5,1938,
2023-02-24,2450,42,58.33,1212,
2023-02-27,284,24,11.83,194,
2023-02-28,140,17,8.24,136,
2023-03-01,333,8,41.62,333,
2023-03-02,195,35,5.57,179,
2023-03-03,219,58,3.78,84,
2023-03-06,8595,178,48.29,4403,
2023-03-08,965,32,30.16,590,
2023-03-09,127,8,15.88,63,
2023-03-10,3485,20,174.25,2255,
2023-03-13,82,14,5.86,54,
2023-03-14,1095,46,23.8,996,
2023-03-15,502,38,13.21,404,
2023-03-16,229,20,11.45,209,
2023-03-17,328,34,9.65,281,
2023-03-20,27,18,1.5,20,
2023-03-21,238,69,3.45,142,
2023-03-22,61,8,7.62,59,
2023-03-23,1069,40,26.73,524,
2023-03-24,296,38,7.79,54,
2023-03-27,104,24,4.33,72,
2023-03-28,106,12,8.83,68,
2023-03-29,259,28,9.25,179,
2023-03-31,5683,24,236.79,4632,
2023-04-03,670,17,39.41,489,
2023-04-05,539,39,13.82,288,
2023-04-06,3561,11,323.73,3542,
2023-04-10,115,47,2.45,53,
2023-04-11,369,21,17.57,358,
2023-04-12,530,55,9.64,205,
2023-04-13,62,15,4.13,58,
2023-04-17,542,44,12.32,354
2023-04-18,3815,42,90.83,1590
2023-04-19,5738,60,95.63,4219
2023-04-20,282,32,8.81,193
2023-04-21,2233,60,37.22,721
2023-04-24,1743,24,72.62,1478
2023-04-25,655,37,17.7,491
2023-04-26,1044,37,28.22,636
2023-04-27,235,13,18.08,230
2023-04-28,479,39,12.28,430
2023-05-02,17439,55,317.07,15840
2023-05-03,14125,71,198.94,5409
2023-05-04,3275,35,93.57,1004
2023-05-05,6473,87,74.4,5232
2023-05-08,392,23,17.04,351
2023-05-09,603,41,14.71,356
2023-05-10,326,27,12.07,245
2023-05-11,419,33,12.7,354
2023-05-12,86,15,5.73,68
2023-05-15,139,23,6.04,74
2023-05-16,405,18,22.5,291
2023-05-17,1363,15,90.87,1360
2023-05-18,1034,15,68.93,510
2023-05-19,59,17,3.47,44
2023-05-22,242,23,10.52,112
