Date,TTL_TRD_QNTY,NO_OF_TRADES,QTY_PER_TRADE,DELIV_QTY,DELIV_PER
2022-11-07,6971,80,87.14,6250,
2022-11-09,20161,141,142.99,20031,
2022-11-10,7449,235,31.7,5274,
2022-11-11,4270,98,43.57,2753,
2022-11-14,3361,87,38.63,1990,
2022-11-15,3361,87,38.63,1990,
2022-11-16,1806,62,29.13,1303,
2022-11-17,3265,163,20.03,1960,
2022-11-18,2102,51,41.22,1510,
2022-11-21,18193,214,85.01,14731,
2022-11-22,5105,74,68.99,4205,
2022-11-23,6405,193,33.19,2382,
2022-11-24,4018,114,35.25,755,
2022-11-25,4674,78,59.92,2464,
2022-11-28,30641,459,66.76,28343,
2022-11-29,11322,84,134.79,8663,
2022-11-30,22068,176,125.39,20089,
2022-12-01,6436,202,31.86,4364,
2022-12-02,4776,163,29.3,2724,
2022-12-05,10991,133,82.64,3131,
2022-12-06,1706,106,16.09,736,
2022-12-07,2557,129,19.82,1703,
2022-12-08,3205,133,24.1,1455,
2022-12-09,7317,125,58.54,6410,
2022-12-12,2955,170,17.38,1098,
2022-12-13,7950,159,50.0,4233,
2022-12-14,932,62,15.03,96,
2022-12-15,637,32,19.91,155,
2022-12-16,3747,38,98.61,3225,
2022-12-19,767,25,30.68,281,
2022-12-20,670,20,33.5,312,
2022-12-21,13198,251,52.58,6785,
2022-12-22,1805,65,27.77,779,
2022-12-23,1072,43,24.93,644,
2022-12-26,930,56,16.61,448,
2022-12-27,785,65,12.08,240,
2022-12-28,882,95,9.28,301,
2022-12-29,7262,187,38.83,3640,
2022-12-30,2188,111,19.71,994,
2023-01-02,2250,60,37.5,1735,
2023-01-03,22548,917,24.59,6163,
2023-01-04,12202,604,20.2,5592,
2023-01-05,5975,353,16.93,2036,
2023-01-06,6402,459,13.95,3772,
2023-01-09,3760,237,15.86,2307,
2023-01-10,2960,205,14.44,1465,
2023-01-11,2140,154,13.9,303,
2023-01-12,1354,112,12.09,702,
2023-01-13,1207,116,10.41,449,
2023-01-16,1689,99,17.06,759,
2023-01-17,3704,124,29.87,633,
2023-01-18,6643,315,21.09,3407,
2023-01-19,3081,238,12.95,1443,
2023-01-20,4765,200,23.82,812,
2023-01-23,1768,113,15.65,859,
2023-01-24,2589,149,17.38,644,
2023-01-25,2963,166,17.85,696,
2023-01-27,2119,188,11.27,982,
2023-01-30,2555,119,21.47,1112,
2023-01-31,3963,242,16.38,2492,
2023-02-01,3757,185,20.31,2260,
2023-02-02,6761,285,23.72,4620,
2023-02-03,13676,325,42.08,6569,
2023-02-06,3964,175,22.65,1274,
2023-02-07,2326,204,11.4,958,
2023-02-08,2470,195,12.67,330,
2023-02-09,1527,161,9.48,757,
2023-02-10,371,59,6.29,182,
2023-02-13,1476,159,9.28,716,
2023-02-14,1464,79,18.53,773,
2023-02-15,11986,378,31.71,5318,
2023-02-16,1555,89,17.47,903,
2023-02-17,2704,125,21.63,1925,
2023-02-20,20530,277,74.12,9971,
2023-02-21,5118,253,20.23,821,
2023-02-22,3086,194,15.91,1541,
2023-02-23,1909,149,12.81,1269,
2023-02-24,1268,83,15.28,952,
2023-02-27,1760,325,5.42,436,
2023-03-01,91,18,5.06,91,
2023-03-02,227,16,14.19,227,
2023-03-03,306,34,9.0,306,
2023-03-06,1488,48,31.0,1488,
2023-03-08,334,28,11.93,334,
2023-03-09,1199,26,46.12,1199,
2023-03-10,460,21,21.9,460,
2023-03-13,2478,64,38.72,2478,
2023-03-14,425,24,17.71,425,
2023-03-15,267,16,16.69,267,
2023-03-16,1399,55,25.44,1399,
2023-03-17,2096,24,87.33,2096,
2023-03-20,1624,22,73.82,1624,
2023-03-21,3923,23,170.57,3923,
2023-03-22,1763,33,53.42,1763,
2023-03-23,134,17,7.88,134,
2023-03-24,2097,17,123.35,2097,
2023-03-27,240,15,16.0,240,
2023-03-28,2232,45,49.6,2232,
2023-03-29,388,19,20.42,388,
2023-03-31,294,12,24.5,294,
2023-04-03,458,18,25.44,458,
2023-04-05,322,26,12.38,322,
2023-04-06,977,26,37.58,977,
2023-04-10,1232,22,56.0,1232,
2023-04-11,2530,28,90.36,2530,
2023-04-12,3410,55,62.0,3410,
2023-04-13,1111,11,101.0,1111,
2023-04-17,5754,28,205.5,5754
2023-04-18,2503,18,139.06,2503
2023-04-19,3183,49,64.96,3183
2023-04-20,4781,57,83.88,4781
2023-04-21,2716,37,73.41,2716
2023-04-24,1705,34,50.15,1705
2023-04-25,976,15,65.07,976
2023-04-26,588,19,30.95,588
2023-04-27,268,13,20.62,268
2023-04-28,4109,32,128.41,4109
2023-05-02,3062,33,92.79,3062
2023-05-03,463,16,28.94,463
2023-05-04,3740,64,58.44,3740
2023-05-05,2894,32,90.44,2894
2023-05-08,4285,46,93.15,4285
2023-05-09,5494,16,343.38,5494
2023-05-10,196,9,21.78,196
2023-05-11,2443,21,116.33,2443
2023-05-12,489,13,37.62,489
2023-05-15,638,17,37.53,638
2023-05-16,1792,20,89.6,1792
2023-05-17,6112,20,305.6,6112
2023-05-18,9092,26,349.69,9092
2023-05-19,122,6,20.33,122
2023-05-22,5817,16,363.56,5817
