Date,TTL_TRD_QNTY,NO_OF_TRADES,QTY_PER_TRADE,DELIV_QTY
2022-01-06,133704,1452,92.08,80086
2022-01-07,322708,3594,89.79,138811
2022-01-10,237034,3036,78.07,143087
2022-01-11,59186,969,61.08,39459
2022-01-12,77984,765,101.94,61345
2022-01-13,21740,404,53.81,11509
2022-01-14,20816,349,59.64,10902
2022-01-17,12675,252,50.3,9040
2022-01-18,24131,345,69.94,18718
2022-01-19,53120,260,204.31,44418
2022-01-20,9320,135,69.04,6273
2022-01-21,7244,108,67.07,3804
2022-01-24,33819,247,136.92,29001
2022-01-25,10856,229,47.41,7821
2022-01-27,15465,379,40.8,8981
2022-01-28,26774,217,123.38,24469
2022-01-31,7486,236,31.72,4012
2022-02-01,5395,170,31.74,2695
2022-02-02,5638,231,24.41,3703
2022-02-03,11542,252,45.8,5367
2022-02-04,6972,231,30.18,4015
2022-02-07,7931,209,37.95,5807
2022-02-08,10149,402,25.25,5841
2022-02-09,25775,544,47.38,21013
2022-02-10,7626,194,39.31,4422
2022-02-11,4027,119,33.84,2617
2022-02-14,11867,241,49.24,8079
2022-02-15,110274,730,151.06,97485
2022-02-16,99937,472,211.73,91997
2022-02-17,117839,1280,92.06,60251
2022-02-18,383843,3615,106.18,138914
2022-02-21,70688,1499,47.16,37982
2022-02-22,78537,1353,58.05,41405
2022-02-23,48095,743,64.73,20085
2022-02-24,27077,495,54.7,20555
2022-02-25,128708,416,309.39,73659
2022-02-28,31011,611,50.75,13952
2022-03-02,14022,486,28.85,8390
2022-03-03,15733,229,68.7,10487
2022-03-04,20253,225,90.01,11494
2022-03-08,9889,197,50.2,7827
2022-03-09,93001,664,140.06,59144
2022-03-10,79546,342,232.59,71960
2022-03-11,152340,1292,117.91,105177
2022-03-14,257997,2647,97.47,196169
2022-03-15,278032,1192,233.25,243630
2022-03-16,40742,740,55.06,25487
2022-03-17,124475,2616,47.58,52557
2022-03-21,30396,893,34.04,20395
2022-03-22,19390,666,29.11,10476
2022-03-23,28713,748,38.39,15509
2022-03-24,11939,458,26.07,7777
2022-03-25,24086,341,70.63,17683
2022-03-28,22053,400,55.13,14727
2022-03-29,12884,392,32.87,8792
2022-03-30,38113,757,50.35,25218
2022-03-31,23007,449,51.24,18445
2022-04-01,303006,2528,119.86,249381
2022-04-04,246802,3331,74.09,150119
2022-04-05,68058,1461,46.58,48904
2022-04-06,363868,3460,105.16,201025
2022-04-07,315322,5250,60.06,214952
2022-04-08,144280,4205,34.31,77430
2022-04-11,612166,12648,48.4,323101
2022-04-12,364478,10848,33.6,141344
2022-04-13,303583,6295,48.23,153336
2022-04-18,275079,5739,47.93,131391
2022-04-19,120523,2740,43.99,78094
2022-04-20,90887,2704,33.61,43734
2022-04-21,100327,2588,38.77,40283
2022-04-22,62143,2452,25.34,38373
2022-04-25,42859,1581,27.11,21318
2022-04-26,473019,6766,69.91,182341
2022-04-27,230736,5592,41.26,123776
2022-04-28,61091,2001,30.53,33870
