Date,TTL_TRD_QNTY,NO_OF_TRADES,QTY_PER_TRADE,DELIV_QTY
2019-09-30,68,17,4.0,68
2019-10-01,15,9,1.67,15
2019-10-03,21,7,3.0,21
2019-10-04,5,2,2.5,5
2019-10-07,265,18,14.72,265
2019-10-10,1,1,1.0,1
2019-10-11,25,6,4.17,25
2019-10-14,151,12,12.58,151
2019-10-15,165,18,9.17,165
2019-10-16,55,10,5.5,55
2019-10-17,239,18,13.28,239
2019-10-18,51,10,5.1,51
2019-10-22,173,15,11.53,173
2019-10-23,290,33,8.79,290
2019-10-24,1005,33,30.45,1005
2019-10-25,83,16,5.19,83
2019-10-29,108,11,9.82,108
2019-10-30,165,10,16.5,165
2019-10-31,58,7,8.29,58
2019-11-01,75,10,7.5,75
2019-11-04,20341,31,656.16,20341
2019-11-05,80,7,11.43,80
2019-11-06,21762,24,906.75,21762
2019-11-07,220,15,14.67,220
2019-11-08,983,22,44.68,983
2019-11-11,93,9,10.33,93
2019-11-13,289,17,17.0,289
2019-11-14,34,8,4.25,34
2019-11-15,322,21,15.33,322
2019-11-18,373,17,21.94,373
2019-11-19,51,13,3.92,51
2019-11-20,239,15,15.93,239
2019-11-21,232,13,17.85,232
2019-11-22,121,12,10.08,121
2019-11-25,231,9,25.67,231
2019-11-26,106,15,7.07,106
2019-11-27,54,9,6.0,54
2019-11-28,75,13,5.77,75
2019-11-29,119,14,8.5,119
2019-12-02,12,3,4.0,12
2019-12-03,180,19,9.47,180
2019-12-04,31,3,10.33,31
2019-12-05,292,16,18.25,292
2019-12-06,18,10,1.8,18
2019-12-09,163,20,8.15,163
2019-12-10,505,45,11.22,505
2019-12-11,444,20,22.2,444
2019-12-12,203,11,18.45,203
2019-12-13,619,25,24.76,619
2019-12-16,160,15,10.67,160
2019-12-17,210,5,42.0,210
2019-12-18,76,10,7.6,76
2019-12-19,11,2,5.5,11
2019-12-20,321,17,18.88,321
2019-12-23,77,6,12.83,77
2019-12-24,30,4,7.5,30
2019-12-26,976,5,195.2,976
2019-12-27,115,9,12.78,115
2019-12-30,173,15,11.53,173
2019-12-31,22,9,2.44,22
2020-01-01,110,8,13.75,110
2020-01-02,131,22,5.95,131
2020-01-03,311,23,13.52,311
2020-01-06,249,24,10.38,249
2020-01-07,293,24,12.21,293
2020-01-08,211,29,7.28,211
2020-01-09,1052,56,18.79,1052
2020-01-10,1222,51,23.96,1222
2020-01-13,167,23,7.26,167
