Date,TTL_TRD_QNTY,NO_OF_TRADES,QTY_PER_TRADE,DELIV_QTY,DELIV_PER
2022-09-29,9215,71,129.79,7174,
2022-09-30,14976,104,144.0,12030,
2022-10-03,8134,82,99.2,4768,
2022-10-04,5140,55,93.45,3717,
2022-10-06,1710,39,43.85,706,
2022-10-07,1280,18,71.11,1195,
2022-10-10,18068,71,254.48,17082,
2022-10-11,3571,61,58.54,1394,
2022-10-12,3466,58,59.76,1469,
2022-10-13,2269,26,87.27,1726,
2022-10-14,5321,74,71.91,4973,
2022-10-17,13956,44,317.18,12643,
2022-10-18,18741,56,334.66,17742,
2022-10-19,25472,123,207.09,12043,
2022-10-20,1185,41,28.9,623,
2022-10-21,1825,45,40.56,1760,
2022-10-24,465,41,11.34,335,
2022-10-25,852,37,23.03,789,
2022-10-27,10265,42,244.4,10174,
2022-10-28,8116,44,184.45,7381,
2022-10-31,76975,91,845.88,75263,
2022-11-01,9454,96,98.48,8255,
2022-11-02,9326,74,126.03,8953,
2022-11-03,2479,23,107.78,1599,
2022-11-04,6385,61,104.67,5149,
2022-11-07,2818,22,128.09,2183,
2022-11-09,5710,44,129.77,5151,
2022-11-10,1356,37,36.65,358,
2022-11-11,9596,74,129.68,8754,
2022-11-14,3912,53,73.81,2688,
2022-11-15,3912,53,73.81,2688,
2022-11-16,3072,45,68.27,2165,
2022-11-17,4403,67,65.72,3525,
2022-11-18,2478,50,49.56,1216,
2022-11-21,1699,29,58.59,776,
2022-11-22,1433,27,53.07,1407,
2022-11-23,505,34,14.85,449,
2022-11-24,5590,33,169.39,5457,
2022-11-25,4217,23,183.35,3772,
2022-11-28,4871,36,135.31,4171,
2022-11-29,3019,55,54.89,2023,
2022-11-30,5465,43,127.09,4822,
2022-12-01,7378,57,129.44,5553,
2022-12-02,6024,92,65.48,3729,
2022-12-05,4768,107,44.56,4005,
2022-12-06,4011,110,36.46,1995,
2022-12-07,3196,109,29.32,1162,
2022-12-08,866,20,43.3,474,
2022-12-09,783,44,17.8,750,
2022-12-12,1337,61,21.92,1295,
2022-12-13,1943,115,16.9,1099,
2022-12-14,1421,25,56.84,1413,
2022-12-15,1306,27,48.37,1140,
2022-12-16,657,42,15.64,623,
2022-12-19,1847,67,27.57,1128,
2022-12-20,2372,42,56.48,2062,
2022-12-21,173,40,4.32,158,
2022-12-22,970,40,24.25,908,
2022-12-23,2544,47,54.13,2518,
2022-12-26,4116,23,178.96,3501,
2022-12-27,1690,25,67.6,1363,
2022-12-28,2595,35,74.14,2536,
2022-12-29,604,26,23.23,309,
2022-12-30,1443,44,32.8,1303,
2023-01-02,2367,46,51.46,2130,
2023-01-03,7779,46,169.11,4453,
2023-01-04,1865,44,42.39,1166,
2023-01-05,349,42,8.31,290,
2023-01-06,176,36,4.89,155,
2023-01-09,871,18,48.39,867,
2023-01-10,2063,21,98.24,1478,
2023-01-11,578,32,18.06,532,
2023-01-12,191,33,5.79,137,
2023-01-13,361,50,7.22,263,
2023-01-16,1986,58,34.24,1293,
2023-01-17,18768,209,89.8,2198,
2023-01-18,1818,71,25.61,947,
2023-01-19,2572,47,54.72,1529,
2023-01-20,177,13,13.62,37,
2023-01-23,2584,53,48.75,2230,
2023-01-24,679,25,27.16,583,
2023-01-25,902,30,30.07,711,
2023-01-27,1275,62,20.56,1086,
2023-01-30,1020,47,21.7,806,
2023-01-31,702,50,14.04,579,
2023-02-01,402,26,15.46,325,
2023-02-02,4165,55,75.73,3798,
2023-02-03,2806,71,39.52,1749,
2023-02-06,1336,58,23.03,654,
2023-02-07,1055,26,40.58,827,
2023-02-08,1068,38,28.11,998,
2023-02-09,676,23,29.39,518,
2023-02-10,3691,41,90.02,2465,
2023-02-13,2206,68,32.44,1645,
2023-02-14,1880,43,43.72,1443,
2023-02-15,1176,42,28.0,666,
2023-02-16,1233,53,23.26,1074,
2023-02-17,347,43,8.07,301,
2023-02-20,749,48,15.6,708,
2023-02-21,1396,24,58.17,1392,
2023-02-22,1838,44,41.77,1677,
2023-02-23,421,17,24.76,313,
2023-02-24,3071,50,61.42,2870,
2023-02-27,1310,55,23.82,557,
2023-02-28,1362,16,85.12,1319,
2023-03-01,3368,57,59.09,2700,
2023-03-02,11042,59,187.15,10515,
2023-03-03,2123,26,81.65,867,
2023-03-06,5205,40,130.12,5093,
2023-03-08,580,18,32.22,290,
2023-03-09,439,20,21.95,331,
2023-03-10,1645,49,33.57,1148,
2023-03-13,4040,115,35.13,3618,
2023-03-14,1164,33,35.27,634,
2023-03-15,1157,50,23.14,988,
2023-03-16,2774,22,126.09,2762,
2023-03-17,529,22,24.05,268,
2023-03-20,1909,90,21.21,907,
2023-03-21,329,25,13.16,246,
2023-03-22,11827,77,153.6,11626,
2023-03-23,636,19,33.47,257,
2023-03-27,365,30,12.17,267,
2023-03-28,13044,68,191.82,12939,
2023-03-29,35023,72,486.43,34177,
2023-03-31,990,32,30.94,480,
2023-04-03,3653,75,48.71,3466,
2023-04-05,744,37,20.11,367,
2023-04-06,727,26,27.96,720,
2023-04-10,6042,94,64.28,3595,
2023-04-11,9295,63,147.54,7321,
2023-04-12,2788,26,107.23,2311,
2023-04-13,785,31,25.32,465,
2023-04-17,8239,78,105.63,5922
2023-04-18,3328,35,95.09,2334
2023-04-19,3248,43,75.53,2877
2023-04-20,684,23,29.74,391
2023-04-21,2614,15,174.27,2440
2023-04-24,573,22,26.05,286
2023-04-25,983,24,40.96,977
2023-04-26,8504,26,327.08,7443
2023-04-27,131,17,7.71,61
2023-04-28,1159,27,42.93,893
2023-05-02,2594,67,38.72,1997
2023-05-03,13622,52,261.96,12632
2023-05-04,61803,68,908.87,61119
2023-05-05,1502,27,55.63,483
2023-05-08,1470,38,38.68,889
2023-05-09,250,19,13.16,248
2023-05-10,946,32,29.56,901
2023-05-11,398,21,18.95,387
2023-05-12,1216,26,46.77,988
2023-05-15,1896,38,49.89,1664
2023-05-16,325,24,13.54,316
2023-05-17,353,30,11.77,248
2023-05-18,2447,19,128.79,2194
2023-05-19,918,27,34.0,458
2023-05-22,4797,30,159.9,4794
