Date,TTL_TRD_QNTY,NO_OF_TRADES,QTY_PER_TRADE,DELIV_QTY,DELIV_PER
2022-09-08,1100,6,183.33,1100,
2022-09-09,100,1,100.0,100,
2022-09-12,100,1,100.0,100,
2022-09-13,200,3,66.67,200,
2022-09-14,590,2,295.0,590,
2022-09-15,1000,2,500.0,1000,
2022-09-16,200,3,66.67,200,
2022-09-19,115,2,57.5,115,
2022-09-20,101,2,50.5,101,
2022-09-21,101,2,50.5,101,
2022-09-22,1090,3,363.33,1090,
2022-09-23,19800,105,188.57,15591,
2022-09-26,231,6,38.5,231,
2022-09-27,190,3,63.33,190,
2022-09-28,50,1,50.0,50,
2022-09-29,251,4,62.75,251,
2022-09-30,10,1,10.0,10,
2022-10-03,150,2,75.0,150,
2022-10-04,552,2,276.0,552,
2022-10-06,50,1,50.0,50,
2022-10-07,61,4,15.25,61,
2022-10-10,686,8,85.75,686,
2022-10-11,44,2,22.0,44,
2022-10-12,600,3,200.0,600,
2022-10-13,101,3,33.67,101,
2022-10-14,322,3,107.33,322,
2022-10-17,109,4,27.25,109,
2022-10-18,20,1,20.0,20,
2022-10-19,1,1,1.0,1,
2022-10-20,7129,145,49.17,5030,
2022-10-21,45091,660,68.32,30652,
2022-10-24,31164,374,83.33,18477,
2022-10-25,13964,232,60.19,4898,
2022-10-27,1137,35,32.49,1137,
2022-10-28,5652,43,131.44,5142,
2022-10-31,1529,28,54.61,1529,
2022-11-01,1577,23,68.57,1577,
2022-11-02,10451,106,98.59,10158,
2022-11-03,8,6,1.33,8,
2022-11-04,2268,36,63.0,2267,
2022-11-07,1771,18,98.39,1771,
2022-11-09,456,11,41.45,456,
2022-11-10,5164,136,37.97,3376,
2022-11-11,505,35,14.43,505,
2022-11-14,3384,81,41.78,2387,
2022-11-15,3384,81,41.78,2387,
2022-11-16,3060,52,58.85,2522,
2022-11-17,7681,123,62.45,6376,
2022-11-18,6381,89,71.7,5734,
2022-11-21,3860,89,43.37,2841,
2022-11-22,7448,81,91.95,6273,
2022-11-23,6571,147,44.7,2184,
2022-11-24,1139,67,17.0,472,
2022-11-25,1146,35,32.74,839,
2022-11-28,266343,690,386.0,232958,
2022-11-29,202751,448,452.57,194329,
2022-11-30,181920,215,846.14,154268,
2022-12-01,169406,267,634.48,150960,
2022-12-02,98522,185,532.55,88498,
2022-12-05,64904,129,503.13,55054,
2022-12-06,19735,99,199.34,19735,
2022-12-07,102056,425,240.13,102056,
2022-12-08,117891,313,376.65,117891,
2022-12-09,139771,246,568.17,139771,
2022-12-12,66238,225,294.39,66238,
2022-12-13,66373,143,464.15,66373,
2022-12-14,141240,245,576.49,141240,
2022-12-15,124219,251,494.9,124219,
2022-12-16,89524,195,459.1,89524,
2022-12-19,73867,311,237.51,73867,
2022-12-20,99478,350,284.22,99478,
2022-12-21,74595,275,271.25,74595,
2022-12-22,45410,177,256.55,45410,
2022-12-23,13857,78,177.65,13857,
2022-12-26,41442,128,323.77,41442,
2022-12-27,49261,124,397.27,49261,
2022-12-28,24973,382,65.37,24973,
2022-12-29,14352,162,88.59,14352,
2022-12-30,13091,87,150.47,13091,
2023-01-02,22154,98,226.06,22154,
2023-01-03,10520,73,144.11,10520,
2023-01-04,29824,57,523.23,29824,
2023-01-05,25257,63,400.9,25257,
2023-01-06,44734,92,486.24,44734,
2023-01-09,9271,74,125.28,9271,
2023-01-10,7778,81,96.02,7778,
2023-01-11,5749,72,79.85,5749,
2023-01-12,66470,125,531.76,66470,
2023-01-13,63783,150,425.22,63783,
2023-01-16,103799,297,349.49,103799,
2023-01-17,109914,355,309.62,109914,
2023-01-18,49967,266,187.85,49967,
2023-01-19,138903,419,331.51,138903,
2023-01-20,169684,432,392.79,169684,
2023-01-23,430462,1122,383.66,430462,
2023-01-24,471587,1077,437.87,471587,
2023-01-25,444112,988,449.51,444112,
2023-01-27,247569,822,301.18,247569,
2023-01-30,454494,736,617.52,454494,
2023-01-31,552290,738,748.36,552290,
2023-02-01,509415,712,715.47,509415,
2023-02-02,327280,557,587.58,327280,
2023-02-03,402520,522,771.11,402520,
2023-02-06,498916,620,804.7,498916,
