Date,TTL_TRD_QNTY,NO_OF_TRADES,QTY_PER_TRADE,DELIV_QTY,DELIV_PER
2023-04-06,3174,121,26.23,1725,
2023-04-10,10913,332,32.87,8951,
2023-04-11,3349,410,8.17,2235,
2023-04-12,4187,442,9.47,2785,
2023-04-13,2983,134,22.26,2597,
2023-04-17,6535,296,22.08,5914
2023-04-18,5723,427,13.4,3795
2023-04-19,4055,193,21.01,3371
2023-04-20,3159,229,13.79,1666
2023-04-21,1709,162,10.55,952
2023-04-24,1919,237,8.1,865
2023-04-25,2900,272,10.66,1965
2023-04-26,1841,199,9.25,1507
2023-04-27,2339,226,10.35,1791
2023-04-28,1676,232,7.22,1357
