Date,TTL_TRD_QNTY,NO_OF_TRADES,QTY_PER_TRADE,DELIV_QTY,DELIV_PER
2022-09-27,1344,48,28.0,1038,
2022-09-28,9310,75,124.13,8904,
2022-09-29,12421,101,122.98,10847,
2022-09-30,45060,102,441.76,34064,
2022-10-03,23669,113,209.46,12832,
2022-10-04,59230,211,280.71,48515,
2022-10-06,49596,132,375.73,40721,
2022-10-07,5916,82,72.15,3970,
2022-10-10,10258,83,123.59,5213,
2022-10-11,5638,56,100.68,2458,
2022-10-12,12198,64,190.59,8251,
2022-10-13,3541,38,93.18,2039,
2022-10-14,15691,98,160.11,6712,
2022-10-17,2976,31,96.0,1666,
2022-10-18,6293,53,118.74,3387,
2022-10-19,2376,20,118.8,1706,
2022-10-20,5640,39,144.62,2986,
2022-10-21,6027,58,103.91,3044,
2022-10-24,5698,65,87.66,4944,
2022-10-25,5811,85,68.36,2171,
2022-10-27,14811,101,146.64,7364,
2022-10-28,2795,52,53.75,1310,
2022-10-31,5085,82,62.01,2158,
2022-11-01,11560,96,120.42,9005,
2022-11-02,11590,84,137.98,8550,
2022-11-03,17636,61,289.11,13561,
2022-11-04,4311,51,84.53,2866,
2022-11-07,7278,103,70.66,5797,
2022-11-09,25587,110,232.61,24022,
2022-11-10,8748,72,121.5,5550,
2022-11-11,40424,138,292.93,34588,
2022-11-14,12578,61,206.2,9291,
2022-11-15,12578,61,206.2,9291,
2022-11-16,187111,114,1641.32,172112,
2022-11-17,3690,51,72.35,2140,
2022-11-18,11154,45,247.87,10008,
2022-11-21,16225,91,178.3,13615,
2022-11-22,17405,82,212.26,14441,
2022-11-23,10121,70,144.59,5904,
2022-11-24,163110,184,886.47,139202,
2022-11-25,49741,98,507.56,28202,
2022-11-28,18844,93,202.62,3917,
2022-11-29,3337,51,65.43,1915,
2022-11-30,10086,34,296.65,8921,
2022-12-01,20730,85,243.88,18878,
2022-12-02,9463,67,141.24,7517,
2022-12-05,25380,139,182.59,15515,
2022-12-06,4045,68,59.49,2555,
2022-12-07,12042,84,143.36,5888,
2022-12-08,9317,66,141.17,6943,
2022-12-09,8578,107,80.17,5509,
2022-12-12,7190,89,80.79,5460,
2022-12-13,18161,117,155.22,14415,
2022-12-14,15266,113,135.1,10522,
2022-12-15,7049,119,59.24,4790,
2022-12-16,30253,170,177.96,24983,
2022-12-19,22667,169,134.12,13133,
2022-12-20,36110,182,198.41,20209,
2022-12-21,12608,94,134.13,10661,
2022-12-22,8777,125,70.22,6231,
2022-12-23,14796,198,74.73,10193,
2022-12-26,12393,158,78.44,9651,
2022-12-27,15150,159,95.28,10323,
2022-12-28,4696,87,53.98,2541,
2022-12-29,7887,71,111.08,4656,
2022-12-30,15092,118,127.9,10795,
2023-01-02,11114,110,101.04,9012,
2023-01-03,23720,134,177.01,16866,
2023-01-04,8793,85,103.45,6005,
2023-01-05,27629,134,206.19,25574,
2023-01-06,35198,101,348.5,30794,
2023-01-09,9479,85,111.52,7681,
2023-01-10,8175,85,96.18,6302,
2023-01-11,6737,60,112.28,4416,
2023-01-12,6665,58,114.91,4948,
2023-01-13,20866,94,221.98,10049,
2023-01-16,7052,109,64.7,5594,
2023-01-17,5115,55,93.0,2503,
2023-01-18,5702,85,67.08,3711,
2023-01-19,5551,103,53.89,3701,
2023-01-20,6019,97,62.05,3140,
2023-01-23,5322,76,70.03,3042,
2023-01-24,2922,68,42.97,1843,
2023-01-25,4017,38,105.71,2359,
2023-01-27,3616,78,46.36,1189,
2023-01-30,3016,71,42.48,2109,
2023-01-31,3276,48,68.25,1586,
2023-02-01,19446,81,240.07,17932,
2023-02-02,45144,414,109.04,36555,
2023-02-03,12457,152,81.95,9111,
2023-02-06,14738,123,119.82,8695,
2023-02-07,1757,42,41.83,912,
2023-02-08,2426,66,36.76,1913,
2023-02-09,4992,52,96.0,4271,
2023-02-10,5824,99,58.83,2327,
2023-02-13,4979,85,58.58,4027,
2023-02-14,3662,72,50.86,2417,
2023-02-15,6969,94,74.14,3921,
2023-02-16,5072,93,54.54,2610,
2023-02-17,4336,78,55.59,3489,
2023-02-20,6438,95,67.77,3602,
2023-02-21,4082,52,78.5,2400,
2023-02-22,11012,54,203.93,10215,
2023-02-23,5477,35,156.49,4096,
2023-02-24,4301,66,65.17,3282,
2023-02-27,7409,99,74.84,3958,
2023-02-28,1119,39,28.69,573,
2023-03-01,567,36,15.75,498,
2023-03-02,2306,43,53.63,1638,
2023-03-03,1381,35,39.46,1373,
2023-03-06,1435,54,26.57,1073,
2023-03-08,3902,112,34.84,3793,
2023-03-09,6106,71,86.0,4613,
2023-03-10,3149,65,48.45,1619,
2023-03-13,7283,90,80.92,3784,
2023-03-14,17730,188,94.31,9860,
2023-03-15,3985,74,53.85,1461,
2023-03-16,3801,62,61.31,2815,
2023-03-17,5386,54,99.74,4567,
2023-03-20,15521,112,138.58,12546,
2023-03-21,8345,69,120.94,5778,
2023-03-22,17132,61,280.85,15782,
2023-03-23,2954,53,55.74,2028,
2023-03-24,5289,80,66.11,3465,
2023-03-27,8453,103,82.07,4783,
2023-03-28,2357,40,58.92,1656,
2023-03-29,1089,46,23.67,779,
2023-03-31,13254,107,123.87,11261,
2023-04-03,5269,91,57.9,2980,
2023-04-05,14692,202,72.73,8100,
2023-04-06,24007,99,242.49,22534,
2023-04-10,21882,168,130.25,15878,
2023-04-11,3202,67,47.79,1872,
2023-04-12,54523,104,524.26,52659,
2023-04-13,70968,130,545.91,64059,
2023-04-17,25943,157,165.24,15980
2023-04-18,5866,141,41.6,2599
2023-04-19,10220,137,74.6,5381
2023-04-20,14216,97,146.56,9816
2023-04-21,4219,79,53.41,1309
2023-04-24,4884,72,67.83,2724
2023-04-25,4366,63,69.3,2676
2023-04-26,2325,53,43.87,1048
2023-04-27,2682,79,33.95,2388
2023-04-28,6328,85,74.45,2995
2023-05-02,2960,90,32.89,1707
2023-05-03,6095,104,58.61,2708
2023-05-04,10568,109,96.95,6426
2023-05-05,10437,131,79.67,6349
2023-05-08,5933,118,50.28,2230
2023-05-09,106120,104,1020.38,103582
2023-05-10,4176,88,47.45,2640
2023-05-11,27346,159,171.99,23878
