Date,TTL_TRD_QNTY,NO_OF_TRADES,QTY_PER_TRADE,DELIV_QTY
2019-09-30,65613,166,395.26,63558
2019-10-01,2006,82,24.46,1657
2019-10-03,2159,38,56.82,1551
2019-10-04,3145,74,42.5,1728
2019-10-07,3420,63,54.29,2263
2019-10-09,13714,502,27.32,8436
2019-10-10,3781,95,39.8,2727
2019-10-11,10392,136,76.41,9498
2019-10-14,701,30,23.37,446
2019-10-15,40743,84,485.04,40113
2019-10-16,1793,69,25.99,1265
2019-10-17,28839,75,384.52,8488
2019-10-18,22071,111,198.84,20182
2019-10-22,3568,88,40.55,3046
2019-10-23,21345,69,309.35,20803
2019-10-24,24967,297,84.06,23861
2019-10-25,3923,58,67.64,3789
2019-10-29,6630,53,125.09,5579
2019-10-30,12798,153,83.65,11947
2019-10-31,5068,143,35.44,4425
2019-11-01,21876,227,96.37,15750
2019-11-04,1519,35,43.4,1476
2019-11-05,2693,40,67.32,2217
2019-11-06,2030,28,72.5,1088
2019-11-07,5574,117,47.64,3803
2019-11-08,2959,48,61.65,2163
2019-11-11,1534,60,25.57,1386
2019-11-13,1378,34,40.53,1141
2019-11-14,23080,154,149.87,20655
2019-11-15,4604,58,79.38,4386
2019-11-18,3518,94,37.43,2834
2019-11-19,3281,64,51.27,3166
2019-11-20,1704,44,38.73,1236
2019-11-21,872,32,27.25,788
2019-11-22,6358,101,62.95,4532
2019-11-25,112,18,6.22,44
2019-11-26,5262,76,69.24,4799
2019-11-27,4452,125,35.62,3739
2019-11-28,11902,154,77.29,10306
2019-11-29,3793,81,46.83,2751
2019-12-02,12805,88,145.51,12204
2019-12-03,937,40,23.42,562
2019-12-04,4152,454,9.15,1663
2019-12-05,4120,55,74.91,3891
2019-12-06,1715,84,20.42,1241
2019-12-09,7999,217,36.86,7099
2019-12-10,3419,52,65.75,3289
2019-12-11,2064,232,8.9,1600
2019-12-12,6547,272,24.07,4793
2019-12-13,143193,3072,46.61,36190
2019-12-16,13600,348,39.08,10262
2019-12-17,13895,269,51.65,9165
2019-12-18,3944,82,48.1,2874
2019-12-19,7321,174,42.07,5718
2019-12-20,34891,598,58.35,14096
2019-12-23,3257,102,31.93,1738
