Date,TTL_TRD_QNTY,NO_OF_TRADES,QTY_PER_TRADE,DELIV_QTY,DELIV_PER
2022-11-18,1150616,2499,460.43,679493,
2022-11-21,539692,1433,376.62,456577,
2022-11-22,602661,1329,453.47,370941,
2022-11-23,492152,1233,399.15,374128,
2022-11-24,490701,1312,374.01,403995,
2022-11-25,665402,1750,380.23,539406,
2022-11-28,803635,1966,408.77,687392,
2022-11-29,673090,1793,375.4,438013,
2022-11-30,408887,1203,339.89,328772,
2022-12-01,566757,1269,446.62,463670,
2022-12-02,636424,1620,392.85,481668,
2022-12-05,502465,1508,333.2,425540,
2022-12-06,1580739,2272,695.75,1223623,
2022-12-07,707713,1749,404.64,503089,
2022-12-08,1036214,1828,566.86,696188,
2022-12-09,657638,1922,342.16,426122,
2022-12-12,649029,1637,396.47,462504,
2022-12-13,705398,1585,445.05,474827,
2022-12-14,1111350,2115,525.46,840917,
2022-12-15,829848,2043,406.19,648482,
2022-12-16,517344,1227,421.63,355061,
2022-12-19,785836,1543,509.29,506762,
2022-12-20,809411,1636,494.75,513959,
2022-12-21,1097963,2250,487.98,708241,
2022-12-22,4362771,4830,903.27,2835271,
2022-12-23,19359086,17753,1090.47,9280107,
2022-12-26,26345658,23753,1109.15,8776654,
2022-12-27,7842251,10874,721.19,3809989,
2022-12-28,4290690,6080,705.71,1886037,
2022-12-29,3160520,4350,726.56,1576956,
2022-12-30,2463747,3817,645.47,1495399,
2023-01-02,2604380,4566,570.39,1399223,
2023-01-03,1771187,3406,520.02,1144274,
2023-01-04,10656881,9088,1172.63,3224265,
2023-01-05,5110825,4979,1026.48,1742129,
2023-01-06,1822622,3149,578.79,908848,
2023-01-09,1652806,2807,588.82,704273,
2023-01-10,1763373,2567,686.94,915395,
2023-01-11,1898916,2207,860.41,732016,
2023-01-12,1233505,1814,679.99,746662,
2023-01-13,1876443,2598,722.26,1000586,
2023-01-16,2255615,2790,808.46,977082,
2023-01-17,1388786,2245,618.61,842883,
2023-01-18,707336,1967,359.6,371862,
2023-01-19,794000,1978,401.42,469665,
2023-01-20,1067877,2016,529.7,716261,
2023-01-23,1417760,2717,521.81,1022920,
2023-01-24,1204812,2275,529.59,642167,
2023-01-25,1836406,2759,665.61,783027,
2023-01-27,1913323,3408,561.42,1183352,
2023-01-30,1997548,2944,678.51,1105830,
2023-01-31,838933,1696,494.65,507179,
2023-02-01,1482244,2080,712.62,776734,
2023-02-02,774859,1664,465.66,520304,
2023-02-03,1337537,2298,582.04,733291,
2023-02-06,966753,2178,443.87,536125,
2023-02-07,1414159,2498,566.12,952836,
2023-02-08,1280637,2370,540.35,840940,
2023-02-09,918487,1960,468.62,533342,
2023-02-10,738003,1438,513.21,469713,
2023-02-13,1617508,2464,656.46,1013398,
2023-02-14,2098019,2809,746.89,1168549,
2023-02-15,1042648,2197,474.58,620313,
2023-02-16,668466,1427,468.44,385988,
2023-02-17,491902,1500,327.93,328653,
2023-02-20,1408373,2511,560.88,816102,
2023-02-21,1757624,3727,471.59,1153534,
2023-02-22,1178347,2245,524.88,584697,
2023-02-23,1025783,2291,447.74,583990,
2023-02-24,504870,1366,369.6,347867,
2023-02-27,1007918,2250,447.96,660010,
2023-02-28,1331617,2974,447.75,966035,
2023-03-01,1596635,2987,534.53,820271,
2023-03-02,994262,2413,412.04,540287,
2023-03-03,783775,2088,375.37,497273,
2023-03-06,2108884,2740,769.67,1380540,
2023-03-08,1228728,2241,548.29,648178,
2023-03-09,807968,1767,457.25,564388,
2023-03-10,632761,1640,385.83,448090,
2023-03-13,923241,2038,453.01,667872,
2023-03-14,836026,1991,419.9,493705,
2023-03-15,821975,1564,525.56,460390,
2023-03-16,1262640,2447,516.0,795364,
2023-03-17,547575,1888,290.03,346004,
2023-03-20,995321,2059,483.4,561678,
2023-03-21,763290,1552,491.81,420424,
2023-03-22,1055895,1475,715.86,674354,
2023-03-23,994440,1565,635.42,555686,
2023-03-24,834708,1941,430.04,524404,
2023-03-27,2827089,3747,754.49,1718955,
2023-03-28,3466282,4515,767.73,1617488,
2023-03-29,3967411,4369,908.08,2057728,
2023-03-31,3874379,4722,820.5,2234506,
2023-04-03,1555329,2079,748.11,804118,
2023-04-05,3971601,4379,906.97,2153913,
2023-04-06,1783416,2601,685.67,1026667,
2023-04-10,949077,2008,472.65,585894,
2023-04-11,560326,1406,398.52,419100,
2023-04-12,537667,1326,405.48,384931,
2023-04-13,640607,1479,433.14,485111,
2023-04-17,667877,1775,376.27,457617
2023-04-18,840595,1861,451.69,425972
2023-04-19,1010035,1770,570.64,618738
2023-04-20,598793,1563,383.1,365512
2023-04-21,367800,1027,358.13,210715
2023-04-24,531181,1184,448.63,381482
2023-04-25,779894,1248,624.92,488806
2023-04-26,1187823,1698,699.54,762583
2023-04-27,802517,1434,559.64,564670
2023-04-28,860646,1300,662.04,660838
2023-05-02,911850,1464,622.85,495842
2023-05-03,598735,1356,441.54,398997
2023-05-04,688090,1067,644.88,462470
2023-05-05,914147,1579,578.94,569871
2023-05-08,796352,1215,655.43,572231
2023-05-09,632600,1369,462.09,423596
2023-05-10,309606,883,350.63,171052
2023-05-11,1249713,1390,899.07,563593
2023-05-12,5309995,4182,1269.73,2716423
2023-05-15,2703056,3434,787.15,1423119
2023-05-16,1306526,2265,576.83,681264
2023-05-17,744958,1523,489.14,549723
2023-05-18,720241,1300,554.03,443362
2023-05-19,1111042,1527,727.6,590577
2023-05-22,1247997,1934,645.29,718554
