Date,TTL_TRD_QNTY,NO_OF_TRADES,QTY_PER_TRADE,DELIV_QTY
2019-09-30,2787,226,12.33,1186
2019-10-01,4935,441,11.19,2808
2019-10-03,3135,269,11.65,1608
2019-10-04,2772,144,19.25,2100
2019-10-07,1677,235,7.14,890
2019-10-09,1894,175,10.82,1037
2019-10-10,3659,313,11.69,2467
2019-10-11,2565,184,13.94,1286
2019-10-14,3420,272,12.57,1886
2019-10-15,5110,298,17.15,2834
2019-10-16,1385,58,23.88,1052
2019-10-17,3304,269,12.28,2354
2019-10-18,7153,504,14.19,4778
2019-10-22,2288,209,10.95,1811
2019-10-23,986,62,15.9,594
2019-10-24,887,68,13.04,631
2019-10-25,3645,352,10.36,2778
2019-10-29,9143,521,17.55,4757
2019-10-30,3530,326,10.83,1981
2019-10-31,2617,139,18.83,1667
2019-11-01,7406,532,13.92,3770
2019-11-04,2537,123,20.63,1398
2019-11-05,2263,174,13.01,1492
2019-11-06,1487,192,7.74,603
2019-11-07,1902,94,20.23,1502
2019-11-08,3099,283,10.95,2530
2019-11-11,5113,219,23.35,2942
2019-11-13,8548,597,14.32,3378
2019-11-14,9860,459,21.48,7354
2019-11-15,3611,210,17.2,2325
2019-11-18,4055,165,24.58,3104
2019-11-19,2225,145,15.34,1509
2019-11-20,14614,540,27.06,7750
2019-11-21,3446,207,16.65,2268
2019-11-22,1177,214,5.5,703
2019-11-25,2740,98,27.96,2413
2019-11-26,2033,102,19.93,1104
2019-11-27,1788,225,7.95,992
2019-11-28,6363,327,19.46,2244
2019-11-29,1356,147,9.22,716
2019-12-02,2571,265,9.7,1745
2019-12-03,5540,280,19.79,2388
2019-12-04,1479,94,15.73,803
2019-12-05,5129,431,11.9,3869
2019-12-06,3506,335,10.47,2125
2019-12-09,1519,379,4.01,728
2019-12-10,3835,192,19.97,2824
2019-12-11,5845,304,19.23,3447
2019-12-12,4522,146,30.97,3573
2019-12-13,4182,324,12.91,2449
2019-12-16,4434,152,29.17,3736
2019-12-17,2496,65,38.4,1735
2019-12-18,6168,169,36.5,3203
2019-12-19,1519,163,9.32,749
2019-12-20,2305,368,6.26,1686
2019-12-23,6994,104,67.25,6249
2019-12-24,6053,41,147.63,5643
2019-12-26,11902,180,66.12,10368
2019-12-27,12565,711,17.67,9228
2019-12-30,7024,331,21.22,4553
2019-12-31,10513,334,31.48,8083
2020-01-01,8568,180,47.6,5161
2020-01-02,13722,478,28.71,7854
2020-01-03,23306,975,23.9,13016
2020-01-06,8752,283,30.93,5661
2020-01-07,2195,109,20.14,1991
2020-01-08,10513,398,26.41,6137
2020-01-09,15902,611,26.03,11994
2020-01-10,10310,568,18.15,7163
2020-01-13,21817,1146,19.04,12631
2020-01-14,174298,7741,22.52,36106
2020-01-15,37100,1882,19.71,13022
2020-01-16,59335,2614,22.7,31014
2020-01-17,19573,862,22.71,8320
2020-01-20,12047,513,23.48,7662
2020-01-21,5659,210,26.95,3783
2020-01-22,8753,528,16.58,4397
2020-01-23,2830,190,14.89,1743
2020-01-24,9113,364,25.04,6354
2020-01-27,3435,184,18.67,2542
2020-01-28,2084,222,9.39,1372
2020-01-29,4997,394,12.68,3388
2020-01-30,2384,204,11.69,1515
2020-01-31,9072,425,21.35,6806
2020-02-03,2385,191,12.49,933
2020-02-04,9677,963,10.05,5304
2020-02-05,8441,639,13.21,4243
2020-02-06,4450,319,13.95,2386
2020-02-07,3376,126,26.79,2477
2020-02-10,962,186,5.17,721
2020-02-11,2021,201,10.05,1305
2020-02-12,2034,186,10.94,1480
2020-02-13,6395,617,10.36,1488
2020-02-14,13556,879,15.42,6955
2020-02-17,2986,305,9.79,1813
2020-02-18,1765,201,8.78,1132
2020-02-19,3293,364,9.05,1545
2020-02-20,4401,191,23.04,3079
2020-02-24,2590,113,22.92,2073
2020-02-25,8735,239,36.55,7596
2020-02-26,8523,417,20.44,3134
2020-02-27,2216,158,14.03,1641
2020-02-28,4718,413,11.42,3276
2020-03-02,4489,204,22.0,1984
2020-03-03,2376,128,18.56,1573
2020-03-04,3755,308,12.19,2396
2020-03-05,7862,251,31.32,6632
2020-03-06,7003,380,18.43,3412
2020-03-09,2350,164,14.33,1591
2020-03-11,4827,269,17.94,3913
2020-03-12,14145,403,35.1,11823
2020-03-13,10174,264,38.54,6479
2020-03-16,4459,178,25.05,2546
2020-03-17,10644,1041,10.22,6523
2020-03-18,14010,602,23.27,8131
2020-03-19,8402,347,24.21,4894
2020-03-20,2966,179,16.57,1957
2020-03-23,6520,294,22.18,4903
2020-03-24,1825,91,20.05,1361
2020-03-25,1649,71,23.23,1411
2020-03-26,4164,169,24.64,3131
2020-03-27,2406,121,19.88,1896
2020-03-30,6963,224,31.08,5622
2020-03-31,4127,173,23.86,2927
2020-04-01,3048,149,20.46,1636
2020-04-03,2861,139,20.58,1734
2020-04-07,5605,203,27.61,4760
2020-04-08,3448,180,19.16,1870
2020-04-09,6655,214,31.1,4813
2020-04-15,13895,667,20.83,7395
2020-04-16,11220,499,22.48,8218
2020-04-17,15081,643,23.45,7137
2020-04-20,16370,827,19.79,9766
2020-04-21,5458,374,14.59,2758
2020-04-22,3029,106,28.58,1822
2020-04-23,14653,747,19.62,6927
2020-04-24,6923,192,36.06,3821
2020-04-27,1288,104,12.38,888
2020-04-28,1271,63,20.17,913
2020-04-29,5664,242,23.4,3725
2020-04-30,8102,367,22.08,6162
2020-05-04,2724,141,19.32,1817
2020-05-05,3071,180,17.06,1341
2020-05-06,3018,197,15.32,2194
2020-05-07,4239,380,11.16,2723
2020-05-08,2783,93,29.92,2076
2020-05-11,3605,241,14.96,2612
2020-05-12,3021,119,25.39,2241
2020-05-13,6716,224,29.98,5152
2020-05-14,983,78,12.6,535
2020-05-15,5931,232,25.56,3999
2020-05-18,2081,59,35.27,1219
2020-05-19,1357,90,15.08,706
2020-05-20,661,69,9.58,377
2020-05-21,1354,114,11.88,670
2020-05-22,1850,90,20.56,1157
2020-05-26,1381,97,14.24,755
2020-05-27,3241,170,19.06,1627
2020-05-28,2603,123,21.16,1649
2020-05-29,3557,112,31.76,3223
2020-06-01,4533,189,23.98,2759
2020-06-02,5810,127,45.75,3177
2020-06-03,14066,719,19.56,6916
2020-06-04,5629,259,21.73,4010
2020-06-05,13762,530,25.97,8295
2020-06-08,11122,401,27.74,6527
2020-06-09,8168,259,31.54,3745
2020-06-10,7434,208,35.74,5354
2020-06-11,6743,207,32.57,3656
2020-06-12,7287,140,52.05,5596
2020-06-15,2875,270,10.65,1794
2020-06-16,4879,193,25.28,2537
2020-06-17,3218,172,18.71,2220
2020-06-18,8118,246,33.0,5353
2020-06-19,13696,648,21.14,6533
2020-06-22,8650,342,25.29,5848
2020-06-23,52068,2017,25.81,24120
2020-06-24,37692,1371,27.49,21249
2020-06-25,13661,525,26.02,7284
2020-06-26,18212,787,23.14,8949
2020-06-29,8090,480,16.85,3178
2020-06-30,24133,1031,23.41,13484
2020-07-01,6585,547,12.04,3336
2020-07-02,6965,797,8.74,3359
2020-07-03,6490,664,9.77,2875
2020-07-06,17769,787,22.58,9635
2020-07-07,8358,366,22.84,3049
2020-07-08,71011,2383,29.8,23676
2020-07-09,14117,637,22.16,6939
2020-07-10,8200,368,22.28,4496
2020-07-13,17336,769,22.54,9076
2020-07-14,8137,329,24.73,4541
2020-07-15,21793,819,26.61,8875
2020-07-16,17749,519,34.2,7690
2020-07-17,5814,259,22.45,3829
2020-07-20,2906,125,23.25,2488
2020-07-21,7667,267,28.72,5522
2020-07-22,3306,190,17.4,2019
2020-07-23,6514,182,35.79,4623
2020-07-24,2181,125,17.45,1068
2020-07-27,3897,162,24.06,2846
2020-07-28,3924,185,21.21,2239
2020-07-29,3450,231,14.94,2434
2020-07-30,3886,178,21.83,2220
2020-07-31,3456,235,14.71,1964
2020-08-03,798,46,17.35,467
2020-08-04,17958,716,25.08,7857
2020-08-05,1658,72,23.03,977
2020-08-06,1873,82,22.84,1297
2020-08-07,4726,282,16.76,3022
2020-08-10,8516,310,27.47,5722
2020-08-11,22570,683,33.05,14280
2020-08-12,13951,653,21.36,5659
2020-08-13,13677,325,42.08,9952
2020-08-14,12798,437,29.29,9768
2020-08-17,5212,295,17.67,3188
2020-08-18,4570,332,13.77,2647
