Date,TTL_TRD_QNTY,NO_OF_TRADES,QTY_PER_TRADE,DELIV_QTY,DELIV_PER
2023-04-10,14,5,2.8,14,
2023-04-11,1,1,1.0,1,
2023-04-12,199,69,2.88,66,
2023-04-13,8749,133,65.78,7358,
2023-04-17,230064,28,8216.57,226854
2023-04-18,8173,23,355.35,2129
2023-04-19,823,8,102.88,820
2023-04-20,503,8,62.88,500
2023-04-21,453,10,45.3,443
2023-04-25,533,8,66.62,530
2023-04-26,723,3,241.0,723
2023-04-27,200,1,200.0,200
2023-04-28,250,1,250.0,250
2023-05-02,461,29,15.9,452
2023-05-03,368,8,46.0,367
2023-05-09,43,4,10.75,43
2023-05-10,40,5,8.0,40
2023-05-12,1,1,1.0,1
2023-05-17,2,2,1.0,2
2023-05-19,4,2,2.0,4
2023-05-22,182,22,8.27,176
