Date,TTL_TRD_QNTY,NO_OF_TRADES,QTY_PER_TRADE,DELIV_QTY,DELIV_PER
2023-03-29,4141,41,101.0,3618,
2023-03-31,8000,31,258.06,7418,
2023-04-03,39014,223,174.95,37902,
2023-04-05,54476,139,391.91,50060,
2023-04-06,11641,52,223.87,11193,
2023-04-10,20036,85,235.72,18733,
2023-04-11,44611,114,391.32,41437,
2023-04-12,16201,40,405.02,15780,
2023-04-13,3854,15,256.93,3238,
2023-04-17,13382,45,297.38,12860
2023-04-18,2945,26,113.27,1606
2023-04-19,5329,30,177.63,5314
2023-04-20,2190,22,99.55,1742
2023-04-21,11821,27,437.81,11815
2023-04-24,4993,25,199.72,4539
2023-04-25,33399,53,630.17,31602
2023-04-26,17499,20,874.95,13076
2023-04-27,4159,22,189.05,3736
2023-04-28,3229,23,140.39,2682
2023-05-02,20049,49,409.16,19829
2023-05-03,12106,35,345.89,11281
2023-05-04,7840,34,230.59,7190
2023-05-05,6046,26,232.54,5563
2023-05-08,5730,30,191.0,5268
2023-05-09,5971,26,229.65,5548
2023-05-10,4305,40,107.62,3184
2023-05-11,6213,34,182.74,5259
2023-05-12,9530,44,216.59,8266
2023-05-15,3114,32,97.31,2494
2023-05-16,27002,85,317.67,26905
2023-05-17,1318,33,39.94,734
2023-05-18,3238,22,147.18,2911
2023-05-19,4571,18,253.94,4566
2023-05-22,6241,15,416.07,6237
