Date,TTL_TRD_QNTY,NO_OF_TRADES,QTY_PER_TRADE,DELIV_QTY,DELIV_PER
2022-11-23,40023843,112062,357.16,20652402,
2022-11-24,11843525,58149,203.68,3331770,
2022-11-25,3229538,16340,197.65,1470359,
2022-11-28,4647348,10207,455.31,3945409,
2022-11-29,2032907,12310,165.14,768723,
2022-11-30,2501714,11170,223.97,958328,
2022-12-01,1220031,7183,169.85,551107,
2022-12-02,1177501,5842,201.56,603995,
2022-12-05,1150029,8234,139.67,677397,
2022-12-06,1550686,12741,121.71,898252,
2022-12-07,839722,5606,149.79,322196,
2022-12-08,449552,4548,98.85,277725,
2022-12-09,1439617,11577,124.35,618596,
2022-12-12,754049,6785,111.13,417578,
2022-12-13,646542,5137,125.86,282545,
2022-12-14,734548,5745,127.86,304172,
2022-12-15,710575,7125,99.73,346768,
2022-12-16,645603,12696,50.85,388634,
2022-12-19,3592141,28745,124.97,2445001,
2022-12-20,1645112,8421,195.36,1109806,
2022-12-21,1330177,10530,126.32,612786,
2022-12-22,992449,8175,121.4,553098,
2022-12-23,1720530,19277,89.25,936751,
2022-12-26,2954826,19917,148.36,1024851,
2022-12-27,1798841,14627,122.98,955922,
2022-12-28,895522,8945,100.11,519399,
2022-12-29,4921623,22785,216.0,1477175,
2022-12-30,2329184,14252,163.43,849622,
2023-01-02,812681,5606,144.97,365819
2023-01-03,521748,4111,126.92,214579
2023-01-04,927244,8398,110.41,459956
2023-01-05,887742,8753,101.42,380146
2023-01-06,570618,7998,71.35,298489
