Date,TTL_TRD_QNTY,NO_OF_TRADES,QTY_PER_TRADE,DELIV_QTY,DELIV_PER
2022-08-23,2097,185,11.34,1310,
2022-08-24,399497,557,717.23,234928,
2022-08-25,136478,948,143.96,33172,
2022-08-26,28890,262,110.27,9917,
2022-08-29,1065,50,21.3,770,
2022-08-30,1756,39,45.03,1112,
2022-09-01,1368,47,29.11,751,
2022-09-02,1712,27,63.41,1343,
2022-09-05,1844,33,55.88,1678,
2022-09-06,2901,25,116.04,2056,
2022-09-07,3318,29,114.41,1378,
2022-09-08,2281,36,63.36,2041,
2022-09-09,613,54,11.35,442,
2022-09-12,5073,51,99.47,2264,
2022-09-13,3157,26,121.42,1965,
2022-09-14,633,22,28.77,400,
2022-09-15,891,26,34.27,543,
2022-09-16,2424,72,33.67,1712,
2022-09-19,2301,42,54.79,1687,
2022-09-20,1180,36,32.78,806,
2022-09-21,1245,24,51.88,1119,
2022-09-22,302,31,9.74,272,
2022-09-23,1515,70,21.64,978,
2022-09-26,63848,96,665.08,61506,
2022-09-27,3867,69,56.04,1864,
2022-09-28,148,19,7.79,40,
2022-09-29,8329,56,148.73,7277,
2022-09-30,10395,64,162.42,2045,
2022-10-03,74598,76,981.55,445,
2022-10-04,1592,38,41.89,787,
2022-10-06,2961,32,92.53,1168,
2022-10-07,492,21,23.43,419,
2022-10-10,288,18,16.0,262,
2022-10-11,6199,39,158.95,6171,
2022-10-12,360,19,18.95,342,
2022-10-13,151060,30,5035.33,149474,
2022-10-14,9297,173,53.74,4284,
2022-10-17,709,29,24.45,476,
2022-10-18,491,38,12.92,283,
2022-10-19,136,30,4.53,63,
2022-10-20,151,14,10.79,71,
2022-10-21,85,24,3.54,64,
2022-10-24,218,21,10.38,145,
2022-10-25,2092,27,77.48,1323,
2022-10-27,2855,31,92.1,1368,
2022-10-28,11524,29,397.38,11460,
2022-10-31,12444,47,264.77,11514,
2022-11-01,12429,50,248.58,12171,
2022-11-02,8253,29,284.59,7633,
2022-11-03,1879,34,55.26,1315,
2022-11-04,250,39,6.41,173,
2022-11-07,902,45,20.04,488,
2022-11-09,1636,41,39.9,1389,
2022-11-10,358,26,13.77,180,
2022-11-11,3170,26,121.92,3099,
2022-11-14,175,21,8.33,166,
2022-11-15,175,21,8.33,166,
2022-11-16,2837,23,123.35,2516,
2022-11-17,4212,15,280.8,104,
2022-11-18,2125,29,73.28,180,
2022-11-21,512,20,25.6,332,
2022-11-22,454,26,17.46,348,
2022-11-23,379,20,18.95,362,
2022-11-24,5216,19,274.53,5124,
2022-11-25,6034,91,66.31,3290,
2022-11-28,1574,28,56.21,855,
2022-11-29,2805,57,49.21,1764,
2022-11-30,3255,53,61.42,2456,
2022-12-01,6622,42,157.67,2785,
2022-12-02,5563,61,91.2,4579,
2022-12-05,5225,79,66.14,3584,
2022-12-06,1095,27,40.56,199,
2022-12-07,6322,75,84.29,3072,
2022-12-08,1685,29,58.1,1217,
