Date,TTL_TRD_QNTY,NO_OF_TRADES,QTY_PER_TRADE,DELIV_QTY
2019-09-30,30294,847,35.77,14569
2019-10-01,3471,210,16.53,2441
2019-10-03,8286,330,25.11,5613
2019-10-04,7205,365,19.74,4319
2019-10-07,6346,128,49.58,5827
2019-10-09,11539,517,22.32,8232
2019-10-10,9717,374,25.98,7471
2019-10-11,4379,246,17.8,3009
2019-10-14,1922,171,11.24,1332
2019-10-15,9954,601,16.56,3811
2019-10-16,11382,409,27.83,8465
2019-10-17,9194,269,34.18,6990
2019-10-18,22501,685,32.85,18648
2019-10-22,36517,983,37.15,14459
2019-10-23,55045,982,56.05,38074
2019-10-24,15192,458,33.17,11097
2019-10-25,19340,304,63.62,16334
2019-10-29,19988,506,39.5,14505
2019-10-30,15370,205,74.98,13698
2019-10-31,19396,384,50.51,16025
2019-11-01,26179,425,61.6,20435
2019-11-04,57520,928,61.98,37298
2019-11-05,13720,511,26.85,10468
2019-11-06,25731,413,62.3,22042
2019-11-07,40244,783,51.4,31908
2019-11-08,18121,566,32.02,12616
2019-11-11,8366,321,26.06,6011
2019-11-13,11566,352,32.86,9503
2019-11-14,5527,237,23.32,4040
2019-11-15,37999,496,76.61,29991
2019-11-18,72803,1645,44.26,39907
2019-11-19,9086,194,46.84,6821
2019-11-20,9554,226,42.27,7689
2019-11-21,13352,555,24.06,8334
2019-11-22,16226,1139,14.25,7344
2019-11-25,29601,872,33.95,19538
2019-11-26,17783,558,31.87,10244
2019-11-27,14972,251,59.65,13094
2019-11-28,7137,137,52.09,6484
2019-11-29,21374,707,30.23,19247
2019-12-02,6571,353,18.61,4101
2019-12-03,8928,300,29.76,6286
2019-12-04,8266,309,26.75,6062
2019-12-05,5892,390,15.11,3147
2019-12-06,19764,598,33.05,14044
2019-12-09,2721,147,18.51,1429
2019-12-10,12435,445,27.94,10009
2019-12-11,14997,676,22.18,13070
2019-12-12,7890,386,20.44,5471
2019-12-13,4367,509,8.58,2827
2019-12-16,3862,382,10.11,2904
2019-12-17,24578,744,33.03,16922
2019-12-18,10463,694,15.08,8202
2019-12-19,9210,230,40.04,6600
2019-12-20,8254,497,16.61,5783
2019-12-23,15838,703,22.53,11966
2019-12-24,7461,242,30.83,5913
2019-12-26,23342,616,37.89,14494
2019-12-27,17777,478,37.19,14595
2019-12-30,14733,578,25.49,9680
2019-12-31,39586,878,45.09,25609
2020-01-01,20165,270,74.69,16898
2020-01-02,466750,8632,54.07,162455
2020-01-03,117708,2776,42.4,50925
2020-01-06,49089,1198,40.98,30113
2020-01-07,65272,986,66.2,34013
2020-01-08,40143,1105,36.33,15857
