Date,TTL_TRD_QNTY,NO_OF_TRADES,QTY_PER_TRADE,DELIV_QTY,DELIV_PER
2023-02-10,30825,329,93.69,4744,
2023-02-13,1702,179,9.51,1063,
2023-02-14,23360,361,64.71,2848,
2023-02-15,24146,461,52.38,3294,
2023-02-16,1612,141,11.43,783,
2023-02-17,6338,484,13.1,3807,
2023-02-20,9887,909,10.88,6779,
2023-02-21,6507,397,16.39,2773,
2023-02-22,1058,76,13.92,489,
2023-02-23,2788,350,7.97,1343,
2023-02-24,1574,184,8.55,939,
2023-02-27,1921,244,7.87,1325,
2023-02-28,2589,187,13.84,2230,
2023-03-01,691,121,5.71,558,
2023-03-02,3038,180,16.88,2710,
2023-03-03,4256,291,14.63,3378,
2023-03-06,3300,276,11.96,1730,
2023-03-08,15076,1119,13.47,9117,
2023-03-09,31163,968,32.19,2851,
2023-03-10,22285,304,73.31,1361,
2023-03-13,11911,244,48.82,675,
2023-03-14,1849,174,10.63,437,
2023-03-15,8562,268,31.95,568,
2023-03-16,6691,407,16.44,4068,
2023-03-17,22271,1513,14.72,6779,
2023-03-20,12719,510,24.94,2681,
2023-03-21,25010,716,34.93,10939,
2023-03-22,3674,279,13.17,2420,
2023-03-23,1148,264,4.35,465,
2023-03-24,15222,254,59.93,14406,
2023-03-27,5188,221,23.48,3923,
2023-03-28,2487,249,9.99,1556,
2023-03-29,17408,450,38.68,14352,
2023-03-31,7690,334,23.02,3854,
2023-04-03,7765,295,26.32,1588,
2023-04-05,2321,212,10.95,1994,
2023-04-06,12072,115,104.97,11670,
2023-04-10,4224,511,8.27,1393,
2023-04-11,8719,463,18.83,7127,
2023-04-12,26011,790,32.93,23582,
2023-04-13,20467,778,26.31,1080,
2023-04-17,2925,232,12.61,1609
2023-04-18,9401,291,32.31,2534
2023-04-19,2029,128,15.85,251
2023-04-20,1439,133,10.82,1068
2023-04-21,5739,360,15.94,4890
2023-04-24,34163,276,123.78,31539
2023-04-25,2492,242,10.3,612
2023-04-26,676,168,4.02,425
2023-04-27,1638,172,9.52,975
2023-04-28,21706,99,219.25,21570
2023-05-02,8678,391,22.19,4281
2023-05-03,16343,282,57.95,3557
2023-05-04,2756,78,35.33,2282
2023-05-05,3399,115,29.56,2072
2023-05-08,1425,170,8.38,871
2023-05-09,2159,175,12.34,1573
2023-05-10,4043,236,17.13,2678
2023-05-11,62382,483,129.16,24864
2023-05-12,65528,760,86.22,22165
2023-05-15,32927,357,92.23,6216
2023-05-16,43111,910,47.37,3482
2023-05-17,102873,1162,88.53,66748
2023-05-18,37442,823,45.49,7778
2023-05-19,39932,1384,28.85,15481
2023-05-22,74127,1144,64.8,40629
