Date,TTL_TRD_QNTY,NO_OF_TRADES,QTY_PER_TRADE,DELIV_QTY,DELIV_PER
2022-07-21,16272,278,58.53,9673,
2022-07-22,48683,280,173.87,41091,
2022-07-25,124136,2351,52.8,116050,
2022-07-26,36728,666,55.15,26498,
2022-07-27,25691,255,100.75,23661,
2022-07-28,12550,395,31.77,10149,
2022-07-29,26507,442,59.97,22221,
2022-08-01,15812,348,45.44,9776,
2022-08-02,27881,386,72.23,20944,
2022-08-03,24345,278,87.57,19687,
2022-08-04,23347,175,133.41,19343,
2022-08-05,76471,1185,64.53,44836,
2022-08-10,35085,1280,27.41,20984,
2022-08-11,27372,922,29.69,17983,
2022-08-12,14738,647,22.78,8351,
2022-08-16,31188,883,35.32,22404,
2022-08-17,9830,364,27.01,7452,
2022-08-18,48759,288,169.3,45477,
2022-08-19,70337,1526,46.09,49656,
2022-08-22,23306,504,46.24,17274,
2022-08-23,7901,395,20.0,4786,
2022-08-24,22844,490,46.62,18610,
2022-08-25,20513,411,49.91,15990,
2022-08-26,26837,719,37.33,19926,
2022-08-29,24016,574,41.84,16422,
2022-08-30,58821,696,84.51,49540,
2022-09-01,9616,332,28.96,8052,
2022-09-02,51917,921,56.37,33871,
2022-09-05,35569,355,100.19,31397,
2022-09-06,34205,350,97.73,30999,
2022-09-07,36561,757,48.3,27723,
2022-09-08,5981,342,17.49,2808,
2022-09-09,28219,289,97.64,25249,
2022-09-12,52968,596,88.87,46337,
2022-09-13,55551,605,91.82,41233,
2022-09-14,30520,437,69.84,23154,
2022-09-15,26756,580,46.13,20443,
2022-09-16,31139,318,97.92,27767,
2022-09-19,27838,445,62.56,21451,
2022-09-20,9435,295,31.98,6300,
2022-09-21,19741,415,47.57,16636,
2022-09-22,7065,396,17.84,4544,
2022-09-23,18402,848,21.7,12353,
2022-09-26,18276,293,62.38,15971,
2022-09-27,2725,208,13.1,1385,
2022-09-28,13627,141,96.65,12112,
2022-09-29,6974,289,24.13,4938,
2022-09-30,9717,246,39.5,8369,
2022-10-03,33193,779,42.61,28223,
2022-10-04,19548,305,64.09,17414,
2022-10-06,23736,524,45.3,18109,
2022-10-07,19592,352,55.66,15409,
2022-10-10,12744,310,41.11,9970,
2022-10-11,10101,367,27.52,7379,
2022-10-12,25465,632,40.29,16359,
2022-10-13,5935,250,23.74,3915,
2022-10-14,2999,183,16.39,1561,
2022-10-17,6901,245,28.17,3130,
2022-10-18,10043,213,47.15,7984,
2022-10-19,11679,264,44.24,7664,
2022-10-20,17145,259,66.2,14621,
2022-10-21,8467,200,42.34,4862,
2022-10-24,2883,116,24.85,1445,
2022-10-25,14919,311,47.97,10304,
2022-10-27,1930,142,13.59,1240,
2022-10-28,10852,336,32.3,8888,
2022-10-31,6566,181,36.28,4928,
2022-11-01,6052,236,25.64,2980,
2022-11-02,10687,190,56.25,9177,
2022-11-03,6240,140,44.57,5274,
2022-11-04,10176,178,57.17,8870,
2022-11-07,27350,323,84.67,24334,
2022-11-09,121788,2323,52.43,83584,
2022-11-10,37246,703,52.98,25303,
2022-11-11,27150,969,28.02,16463,
2022-11-14,6188,385,16.07,3853,
2022-11-15,6188,385,16.07,3853,
2022-11-16,20301,561,36.19,14034,
2022-11-17,18343,661,27.75,11466,
2022-11-18,47463,437,108.61,43089,
2022-11-21,20149,450,44.78,15922,
2022-11-22,7303,844,8.65,3044,
2022-11-23,35774,911,39.27,27870,
2022-11-24,41775,2283,18.3,35788,
2022-11-25,36543,1802,20.28,20665,
2022-11-28,7147,389,18.37,5104,
2022-11-29,15908,268,59.36,13799,
2022-11-30,14928,453,32.95,10827,
2022-12-01,6976,364,19.16,4860,
2022-12-02,10684,448,23.85,6376,
2022-12-05,25576,714,35.82,16657,
2022-12-06,13075,574,22.78,10036,
2022-12-07,5505,218,25.25,3738,
2022-12-08,22076,432,51.1,18304,
2022-12-09,11960,343,34.87,9260,
2022-12-12,2097,176,11.91,1375,
2022-12-13,2044,124,16.48,970,
2022-12-14,8361,477,17.53,5252,
2022-12-15,8484,214,39.64,7657,
2022-12-16,5037,151,33.36,3814,
2022-12-19,1665,185,9.0,812,
2022-12-20,6331,248,25.53,4861,
2022-12-21,39364,1280,30.75,21969,
2022-12-22,19683,828,23.77,11773,
2022-12-23,17711,271,65.35,15469,
2022-12-26,9490,571,16.62,6895,
2022-12-27,1862,184,10.12,813,
2022-12-28,4937,842,5.86,1636,
