Date,TTL_TRD_QNTY,NO_OF_TRADES,QTY_PER_TRADE,DELIV_QTY
2019-09-30,4815,76,63.36,3561
2019-10-01,45901,1054,43.55,15714
2019-10-03,5376,109,49.32,3283
2019-10-04,7760,118,65.76,4988
2019-10-07,22161,366,60.55,15189
2019-10-09,9329,155,60.19,6216
2019-10-10,5622,173,32.5,3221
2019-10-11,15811,205,77.13,9588
2019-10-14,16885,157,107.55,11700
2019-10-15,7111,133,53.47,4822
2019-10-16,9381,190,49.37,5186
2019-10-17,4948,107,46.24,3862
2019-10-18,10939,199,54.97,9503
2019-10-22,31099,366,84.97,21149
2019-10-23,7047,181,38.93,5396
2019-10-24,7506,133,56.44,4755
2019-10-25,6436,103,62.49,3720
2019-10-29,6500,124,52.42,3839
2019-10-30,1928,66,29.21,1174
2019-10-31,10115,171,59.15,7373
2019-11-01,4530,81,55.93,2978
2019-11-04,6576,130,50.58,4987
2019-11-05,2587,97,26.67,1570
2019-11-06,5365,93,57.69,4035
2019-11-07,11086,182,60.91,7725
2019-11-08,1938,74,26.19,1505
2019-11-11,1990,38,52.37,1901
2019-11-13,7551,162,46.61,6297
2019-11-14,7270,160,45.44,5647
2019-11-15,5109,111,46.03,2991
2019-11-18,5126,68,75.38,3688
2019-11-19,1789,82,21.82,1193
2019-11-20,6027,170,35.45,3763
2019-11-21,5103,156,32.71,2931
2019-11-22,12726,221,57.58,7657
2019-11-25,2271,90,25.23,1549
2019-11-26,4837,135,35.83,3193
2019-11-27,3496,78,44.82,2232
2019-11-28,4892,88,55.59,3323
2019-11-29,2386,66,36.15,1613
2019-12-02,4201,118,35.6,3272
2019-12-03,4494,71,63.3,2827
2019-12-04,7678,129,59.52,4892
2019-12-05,2906,92,31.59,1511
2019-12-06,5921,38,155.82,4715
2019-12-09,6108,125,48.86,3085
2019-12-10,2269,73,31.08,1451
2019-12-11,3708,105,35.31,2978
2019-12-12,5694,114,49.95,3290
2019-12-13,3710,65,57.08,3037
2019-12-16,3573,77,46.4,2269
2019-12-17,1194,28,42.64,1086
2019-12-18,3112,46,67.65,1738
2019-12-19,2809,116,24.22,1654
2019-12-20,1163,35,33.23,767
2019-12-23,2685,64,41.95,2146
2019-12-24,6587,104,63.34,4880
2019-12-26,5027,66,76.17,3782
2019-12-27,3994,76,52.55,3705
2019-12-30,6771,53,127.75,5529
2019-12-31,3984,122,32.66,2889
2020-01-01,9622,138,69.72,6011
2020-01-02,12306,134,91.84,6613
2020-01-03,19565,170,115.09,13141
2020-01-06,7458,149,50.05,5415
2020-01-07,13715,171,80.2,11340
2020-01-08,91509,959,95.42,34770
2020-01-09,22828,286,79.82,13596
2020-01-10,15572,109,142.86,14726
2020-01-13,112447,1710,65.76,56989
2020-01-14,10606,157,67.55,8437
2020-01-15,10040,189,53.12,8090
2020-01-16,7774,121,64.25,6532
2020-01-17,4898,101,48.5,3497
2020-01-20,2752,54,50.96,2169
2020-01-21,8769,294,29.83,6798
2020-01-22,3438,122,28.18,2443
2020-01-23,2494,75,33.25,1546
2020-01-24,11103,305,36.4,6019
2020-01-27,17781,411,43.26,11905
2020-01-28,27021,815,33.15,18226
2020-01-29,6514,172,37.87,5280
2020-01-30,2091,41,51.0,1720
2020-01-31,11300,98,115.31,8517
2020-02-03,4979,143,34.82,3716
2020-02-04,10106,204,49.54,8087
2020-02-05,6844,72,95.06,6166
2020-02-06,2669,51,52.33,1792
2020-02-07,7021,66,106.38,3488
2020-02-10,2481,49,50.63,1894
2020-02-11,4411,61,72.31,2264
2020-02-12,4312,55,78.4,2956
2020-02-13,44070,635,69.4,24206
2020-02-14,7843,307,25.55,4980
2020-02-17,4823,194,24.86,4130
2020-02-18,10272,182,56.44,6377
2020-02-19,4630,102,45.39,2964
2020-02-20,4025,108,37.27,3355
2020-02-24,8555,203,42.14,5343
2020-02-25,3203,82,39.06,2192
2020-02-26,2682,71,37.77,1809
2020-02-27,6333,111,57.05,5410
2020-02-28,17362,396,43.84,12801
2020-03-02,6977,168,41.53,4001
2020-03-03,3785,69,54.86,3095
2020-03-04,9926,160,62.04,7882
2020-03-05,13246,284,46.64,8555
2020-03-06,13357,236,56.6,11450
2020-03-09,28170,473,59.56,17181
2020-03-11,12379,186,66.55,7206
2020-03-12,29695,310,95.79,22631
2020-03-13,20313,213,95.37,14868
2020-03-16,12625,217,58.18,10933
2020-03-17,14355,208,69.01,11786
2020-03-18,15024,230,65.32,10983
2020-03-19,24301,261,93.11,16258
2020-03-20,13190,123,107.24,9452
2020-03-23,10729,196,54.74,6788
2020-03-24,15645,111,140.95,7528
2020-03-25,9437,54,174.76,6573
2020-03-26,9698,140,69.27,5390
2020-03-27,9436,62,152.19,7988
2020-03-30,7585,88,86.19,5189
2020-03-31,11587,170,68.16,8143
2020-04-01,4467,34,131.38,3212
2020-04-03,4528,31,146.06,4366
2020-04-07,7615,117,65.09,5157
2020-04-08,26052,183,142.36,20588
2020-04-09,21010,140,150.07,17323
2020-04-15,3144,35,89.83,2369
2020-04-16,4218,37,114.0,3878
2020-04-17,10438,57,183.12,8061
2020-04-20,11827,113,104.66,9008
2020-04-21,6232,45,138.49,5885
2020-04-22,3765,34,110.74,2590
2020-04-23,5207,101,51.55,4343
2020-04-24,2862,62,46.16,2076
2020-04-27,4593,69,66.57,1527
2020-04-28,2994,63,47.52,2411
2020-04-29,1091,11,99.18,1091
2020-04-30,5439,54,100.72,3631
2020-05-04,3126,54,57.89,2926
2020-05-05,2419,40,60.48,1983
2020-05-06,1485,28,53.04,1300
2020-05-07,2530,31,81.61,2125
2020-05-08,2497,45,55.49,1866
2020-05-11,3953,38,104.03,3360
2020-05-12,4410,46,95.87,2609
2020-05-13,4132,49,84.33,3096
2020-05-14,3764,33,114.06,3441
2020-05-15,8903,126,70.66,3795
2020-05-18,2903,37,78.46,1818
2020-05-19,8902,83,107.25,6903
2020-05-20,3226,67,48.15,2238
2020-05-21,5000,65,76.92,3347
2020-05-22,13415,107,125.37,11751
2020-05-26,4748,58,81.86,2932
2020-05-27,4144,51,81.25,3212
2020-05-28,7340,58,126.55,3589
2020-05-29,4691,48,97.73,4075
2020-06-01,10376,67,154.87,8833
2020-06-02,12006,70,171.51,6182
2020-06-03,17330,85,203.88,13300
2020-06-04,17089,87,196.43,9726
2020-06-05,10839,143,75.8,7379
2020-06-08,14578,149,97.84,10470
2020-06-09,16546,235,70.41,9586
2020-06-10,3671,40,91.78,2939
2020-06-11,3327,79,42.11,2551
2020-06-12,15645,140,111.75,9829
2020-06-15,7407,120,61.72,4843
2020-06-16,5240,86,60.93,4170
2020-06-17,1351,31,43.58,666
2020-06-18,4658,73,63.81,3095
2020-06-19,10688,123,86.89,8031
2020-06-22,36795,272,135.28,22639
2020-06-23,16268,274,59.37,10776
2020-06-24,11978,188,63.71,9960
2020-06-25,8775,104,84.38,5062
2020-06-26,19597,223,87.88,11250
2020-06-29,15617,149,104.81,12730
2020-06-30,3350,81,41.36,2751
2020-07-01,4513,98,46.05,2694
2020-07-02,10055,128,78.55,6360
2020-07-03,7995,113,70.75,7342
2020-07-06,8977,190,47.25,5894
2020-07-07,9156,129,70.98,7042
2020-07-08,12380,143,86.57,8874
2020-07-09,8374,136,61.57,5553
2020-07-10,11004,115,95.69,8747
2020-07-13,7944,162,49.04,6167
2020-07-14,10342,163,63.45,7956
2020-07-15,5213,81,64.36,2679
2020-07-16,14195,194,73.17,7995
2020-07-17,5420,61,88.85,4414
2020-07-20,12353,112,110.29,7316
2020-07-21,10943,165,66.32,8445
2020-07-22,13841,125,110.73,5837
2020-07-23,3691,89,41.47,1879
2020-07-24,7191,76,94.62,3745
2020-07-27,6178,70,88.26,3399
2020-07-28,4203,88,47.76,2808
2020-07-29,8435,77,109.55,6994
2020-07-30,14496,122,118.82,10874
2020-07-31,10243,126,81.29,6796
2020-08-03,9409,99,95.04,7407
2020-08-04,1707,51,33.47,1353
2020-08-05,5712,57,100.21,5052
2020-08-06,31844,301,105.79,17546
2020-08-07,24880,363,68.54,14217
2020-08-10,15264,196,77.88,10696
2020-08-11,43023,430,100.05,23417
2020-08-12,56252,613,91.77,23950
2020-08-13,128526,964,133.33,44390
2020-08-14,18881,292,64.66,12788
2020-08-17,8103,169,47.95,5501
2020-08-18,13221,172,76.87,9754
2020-08-19,42778,300,142.59,38085
2020-08-20,190458,1238,153.84,62427
2020-08-21,128725,976,131.89,81410
2020-08-24,71888,642,111.98,38247
2020-08-25,26676,185,144.19,21783
2020-08-26,27491,223,123.28,19060
2020-08-27,52357,353,148.32,38533
2020-08-28,38852,252,154.17,28955
2020-08-31,20191,217,93.05,16569
2020-09-01,12936,89,145.35,7791
2020-09-02,6211,87,71.39,4607
2020-09-03,6776,91,74.46,3921
2020-09-04,6788,95,71.45,5972
2020-09-07,6502,96,67.73,5167
2020-09-08,13683,107,127.88,10192
2020-09-09,17979,123,146.17,11899
2020-09-10,11520,67,171.94,8438
2020-09-11,10892,94,115.87,8494
2020-09-14,5973,88,67.88,4908
2020-09-15,4767,77,61.91,2990
2020-09-16,18956,136,139.38,11749
2020-09-17,11789,182,64.77,6323
2020-09-18,7310,92,79.46,4088
2020-09-21,11342,96,118.15,7338
2020-09-22,12943,210,61.63,6466
2020-09-23,12203,307,39.75,3329
2020-09-24,8929,78,114.47,7545
2020-09-25,10698,193,55.43,5259
2020-09-29,12559,175,71.77,7062
2020-09-30,7080,133,53.23,3300
2020-10-01,5039,108,46.66,2920
2020-10-05,10552,291,36.26,6533
2020-10-06,9058,71,127.58,7386
2020-10-07,8731,68,128.4,7646
2020-10-08,10453,251,41.65,3627
2020-10-09,9584,189,50.71,2577
2020-10-12,3989,60,66.48,1915
2020-10-13,13912,226,61.56,6157
2020-10-14,5325,73,72.95,4389
2020-10-15,16881,221,76.38,7625
2020-10-16,2888,54,53.48,1888
2020-10-19,24908,240,103.78,18700
2020-10-20,6389,166,38.49,1999
2020-10-21,6267,134,46.77,3517
2020-10-22,9727,167,58.25,4406
2020-10-23,9574,88,108.8,7104
2020-10-26,77419,860,90.02,39363
2020-10-27,192907,1783,108.19,90165
2020-10-28,131983,1038,127.15,69725
2020-10-29,20101,259,77.61,8469
2020-10-30,103765,1029,100.84,33620
2020-11-02,40501,461,87.85,24784
2020-11-03,10223,132,77.45,8042
2020-11-04,12253,235,52.14,7172
2020-11-05,51269,451,113.68,31328
2020-11-06,44742,613,72.99,24174
2020-11-09,23404,271,86.36,15820
2020-11-10,13442,269,49.97,6559
2020-11-11,8785,213,41.24,5174
2020-11-12,16619,284,58.52,9639
2020-11-13,9160,407,22.51,4327
2020-11-17,26536,340,78.05,16568
2020-11-18,454537,3277,138.71,174026
2020-11-19,440760,3769,116.94,238867
2020-11-20,56102,522,107.48,31247
2020-11-23,98392,1083,90.85,54694
2020-11-24,33570,351,95.64,19882
2020-11-25,24412,151,161.67,20587
2020-11-26,18585,161,115.43,17545
