Date,TTL_TRD_QNTY,NO_OF_TRADES,QTY_PER_TRADE,DELIV_QTY,DELIV_PER
2022-11-16,27437210,470729,58.29,13832062,
2022-11-17,4548853,76732,59.28,1290382,
2022-11-18,2754410,86106,31.99,835961,
2022-11-21,1119849,24416,45.87,480595,
2022-11-22,1194243,23363,51.12,720872,
2022-11-23,4006812,56172,71.33,2110250,
2022-11-24,9697965,90785,106.82,2526378,
2022-11-25,9386769,133176,70.48,2310827,
2022-11-28,6560933,92315,71.07,1922918,
2022-11-29,6168593,104959,58.77,1718342,
2022-11-30,3126303,65437,47.78,1204963,
2022-12-01,1318502,30270,43.56,415011,
2022-12-02,829068,26089,31.78,269417,
2022-12-05,552058,15348,35.97,244882,
2022-12-06,560446,12789,43.82,195431,
2022-12-07,2545980,36049,70.63,560888,
2022-12-08,957992,21141,45.31,358354,
2022-12-09,570979,15252,37.44,295447,
2022-12-12,415159,11834,35.08,163296,
2022-12-13,362195,11682,31.0,178249,
2022-12-14,1222965,19924,61.38,393702,
2022-12-15,432752,10410,41.57,144336,
2022-12-16,1353175,14287,94.71,1083111,
2022-12-19,252839,10038,25.19,123643,
2022-12-20,161483,4844,33.34,74663,
2022-12-21,389627,9378,41.55,200748,
2022-12-22,435880,15700,27.76,197533,
2022-12-23,856994,12679,67.59,242412,
2022-12-26,210930,6051,34.86,126709,
2022-12-27,290085,2632,110.21,154942,
2022-12-28,499502,4717,105.89,257701,
2022-12-29,578705,4305,134.43,431355,
2022-12-30,1871999,36688,51.02,1039662,
2023-01-02,476079,18764,25.37,220003
2023-01-03,842251,19069,44.17,303112
2023-01-04,343325,12989,26.43,186000
2023-01-05,229665,6394,35.92,102582
2023-01-06,257367,7779,33.08,109376
