Date,TTL_TRD_QNTY,NO_OF_TRADES,QTY_PER_TRADE,DELIV_QTY,DELIV_PER
2022-11-07,12418,526,23.61,8509,
2022-11-09,4675,209,22.37,3730,
2022-11-10,1774,135,13.14,1370,
2022-11-11,2115,266,7.95,1206,
2022-11-14,1042,183,5.69,588,
2022-11-15,1042,183,5.69,588,
2022-11-16,3515,183,19.21,2381,
2022-11-17,14677,866,16.95,11508,
2022-11-18,4870,190,25.63,4312,
2022-11-21,2084,211,9.88,1550,
2022-11-22,12643,1364,9.27,8108,
2022-11-23,3449,383,9.01,2318,
2022-11-24,4868,544,8.95,2689,
2022-11-25,5059,424,11.93,3998,
2022-11-28,1384,150,9.23,741,
2022-11-29,3972,378,10.51,2637,
2022-11-30,3216,112,28.71,2925,
2022-12-01,3666,316,11.6,3048,
2022-12-02,2034,210,9.69,1150,
2022-12-05,18160,1176,15.44,10597,
2022-12-06,17433,1072,16.26,10478,
2022-12-07,5876,600,9.79,3921,
2022-12-08,4608,364,12.66,2953,
2022-12-09,7704,621,12.41,6071,
2022-12-12,10694,737,14.51,7258,
2022-12-13,18765,1166,16.09,13344,
2022-12-14,17270,1239,13.94,6820,
2022-12-15,3474,438,7.93,2314,
2022-12-16,2855,375,7.61,1833,
2022-12-19,4120,588,7.01,2944,
2022-12-20,3637,379,9.6,2457,
2022-12-21,3658,316,11.58,2451,
2022-12-22,46115,524,88.01,43917,
2022-12-23,4002,503,7.96,2393,
2022-12-26,2712,230,11.79,1768,
2022-12-27,1686,223,7.56,854,
2022-12-28,1827,295,6.19,931,
2022-12-29,1030,109,9.45,764,
2022-12-30,1495,209,7.15,838,
2023-01-02,3325,211,15.76,2430,
2023-01-03,1049,223,4.7,477,
2023-01-04,2434,153,15.91,1705,
2023-01-05,951,170,5.59,569,
2023-01-06,3648,285,12.8,2812,
2023-01-09,4102,420,9.77,3124,
2023-01-10,6820,501,13.61,4768,
2023-01-11,3631,280,12.97,2916,
2023-01-12,1553,139,11.17,1274,
2023-01-13,876,123,7.12,545
