Date,TTL_TRD_QNTY,NO_OF_TRADES,QTY_PER_TRADE,DELIV_QTY,DELIV_PER
2022-10-07,58312,1410,41.36,44291,
2022-10-10,28373,806,35.2,17207,
2022-10-11,36500,751,48.6,24322,
2022-10-12,13074,418,31.28,8240,
2022-10-13,22361,458,48.82,13290,
2022-10-14,16244,509,31.91,8331,
2022-10-17,22191,415,53.47,16439,
2022-10-18,15934,419,38.03,9756,
2022-10-19,21981,509,43.18,15249,
2022-10-20,15836,394,40.19,10747,
2022-10-21,13345,335,39.84,7129,
2022-10-24,9347,311,30.05,4284,
2022-10-25,32548,683,47.65,23137,
2022-10-27,11296,354,31.91,6058,
2022-10-28,16367,268,61.07,13232,
2022-10-31,31052,562,55.25,23113,
2022-11-01,28007,763,36.71,21634,
2022-11-02,9398,387,24.28,5340,
2022-11-03,9779,303,32.27,5734,
2022-11-04,16252,347,46.84,12226,
2022-11-07,11017,251,43.89,6993,
2022-11-09,31624,789,40.08,19972,
2022-11-10,395870,5968,66.33,151075,
2022-11-11,77596,1581,49.08,44641,
2022-11-14,33123,813,40.74,18772,
2022-11-15,33123,813,40.74,18772,
2022-11-16,48398,737,65.67,31304,
2022-11-17,23289,665,35.02,13974,
2022-11-18,29632,762,38.89,18594,
2022-11-21,46876,942,49.76,21081,
2022-11-22,28450,555,51.26,19747,
2022-11-23,16552,520,31.83,11701,
2022-11-24,24701,754,32.76,18221,
2022-11-25,34793,708,49.14,25536,
2022-11-28,47766,776,61.55,30306,
2022-11-29,44884,698,64.3,31419,
2022-11-30,119591,1398,85.54,55165,
2022-12-01,63051,859,73.4,44771,
2022-12-02,38817,696,55.77,25375,
2022-12-05,264014,2947,89.59,145096,
2022-12-06,120847,2053,58.86,57802,
2022-12-07,86857,1921,45.21,55697,
2022-12-08,28786,889,32.38,17800,
2022-12-09,61371,994,61.74,46281,
2022-12-12,35625,697,51.11,25422,
2022-12-13,40591,990,41.0,24449,
2022-12-14,16894,466,36.25,11425,
2022-12-15,24784,469,52.84,17991,
2022-12-16,37196,738,50.4,25102,
2022-12-19,42149,745,56.58,17812,
2022-12-20,38829,335,115.91,32798,
2022-12-21,47758,938,50.91,27179,
2022-12-22,39718,888,44.73,22912,
2022-12-23,50728,844,60.1,36159,
2022-12-26,29893,687,43.51,16582,
2022-12-27,22841,400,57.1,16755,
2022-12-28,19781,391,50.59,13626,
2022-12-29,14248,335,42.53,8846,
2022-12-30,21028,383,54.9,16307,
2023-01-02,17236,373,46.21,11609,
2023-01-03,12814,238,53.84,9371,
2023-01-04,29680,443,67.0,16709,
2023-01-05,9158,240,38.16,5631,
2023-01-06,50862,656,77.53,36317,
2023-01-09,18390,360,51.08,13388,
2023-01-10,18157,304,59.73,12738,
2023-01-11,13069,255,51.25,6794,
2023-01-12,8919,252,35.39,5199,
2023-01-13,9046,256,35.34,3397
