Date,TTL_TRD_QNTY,NO_OF_TRADES,QTY_PER_TRADE,DELIV_QTY,DELIV_PER
2022-11-18,26949,825,32.67,12869,
2022-11-21,16125,699,23.07,11105,
2022-11-22,7829,425,18.42,5385,
2022-11-23,5677,280,20.27,3495,
2022-11-24,10232,631,16.22,7143,
2022-11-25,7344,546,13.45,5141,
2022-11-28,7779,457,17.02,5767,
2022-11-29,10680,784,13.62,7478,
2022-11-30,5335,377,14.15,4171,
2022-12-01,18162,1693,10.73,9208,
2022-12-02,9704,920,10.55,5599,
2022-12-05,10828,683,15.85,7931,
2022-12-06,29227,1528,19.13,14346,
2022-12-07,4644,436,10.65,2561,
2022-12-08,35274,1633,21.6,15814,
2022-12-09,7457,912,8.18,4054,
2022-12-12,4469,529,8.45,2225,
2022-12-13,14956,1074,13.93,10844,
2022-12-14,6199,527,11.76,4208,
2022-12-15,5813,393,14.79,3452,
2022-12-16,15114,874,17.29,11795,
2022-12-19,6488,424,15.3,3707,
2022-12-20,2561,255,10.04,1424,
2022-12-21,9940,597,16.65,6965,
2022-12-22,19268,1482,13.0,12199,
2022-12-23,24338,1007,24.17,18323,
2022-12-26,8093,584,13.86,5235,
2022-12-27,8638,737,11.72,5037,
2022-12-28,2749,393,6.99,1634,
2022-12-29,5263,377,13.96,2921,
2022-12-30,6887,540,12.75,4083,
2023-01-02,2746,317,8.66,1986,
2023-01-03,3478,277,12.56,2614,
2023-01-04,2767,383,7.22,1478,
2023-01-05,8410,858,9.8,4633,
2023-01-06,2001,387,5.17,782,
2023-01-09,9220,540,17.07,7624,
2023-01-10,3077,315,9.77,1896,
2023-01-11,4908,256,19.17,3578,
2023-01-12,4861,225,21.6,3493,
2023-01-13,3509,262,13.39,2372,
2023-01-16,3996,264,15.14,2911,
2023-01-17,3981,426,9.35,2379,
2023-01-18,5065,303,16.72,3701,
2023-01-19,2171,251,8.65,1361,
2023-01-20,2502,208,12.03,1546,
2023-01-23,9549,331,28.85,7625,
2023-01-24,6135,540,11.36,3046,
2023-01-25,5985,324,18.47,4447,
2023-01-27,6024,530,11.37,3727,
2023-01-30,9028,1500,6.02,6006,
2023-01-31,4324,394,10.97,2839,
2023-02-01,2159,226,9.55,1265,
2023-02-02,6815,282,24.17,5225,
2023-02-03,5882,371,15.85,4293,
2023-02-06,1831,232,7.89,1089,
2023-02-07,4151,245,16.94,3440,
2023-02-08,2044,169,12.09,1707,
2023-02-09,2054,156,13.17,1616,
2023-02-10,2160,93,23.23,1927,
2023-02-13,4082,381,10.71,2724,
2023-02-14,2072,252,8.22,1440,
2023-02-15,4367,253,17.26,3853,
2023-02-16,3362,427,7.87,2249,
2023-02-17,3331,125,26.65,2883,
2023-02-20,1682,115,14.63,1305,
2023-02-21,3443,233,14.78,2541,
2023-02-22,2354,316,7.45,1007,
2023-02-23,6288,843,7.46,4186,
2023-02-24,15052,947,15.89,7693,
2023-02-27,6417,901,7.12,3220,
2023-02-28,8079,991,8.15,3937,
2023-03-01,5119,333,15.37,3642,
2023-03-02,3748,334,11.22,2640,
2023-03-03,2141,169,12.67,1567,
2023-03-06,6218,350,17.77,3762,
2023-03-08,6882,511,13.47,4133,
2023-03-09,9367,475,19.72,6903,
2023-03-10,3885,323,12.03,2555,
2023-03-13,3835,389,9.86,2641,
2023-03-14,2907,245,11.87,2179,
2023-03-15,4299,490,8.77,2579,
2023-03-16,11203,451,24.84,9177,
2023-03-17,10075,307,32.82,8176,
2023-03-20,5457,385,14.17,3808,
2023-03-21,1589,168,9.46,994,
2023-03-22,4771,406,11.75,2930,
2023-03-23,5998,1163,5.16,1586,
2023-03-24,3088,453,6.82,1689,
2023-03-27,27501,1174,23.43,23886,
2023-03-28,2262,344,6.58,1170,
2023-03-29,42501,2695,15.77,22996,
2023-03-31,22639,2172,10.42,8927,
2023-04-03,7820,896,8.73,4975,
2023-04-05,26917,1369,19.66,21314,
2023-04-06,10571,1639,6.45,4866,
2023-04-10,6309,935,6.75,3860,
2023-04-11,13204,1031,12.81,7290,
2023-04-12,3868,520,7.44,2077,
2023-04-13,22369,1871,11.96,9655,
2023-04-17,10180,1123,9.07,6215
2023-04-18,30499,1903,16.03,18085
2023-04-19,45218,4115,10.99,15908
2023-04-20,10910,1225,8.91,4930
2023-04-21,7326,1022,7.17,4417
2023-04-24,5500,683,8.05,3494
2023-04-25,9834,805,12.22,6631
2023-04-26,5694,706,8.07,3364
2023-04-27,5131,492,10.43,3705
2023-04-28,11138,1056,10.55,7753
2023-05-02,10997,999,11.01,7173
2023-05-03,6241,831,7.51,3350
2023-05-04,13152,752,17.49,10852
2023-05-05,12868,659,19.53,10745
2023-05-08,10974,1755,6.25,7125
2023-05-09,42930,4075,10.53,21917
2023-05-10,73205,3488,20.99,50010
2023-05-11,6295,920,6.84,3551
2023-05-12,4901,748,6.55,3086
2023-05-15,10741,1081,9.94,6234
2023-05-16,27406,1607,17.05,11959
2023-05-17,21368,1568,13.63,13223
2023-05-18,11591,1287,9.01,6587
2023-05-19,14990,1024,14.64,6456
2023-05-22,7262,818,8.88,4322
