Date,TTL_TRD_QNTY,NO_OF_TRADES,QTY_PER_TRADE,DELIV_QTY,DELIV_PER
2022-07-01,867,134,6.47,604,
2022-07-04,973,129,7.54,752,
2022-07-05,2479,286,8.67,1700,
2022-07-06,2555,366,6.98,1343,
2022-07-07,1221,257,4.75,928,
2022-07-08,2711,402,6.74,1976,
2022-07-11,2383,322,7.4,1751,
2022-07-12,4605,222,20.74,3721,
2022-07-13,1093,235,4.65,666,
2022-07-14,1777,254,7.0,1436,
2022-07-15,2137,225,9.5,1802,
2022-07-18,15506,940,16.5,13193,
2022-07-19,56455,4168,13.54,31492,
2022-07-20,34988,3169,11.04,18002,
2022-07-21,4650,794,5.86,1890,
2022-07-22,4436,706,6.28,3021,
2022-07-25,8841,1271,6.96,6353,
2022-07-26,2596,389,6.67,1700,
2022-07-27,10875,558,19.49,8827,
2022-07-28,1711,317,5.4,824,
2022-07-29,2090,306,6.83,1569,
2022-08-01,3841,360,10.67,2523,
2022-08-02,5811,677,8.58,4199,
2022-08-03,4186,800,5.23,2370,
2022-08-04,5225,765,6.83,4013,
2022-08-05,3738,543,6.88,2783,
2022-08-10,4357,556,7.84,3450,
2022-08-11,6293,536,11.74,5597,
2022-08-12,1938,497,3.9,1206,
2022-08-16,1388,277,5.01,812,
2022-08-17,1322,220,6.01,903,
2022-08-18,1040,152,6.84,786,
2022-08-19,4461,431,10.35,2383,
2022-08-22,1150,264,4.36,579,
2022-08-23,816,148,5.51,565,
2022-08-24,11335,1151,9.85,7552,
2022-08-25,7507,996,7.54,4475,
2022-08-26,4009,733,5.47,2547,
2022-08-29,3377,694,4.87,2136,
2022-08-30,5607,937,5.98,3573,
2022-09-01,42221,2952,14.3,36519,
2022-09-02,5526,980,5.64,3422,
2022-09-05,3437,887,3.87,2048,
2022-09-06,6263,940,6.66,4533,
2022-09-07,2549,551,4.63,1744,
2022-09-08,2539,692,3.67,1455,
2022-09-09,4166,681,6.12,3275,
2022-09-12,5701,822,6.94,4659,
2022-09-13,3384,499,6.78,2446,
2022-09-14,8480,892,9.51,6410,
2022-09-15,4925,818,6.02,3110,
2022-09-16,6246,502,12.44,5320,
2022-09-19,2679,384,6.98,2055,
2022-09-20,2049,339,6.04,1527,
2022-09-21,4448,501,8.88,3596,
2022-09-22,2978,486,6.13,1998,
2022-09-23,4186,800,5.23,3368,
2022-09-26,4387,701,6.26,3392,
2022-09-27,3127,502,6.23,2201,
2022-09-28,5283,619,8.53,4177,
2022-09-29,4840,523,9.25,3851,
2022-09-30,3576,419,8.53,2916,
2022-10-03,7270,937,7.76,5459,
2022-10-04,14414,1349,10.68,11321,
2022-10-06,8699,1146,7.59,5981,
2022-10-07,1855,398,4.66,1364,
2022-10-10,3544,571,6.21,2401,
2022-10-11,7365,909,8.1,5385,
2022-10-12,2301,476,4.83,1721,
2022-10-13,1344,260,5.17,833,
2022-10-14,827,206,4.01,662,
2022-10-17,1795,336,5.34,1323,
2022-10-18,871,218,4.0,528,
2022-10-19,2148,345,6.23,1474,
2022-10-20,704,161,4.37,474,
2022-10-21,2393,479,5.0,1743,
2022-10-24,2128,189,11.26,1698,
2022-10-25,1414,267,5.3,800,
2022-10-27,379,86,4.41,321,
2022-10-28,3569,250,14.28,3199,
2022-10-31,2536,299,8.48,1990,
2022-11-01,5605,681,8.23,3145,
2022-11-02,3626,271,13.38,3249,
2022-11-03,2966,544,5.45,2109,
2022-11-04,4789,873,5.49,2484,
2022-11-07,3290,734,4.48,1977,
2022-11-09,4930,743,6.64,3509,
2022-11-10,3303,701,4.71,2025,
2022-11-11,1749,468,3.74,1153,
2022-11-14,2583,523,4.94,1613,
2022-11-15,2583,523,4.94,1613,
2022-11-16,8660,646,13.41,7147,
2022-11-17,8509,971,8.76,7023,
2022-11-18,4940,568,8.7,3863,
2022-11-21,1428,460,3.1,924,
2022-11-22,2073,592,3.5,1452,
2022-11-23,2857,551,5.19,1917,
2022-11-24,3644,608,5.99,2815,
2022-11-25,3564,677,5.26,2705,
2022-11-28,15900,1353,11.75,13845,
2022-11-29,5209,1049,4.97,3228,
2022-11-30,3414,674,5.07,2265,
2022-12-01,10036,2747,3.65,3905,
2022-12-02,2200,567,3.88,1225,
2022-12-05,2877,505,5.7,1801,
2022-12-06,1031,348,2.96,544,
2022-12-07,1061,299,3.55,692,
2022-12-08,1393,326,4.27,815,
2022-12-09,1461,366,3.99,900,
2022-12-12,1196,217,5.51,879,
2022-12-13,1149,238,4.83,834,
2022-12-14,5796,560,10.35,3983,
2022-12-15,2256,362,6.23,1524,
2022-12-16,1779,362,4.91,1270,
2022-12-19,518,130,3.98,309,
2022-12-20,1923,510,3.77,1077,
2022-12-21,4783,496,9.64,3972,
2022-12-22,2135,538,3.97,1014,
2022-12-23,3834,963,3.98,2481,
2022-12-26,5915,840,7.04,4244,
2022-12-27,5678,1085,5.23,4296,
2022-12-28,4460,1027,4.34,2832,
2022-12-29,7063,900,7.85,5038,
2022-12-30,8695,1325,6.56,6412,
2023-01-02,3763,931,4.04,2150,
2023-01-03,3203,423,7.57,2381,
2023-01-04,2974,229,12.99,2635,
2023-01-05,6351,1454,4.37,3685,
2023-01-06,1983,421,4.71,1334,
2023-01-09,1495,354,4.22,865,
2023-01-10,5153,263,19.59,4521,
2023-01-11,1963,286,6.86,1456,
2023-01-12,988,159,6.21,458,
2023-01-13,1754,286,6.13,863,
2023-01-16,2002,344,5.82,1211,
2023-01-17,1837,347,5.29,1085,
2023-01-18,1405,315,4.46,982,
2023-01-19,1578,289,5.46,1092,
2023-01-20,5157,1341,3.85,2933,
2023-01-23,6416,1546,4.15,4193,
2023-01-24,3477,854,4.07,2048,
2023-01-25,5383,1100,4.89,3409,
2023-01-27,10130,1892,5.35,7165,
2023-01-30,10536,2168,4.86,6171,
2023-01-31,11089,1793,6.18,6194,
2023-02-01,4983,1019,4.89,2787,
2023-02-02,2844,625,4.55,1567,
2023-02-03,6173,1168,5.29,3356,
2023-02-06,6404,943,6.79,3772,
2023-02-07,3125,665,4.7,1899,
2023-02-08,3318,490,6.77,2662,
2023-02-09,2694,588,4.58,1546,
2023-02-10,22157,1072,20.67,19629,
2023-02-13,3243,784,4.14,1765,
2023-02-14,4238,631,6.72,3095,
2023-02-15,3000,462,6.49,2140,
2023-02-16,2141,474,4.52,1143,
2023-02-17,2404,444,5.41,1521,
2023-02-20,1421,412,3.45,704,
2023-02-21,1750,170,10.29,1489,
2023-02-22,7049,735,9.59,3659,
2023-02-23,4928,605,8.15,3710,
2023-02-24,4162,647,6.43,2738,
2023-02-27,10234,625,16.37,8485,
2023-02-28,3844,503,7.64,1855,
2023-03-01,3610,735,4.91,1803,
