Date,TTL_TRD_QNTY,NO_OF_TRADES,QTY_PER_TRADE,DELIV_QTY
2019-09-30,7212,716,10.07,4714
2019-10-01,61137,2328,26.26,24070
2019-10-03,21985,1126,19.52,13223
2019-10-04,38577,1773,21.76,20751
2019-10-07,16005,1034,15.48,5890
2019-10-09,18011,948,19.0,8173
2019-10-10,15913,437,36.41,11790
2019-10-11,23492,1119,20.99,12779
2019-10-14,11040,654,16.88,5472
2019-10-15,19301,1104,17.48,10600
2019-10-16,5718,515,11.1,3386
2019-10-17,52883,2489,21.25,31654
2019-10-18,71382,4119,17.33,25103
2019-10-22,22577,1485,15.2,12887
2019-10-23,9829,652,15.08,5473
2019-10-24,9190,658,13.97,4956
2019-10-25,13608,988,13.77,8493
2019-10-29,48987,2182,22.45,31146
2019-10-30,96909,3904,24.82,20620
2019-10-31,49113,1640,29.95,21584
2019-11-01,16570,1076,15.4,7694
2019-11-04,24232,1011,23.97,12853
2019-11-05,20999,961,21.85,12974
2019-11-06,235991,6214,37.98,116464
2019-11-07,32126,1446,22.22,16844
2019-11-08,21447,827,25.93,10261
2019-11-11,31318,1653,18.95,13726
2019-11-13,178717,5112,34.96,110014
2019-11-14,31311,1423,22.0,15215
2019-11-15,19493,1014,19.22,11333
2019-11-18,12089,870,13.9,7539
2019-11-19,20086,1244,16.15,9447
2019-11-20,22442,819,27.4,10280
2019-11-21,17939,1261,14.23,5478
2019-11-22,10793,651,16.58,5007
2019-11-25,28822,1933,14.91,15646
2019-11-26,61091,2294,26.63,45197
2019-11-27,29159,1387,21.02,20733
2019-11-28,45412,2507,18.11,32581
2019-11-29,23606,1135,20.8,17136
2019-12-02,30998,1521,20.38,21283
2019-12-03,88520,2327,38.04,66849
2019-12-04,37409,1224,30.56,23750
2019-12-05,45400,2062,22.02,29888
2019-12-06,28042,1157,24.24,18597
2019-12-09,28368,1445,19.63,9633
2019-12-10,9665,467,20.7,6382
2019-12-11,13031,549,23.74,7309
2019-12-12,20142,1204,16.73,10706
2019-12-13,62328,3842,16.22,22290
2019-12-16,12870,1151,11.18,6375
2019-12-17,29156,1712,17.03,12759
2019-12-18,10975,854,12.85,6810
2019-12-19,22143,1267,17.48,14191
2019-12-20,33360,2469,13.51,18243
2019-12-23,19576,1248,15.69,9010
2019-12-24,29443,1332,22.1,7687
2019-12-26,13202,690,19.13,6554
2019-12-27,25423,1283,19.82,13128
2019-12-30,15326,352,43.54,12211
2019-12-31,10277,640,16.06,7340
2020-01-01,11671,588,19.85,7858
2020-01-02,56106,1468,38.22,25757
2020-01-03,89478,2617,34.19,34244
2020-01-06,18285,691,26.46,9480
2020-01-07,16810,914,18.39,9924
2020-01-08,33892,1799,18.84,9530
2020-01-09,34079,1129,30.19,16627
2020-01-10,52969,1547,34.24,23373
2020-01-13,17438,568,30.7,10011
2020-01-14,29968,2034,14.73,18142
2020-01-15,14246,831,17.14,8342
2020-01-16,211939,3652,58.03,124625
2020-01-17,25581,704,36.34,15225
2020-01-20,17101,672,25.45,13164
2020-01-21,19176,775,24.74,12014
2020-01-22,16209,644,25.17,11229
2020-01-23,715186,5060,141.34,633669
2020-01-24,40671,1366,29.77,19715
2020-01-27,38302,1074,35.66,18102
2020-01-28,25185,1258,20.02,11436
2020-01-29,356669,7198,49.55,62147
2020-01-30,261450,6417,40.74,110016
2020-01-31,43355,1344,32.26,23708
2020-02-03,100246,1475,67.96,74799
2020-02-04,30862,1240,24.89,14121
2020-02-05,29712,1404,21.16,17032
2020-02-06,636835,11244,56.64,184035
2020-02-07,143266,4395,32.6,80570
2020-02-10,106724,3289,32.45,53409
2020-02-11,45195,1508,29.97,30944
2020-02-12,71380,2664,26.79,49250
2020-02-13,1091377,3158,345.59,1012912
2020-02-14,46793,2029,23.06,26779
