Date,TTL_TRD_QNTY,NO_OF_TRADES,QTY_PER_TRADE,DELIV_QTY
2019-09-30,1155846,14862,77.77,504279
2019-10-01,6116254,50686,120.67,3309009
2019-10-03,13739686,105649,130.05,6093466
2019-10-04,5954443,48732,122.19,2176302
2019-10-07,7023513,49514,141.85,3092934
2019-10-09,10954146,97851,111.95,6708275
2019-10-10,7005978,62327,112.41,3886761
2019-10-11,4851916,50999,95.14,2126327
2019-10-14,12103124,47043,257.28,7446688
2019-10-15,3343086,25188,132.73,1503321
2019-10-16,7120739,59802,119.07,3095068
2019-10-17,6641078,114670,57.91,2922128
2019-10-18,5268158,52551,100.25,2273522
2019-10-22,6963769,85353,81.59,3541539
2019-10-23,6952343,17823,390.08,5614061
2019-10-24,2509892,17179,146.1,1698535
2019-10-25,1658505,17057,97.23,1244566
2019-10-29,708351,3538,200.21,557151
2019-10-30,2279462,14596,156.17,1354322
2019-10-31,2488448,18788,132.45,1408256
2019-11-01,1101851,17319,63.62,660730
2019-11-04,1940044,17752,109.29,1302762
2019-11-05,2000048,11947,167.41,1321598
2019-11-06,2298975,9612,239.18,1430932
2019-11-07,154265,1139,135.44,154265
2019-11-08,196976,865,227.72,196966
2019-11-11,7710477,11883,648.87,5044896
2019-11-13,7826533,31312,249.95,4015218
2019-11-14,4169234,39374,105.89,2249033
2019-11-15,4075390,33584,121.35,2085004
2019-11-18,1215573,14844,81.89,811717
2019-11-19,1486035,11539,128.78,1024597
2019-11-20,1227575,9268,132.45,708745
2019-11-21,1398590,9052,154.51,1082759
2019-11-22,726085,10375,69.98,474638
2019-11-25,1627447,15613,104.24,1001684
2019-11-26,1519016,15041,100.99,1123872
2019-11-27,619842,10715,57.85,382721
2019-11-28,1733720,11864,146.13,1112886
2019-11-29,1222450,16231,75.32,700361
2019-12-02,779978,7752,100.62,476731
2019-12-03,803537,10396,77.29,498534
2019-12-04,1284823,13841,92.83,670241
2019-12-05,2933858,13591,215.87,1183972
2019-12-06,1714001,24726,69.32,981714
2019-12-09,615677,10191,60.41,322493
2019-12-10,652875,8572,76.16,348321
2019-12-11,721699,8489,85.02,445524
2019-12-12,474399,7903,60.03,271741
2019-12-13,883959,11439,77.28,407731
2019-12-16,1411458,17462,80.83,652176
2019-12-17,518953,6873,75.51,271699
2019-12-18,772267,8306,92.98,511393
2019-12-19,335463,5866,57.19,189168
2019-12-20,971527,12688,76.57,470582
2019-12-23,502008,9780,51.33,301869
2019-12-24,483315,5570,86.77,271223
2019-12-26,773538,6987,110.71,359607
2019-12-27,725084,8713,83.22,366522
2019-12-30,626330,5506,113.75,440560
2019-12-31,1327308,14090,94.2,840036
2020-01-01,471336,5315,88.68,172634
2020-01-02,3110336,21309,145.96,1239442
2020-01-03,3103427,35559,87.28,1482145
2020-01-06,1557714,17836,87.34,974139
2020-01-07,780174,10117,77.12,355110
2020-01-08,795250,5543,143.47,333178
2020-01-09,928565,9619,96.53,441619
2020-01-10,7750640,30011,258.26,3026373
2020-01-13,5797383,41617,139.3,2519903
2020-01-14,2117209,22630,93.56,1149139
2020-01-15,1878729,16379,114.7,786706
2020-01-16,1908767,16604,114.96,1237167
2020-01-17,1739664,16067,108.28,904681
2020-01-20,1045422,11568,90.37,594893
2020-01-21,1402413,6673,210.16,1123215
2020-01-22,1660221,19727,84.16,1320489
2020-01-23,2667695,22851,116.74,1913828
2020-01-24,2609753,19700,132.47,1580939
2020-01-27,6232147,22857,272.66,2100054
2020-01-28,2538890,19682,129.0,1453575
2020-01-29,1499690,9432,159.0,1042497
2020-01-30,780457,7291,107.04,477551
2020-01-31,790032,7473,105.72,488854
2020-02-03,1316150,9388,140.19,939228
2020-02-04,4481203,14941,299.93,3941463
