Date,TTL_TRD_QNTY,NO_OF_TRADES,QTY_PER_TRADE,DELIV_QTY
2019-09-30,621516,39064,15.91,268261
2019-10-01,546876,37011,14.78,87206
2019-10-03,292132,47328,6.17,82623
2019-10-04,342652,32953,10.4,95899
2019-10-07,276023,22126,12.48,55225
2019-10-09,355878,23178,15.35,156712
2019-10-10,313632,25151,12.47,94064
2019-10-11,198610,15473,12.84,41448
2019-10-14,367105,27259,13.47,99236
2019-10-15,636441,38503,16.53,155041
2019-10-16,572575,43829,13.06,157740
2019-10-17,707480,43494,16.27,230182
2019-10-18,398223,29698,13.41,83771
2019-10-22,379635,27720,13.7,79241
2019-10-23,2111842,117465,17.98,514399
2019-10-24,656713,58278,11.27,197256
2019-10-25,369730,29691,12.45,61291
2019-10-29,383452,33709,11.38,123906
2019-10-30,572787,37245,15.38,191395
2019-10-31,446046,36443,12.24,150580
2019-11-01,748062,44741,16.72,200768
2019-11-04,330025,21388,15.43,105388
2019-11-05,305513,29376,10.4,104581
2019-11-06,348652,25818,13.5,61873
2019-11-07,326912,24057,13.59,124683
2019-11-08,483871,26498,18.26,93026
2019-11-11,278347,15747,17.68,96258
2019-11-13,305804,21329,14.34,109067
2019-11-14,310906,17523,17.74,69627
2019-11-15,311463,16707,18.64,120550
2019-11-18,441118,35147,12.55,211807
2019-11-19,285669,17302,16.51,69163
2019-11-20,238889,16746,14.27,69515
2019-11-21,347577,26914,12.91,114101
2019-11-22,285777,16211,17.63,111887
2019-11-25,332892,23597,14.11,121017
2019-11-26,628851,46021,13.66,345311
2019-11-27,308282,29559,10.43,143447
2019-11-28,194094,24450,7.94,76205
2019-11-29,203765,23629,8.62,83746
2019-12-02,474666,38843,12.22,199685
2019-12-03,864612,46079,18.76,189706
2019-12-04,458892,25795,17.79,103290
2019-12-05,692533,38180,18.14,138558
2019-12-06,275871,16415,16.81,114230
2019-12-09,217098,20521,10.58,66866
2019-12-10,278890,23116,12.06,122702
2019-12-11,327568,30789,10.64,120928
2019-12-12,263581,26125,10.09,104206
2019-12-13,360095,23854,15.1,167865
2019-12-16,376835,21878,17.22,111916
2019-12-17,336920,27184,12.39,186533
2019-12-18,315871,28760,10.98,155844
2019-12-19,409369,32028,12.78,173710
2019-12-20,304173,24127,12.61,177740
2019-12-23,242195,18149,13.34,62973
2019-12-24,172853,13673,12.64,54011
2019-12-26,241386,16448,14.68,62322
2019-12-27,211224,14307,14.76,61074
2019-12-30,332557,15771,21.09,155629
2019-12-31,526252,25841,20.37,256967
2020-01-01,320021,16092,19.89,55953
2020-01-02,452413,25354,17.84,145229
2020-01-03,424311,27302,15.54,162278
2020-01-06,355754,23989,14.83,155173
2020-01-07,225535,15131,14.91,68131
2020-01-08,393614,26250,14.99,115005
2020-01-09,333029,31766,10.48,134815
2020-01-10,455081,28270,16.1,231586
2020-01-13,154993,10523,14.73,42957
2020-01-14,278534,19552,14.25,134847
2020-01-15,553613,21233,26.07,332617
2020-01-16,287553,15600,18.43,144677
2020-01-17,272072,17769,15.31,91976
2020-01-20,365554,21352,17.12,195882
2020-01-21,215722,15113,14.27,101065
2020-01-22,269339,18843,14.29,153323
2020-01-23,256329,16401,15.63,133683
2020-01-24,209961,16960,12.38,105882
2020-01-27,308445,18096,17.04,101408
2020-01-28,239986,26462,9.07,120743
2020-01-29,243945,24785,9.84,122741
2020-01-30,2400831,119163,20.15,261288
2020-01-31,1141144,67911,16.8,346247
2020-02-03,921166,70132,13.13,337351
2020-02-04,1546450,86685,17.84,389230
2020-02-05,646723,40416,16.0,188254
2020-02-06,514236,31289,16.44,176470
2020-02-07,454698,25566,17.79,144260
2020-02-10,386072,19938,19.36,126810
2020-02-11,274244,21710,12.63,101621
2020-02-12,345354,23469,14.72,153819
2020-02-13,268031,16457,16.29,94954
2020-02-14,381580,30267,12.61,114100
2020-02-17,269986,19486,13.86,56914
2020-02-18,337054,20730,16.26,94666
2020-02-19,220584,14082,15.66,42764
2020-02-20,256115,25529,10.03,112002
2020-02-24,499562,36970,13.51,202528
2020-02-25,527499,41447,12.73,190397
2020-02-26,445577,25379,17.56,211410
2020-02-27,416726,32846,12.69,177075
2020-02-28,925702,43040,21.51,583465
2020-03-02,1281846,69748,18.38,463495
2020-03-03,1459848,64846,22.51,572224
2020-03-04,954038,71202,13.4,258277
2020-03-05,384427,26735,14.38,90966
2020-03-06,658891,49017,13.44,240097
2020-03-09,706898,64191,11.01,261684
2020-03-11,641982,51929,12.36,239069
2020-03-12,799317,65913,12.13,301615
2020-03-13,883265,63177,13.98,331960
2020-03-16,963321,59578,16.17,415812
2020-03-17,659035,39660,16.62,162511
2020-03-18,593993,52797,11.25,242742
2020-03-19,1010352,88650,11.4,346594
2020-03-20,718412,74170,9.69,238598
2020-03-23,797174,69743,11.43,390201
2020-03-24,1210613,78822,15.36,482657
2020-03-25,606235,57859,10.48,232086
2020-03-26,989242,79278,12.48,371572
2020-03-27,938567,88966,10.55,326577
2020-03-30,462909,41646,11.12,182646
2020-03-31,762791,61303,12.44,306453
2020-04-01,869738,72764,11.95,297644
2020-04-03,692220,82281,8.41,253473
2020-04-07,1069884,71355,14.99,395581
2020-04-08,840875,59866,14.05,245664
2020-04-09,1788928,84039,21.29,609581
2020-04-15,986750,66243,14.9,362381
2020-04-16,944581,59083,15.99,291630
2020-04-17,690554,44460,15.53,186543
2020-04-20,427669,32400,13.2,128968
2020-04-21,702627,40959,17.15,266546
2020-04-22,712534,47759,14.92,209642
2020-04-23,1179212,42715,27.61,725474
2020-04-24,669287,48857,13.7,197580
2020-04-27,1128657,63563,17.76,258489
2020-04-28,646908,40098,16.13,165768
2020-04-29,525271,35997,14.59,101599
2020-04-30,1118713,69201,16.17,282136
2020-05-04,574562,36358,15.8,149808
2020-05-05,663761,36042,18.42,146266
2020-05-06,778603,40185,19.38,161091
2020-05-07,422146,27497,15.35,45891
2020-05-08,455836,23673,19.26,108382
2020-05-11,1627649,87843,18.53,167776
2020-05-12,1335103,83849,15.92,288261
2020-05-13,1257856,78239,16.08,303021
2020-05-14,893108,51242,17.43,104000
2020-05-15,645549,41247,15.65,79277
2020-05-18,1172814,71596,16.38,317860
2020-05-19,641588,42729,15.02,117565
2020-05-20,947445,75560,12.54,269784
2020-05-21,3481431,182683,19.06,459518
2020-05-22,1328369,70668,18.8,440828
2020-05-26,686476,42876,16.01,177104
2020-05-27,563893,28418,19.84,136669
2020-05-28,1087116,48425,22.45,330202
2020-05-29,2057709,82173,25.04,593342
2020-06-01,1008599,63964,15.77,213496
2020-06-02,1283508,69748,18.4,192886
2020-06-03,750002,44661,16.79,206717
2020-06-04,709467,45042,15.75,109471
2020-06-05,723898,52409,13.81,181602
2020-06-08,727119,49345,14.74,175245
2020-06-09,619517,42461,14.59,130635
2020-06-10,687956,45163,15.23,181785
2020-06-11,661183,41511,15.93,101920
2020-06-12,895713,43389,20.64,149627
2020-06-15,517426,30367,17.04,70525
2020-06-16,611383,38386,15.93,135567
2020-06-17,600389,35943,16.7,177369
2020-06-18,579581,35240,16.45,203431
2020-06-19,929101,53562,17.35,400736
2020-06-22,1872879,102487,18.27,451085
2020-06-23,1089948,54956,19.83,227220
2020-06-24,1617177,74569,21.69,306706
2020-06-25,1341923,74504,18.01,356250
2020-06-26,1227666,58805,20.88,256727
2020-06-29,680242,33904,20.06,221611
2020-06-30,751691,51615,14.56,190038
2020-07-01,525801,28435,18.49,103450
2020-07-02,754915,47861,15.77,166004
2020-07-03,1394994,63319,22.03,199708
2020-07-06,1126391,54165,20.8,300987
2020-07-07,2168031,99272,21.84,656717
2020-07-08,1348820,63485,21.25,290483
2020-07-09,700527,33930,20.65,103024
2020-07-10,688374,36113,19.06,135323
2020-07-13,481614,24826,19.4,104390
2020-07-14,612986,29836,20.55,212223
2020-07-15,905351,38565,23.48,242167
2020-07-16,525135,29200,17.98,116985
2020-07-17,687105,37676,18.24,110503
2020-07-20,766793,42699,17.96,131633
2020-07-21,834568,44043,18.95,168723
2020-07-22,2050820,105339,19.47,296930
2020-07-23,1057191,49546,21.34,189026
2020-07-24,543609,30088,18.07,99631
2020-07-27,621962,42852,14.51,107111
2020-07-28,1263659,60783,20.79,200635
2020-07-29,582910,31504,18.5,57843
2020-07-30,570178,32290,17.66,145352
2020-07-31,561196,35568,15.78,102052
2020-08-03,1246031,65012,19.17,203166
2020-08-04,706322,39592,17.84,66754
2020-08-05,678315,35859,18.92,108084
2020-08-06,853222,43010,19.84,188613
2020-08-07,515513,27604,18.68,134377
2020-08-10,442147,24168,18.29,65690
2020-08-11,696792,35952,19.38,135191
2020-08-12,489281,23092,21.19,52864
2020-08-13,462333,23240,19.89,69098
2020-08-14,542458,34219,15.85,160659
2020-08-17,1577193,72017,21.9,231242
2020-08-18,825812,51449,16.05,187986
2020-08-19,953142,46824,20.36,182428
2020-08-20,563069,29134,19.33,64265
2020-08-21,395723,26371,15.01,57054
2020-08-24,562548,31963,17.6,71263
2020-08-25,652358,37247,17.51,149044
2020-08-26,2026051,89295,22.69,275460
2020-08-27,711504,41025,17.34,118185
2020-08-28,679405,40287,16.86,146151
2020-08-31,2787056,107676,25.88,1535081
2020-09-01,755670,37188,20.32,138249
2020-09-02,1946354,90147,21.59,367862
2020-09-03,785731,44288,17.74,126793
2020-09-04,1499418,66254,22.63,433574
2020-09-07,807657,44137,18.3,124369
2020-09-08,798195,37823,21.1,198383
2020-09-09,677328,34125,19.85,145625
2020-09-10,686071,37989,18.06,143789
2020-09-11,683992,32776,20.87,156703
2020-09-14,1185693,49917,23.75,243132
2020-09-15,632578,26554,23.82,239842
2020-09-16,1865979,78723,23.7,317754
2020-09-17,687069,45261,15.18,179563
2020-09-18,937014,48462,19.34,475182
2020-09-21,779499,44875,17.37,267405
2020-09-22,690801,36403,18.98,161181
2020-09-23,949255,42479,22.35,223900
2020-09-24,736921,36345,20.28,252069
2020-09-25,559314,28586,19.57,142747
2020-09-29,1189292,60885,19.53,465301
2020-09-30,1095715,54982,19.93,316314
2020-10-01,4741959,162192,29.24,825915
2020-10-05,904981,46603,19.42,240008
2020-10-06,678723,30718,22.1,140104
2020-10-07,2126267,85686,24.81,364228
2020-10-08,1009344,53235,18.96,107218
2020-10-09,698670,38913,17.95,163898
2020-10-12,632718,29847,21.2,163562
2020-10-13,456767,24486,18.65,105495
2020-10-14,822555,40969,20.08,136630
2020-10-15,1076100,54349,19.8,135491
2020-10-16,548793,27417,20.02,74445
2020-10-19,598292,32611,18.35,138748
2020-10-20,899774,45762,19.66,309967
2020-10-21,982020,39732,24.72,274572
2020-10-22,1701072,92286,18.43,255771
2020-10-23,1217666,55756,21.84,198320
2020-10-26,2140237,107879,19.84,324835
2020-10-27,1812330,75948,23.86,410643
2020-10-28,1197897,52649,22.75,322063
2020-10-29,714821,36407,19.63,198645
