Date,TTL_TRD_QNTY,NO_OF_TRADES,QTY_PER_TRADE,DELIV_QTY,DELIV_PER
2022-05-30,2637898,87129,30.28,705102,
2022-05-31,362441,15083,24.03,114827,
2022-06-01,142831,8069,17.7,72257,
2022-06-02,48340,2692,17.96,15351,
2022-06-03,48361,3537,13.67,15695,
2022-06-06,166416,11441,14.55,37554,
2022-06-07,93288,5674,16.44,22867,
2022-06-08,60115,3813,15.77,32334,
2022-06-09,57921,3256,17.79,27235,
2022-06-10,14635,1294,11.31,4392,
2022-06-13,46430,4120,11.27,21900,
2022-06-14,34110,1692,20.16,20789,
2022-06-15,25663,1601,16.03,17552,
2022-06-16,38765,6932,5.59,24297,
2022-06-17,12220,1161,10.53,4465,
2022-06-20,58565,2233,26.23,48745,
2022-06-21,6031,757,7.97,2594,
2022-06-22,5196,583,8.91,1976,
2022-06-23,17880,913,19.58,13943,
2022-06-24,16245,1214,13.38,11244,
2022-06-27,29224,3140,9.31,21006,
2022-06-28,13009,1318,9.87,8304,
2022-06-29,3576,641,5.58,1492,
2022-06-30,6941,926,7.5,3128,
2022-07-01,2217,554,4.0,684,
2022-07-04,2871,506,5.67,1163,
2022-07-05,9993,694,14.4,7080,
2022-07-06,14379,582,24.71,11067,
2022-07-07,21840,902,24.21,19261,
2022-07-08,4090,664,6.16,1862,
2022-07-11,98506,9169,10.74,23626,
2022-07-12,43593,5049,8.63,20656,
2022-07-13,9859,1829,5.39,2885,
2022-07-14,11045,1462,7.55,5930,
2022-07-15,7267,1110,6.55,4760,
2022-07-18,62097,4802,12.93,45164,
2022-07-19,136695,6763,20.21,68048,
2022-07-20,73667,5122,14.38,47215,
2022-07-21,41649,3799,10.96,29950,
2022-07-22,166580,13801,12.07,73749,
2022-07-25,68362,6862,9.96,30144,
2022-07-26,24708,3748,6.59,12762,
2022-07-27,812235,46959,17.3,253292,
2022-07-28,119965,12455,9.63,41122,
2022-07-29,48081,4669,10.3,28090,
2022-08-01,83857,8950,9.37,37166,
2022-08-02,84432,7173,11.77,48674,
2022-08-03,64986,7227,8.99,29453,
2022-08-04,74555,8433,8.84,45820,
2022-08-05,28896,4422,6.53,15200,
2022-08-10,205683,12073,17.04,94483,
2022-08-11,157246,11834,13.29,66557,
2022-08-12,442682,26622,16.63,156691,
2022-08-16,134470,14693,9.15,39165,
2022-08-17,88310,8476,10.42,25251,
2022-08-18,64392,6115,10.53,16919,
2022-08-19,66775,5604,11.92,21073,
2022-08-22,58860,6738,8.74,17251,
2022-08-23,76142,8580,8.87,23772,
2022-08-24,126033,12584,10.02,29482,
2022-08-25,94631,8134,11.63,46340,
2022-08-26,103700,7914,13.1,34901,
2022-08-29,95873,9294,10.32,31770,
2022-08-30,136652,9822,13.91,85453,
2022-09-01,84314,7998,10.54,31387,
2022-09-02,30858,3178,9.71,11735,
2022-09-05,55295,4718,11.72,22244,
2022-09-06,100629,5884,17.1,49842,
2022-09-07,36609,5101,7.18,12638,
2022-09-08,81969,7610,10.77,34885,
2022-09-09,114877,7514,15.29,26006,
2022-09-12,173749,10881,15.97,71583,
2022-09-13,80355,4697,17.11,53016,
2022-09-14,142763,6533,21.85,59770,
2022-09-15,86480,8188,10.56,35996,
2022-09-16,131306,8927,14.71,90260,
2022-09-19,41092,5007,8.21,18396,
2022-09-20,75706,5245,14.43,47406,
2022-09-21,81884,7823,10.47,58692,
2022-09-22,29309,2935,9.99,14291,
2022-09-23,79954,7400,10.8,25912,
2022-09-26,94390,8918,10.58,20738,
2022-09-27,50595,5361,9.44,17306,
2022-09-28,39645,4110,9.65,17127,
2022-09-29,17660,2398,7.36,9467,
2022-09-30,25993,2859,9.09,6818,
2022-10-03,35881,4538,7.91,6614,
2022-10-04,23283,3033,7.68,10673,
2022-10-06,48861,6516,7.5,16720,
2022-10-07,32006,4464,7.17,14638,
2022-10-10,32497,3661,8.88,14384,
2022-10-11,26725,2904,9.2,9372,
2022-10-12,22841,3459,6.6,11868,
2022-10-13,32287,4279,7.55,15148,
2022-10-14,47109,5447,8.65,26059,
2022-10-17,14916,3212,4.64,7499,
2022-10-18,39415,3511,11.23,17651,
2022-10-19,28536,3501,8.15,16437,
2022-10-20,24430,5301,4.61,10278,
2022-10-21,10536,3097,3.4,4275,
2022-10-24,6772,670,10.11,4709,
2022-10-25,12082,2209,5.47,4501,
2022-10-27,14766,3501,4.22,5537,
2022-10-28,15443,2863,5.39,6215,
2022-10-31,16797,2821,5.95,8847,
2022-11-01,10577,1851,5.71,4115,
2022-11-02,11226,3305,3.4,4515,
2022-11-03,15017,2092,7.18,9307,
2022-11-04,186655,15708,11.88,75069,
2022-11-07,58191,4344,13.4,36985,
2022-11-09,51384,8070,6.37,26199,
2022-11-10,24133,4749,5.08,11714,
2022-11-11,91619,9346,9.8,51988,
2022-11-14,31832,4577,6.95,16519,
2022-11-15,31832,4577,6.95,16519,
2022-11-16,45058,8876,5.08,17048,
2022-11-17,20411,4240,4.81,7931,
2022-11-18,19568,3489,5.61,8421,
2022-11-21,22940,2980,7.7,11818,
2022-11-22,18275,4251,4.3,8761,
2022-11-23,11345,3451,3.29,4376,
2022-11-24,13715,3292,4.17,7407,
2022-11-25,39005,5676,6.87,15319,
2022-11-28,38001,7361,5.16,14950,
2022-11-29,41758,6120,6.82,17271,
2022-11-30,19905,4812,4.14,10679,
2022-12-01,59211,5892,10.05,28350,
2022-12-02,27202,5999,4.53,12399,
2022-12-05,162801,12336,13.2,43586,
2022-12-06,77763,8398,9.26,39030,
2022-12-07,81839,8432,9.71,43031,
2022-12-08,45902,4863,9.44,27692,
2022-12-09,111193,7402,15.02,81615,
2022-12-12,104378,10128,10.31,79546,
2022-12-13,77346,8498,9.1,26498,
2022-12-14,45443,8184,5.55,26650,
2022-12-15,22944,4334,5.29,13211,
2022-12-16,112551,8441,13.33,76692,
2022-12-19,55109,4942,11.15,31573,
2022-12-20,10390,1649,6.3,5785,
2022-12-21,31876,4378,7.28,18407,
2022-12-22,33653,5707,5.9,15007,
2022-12-23,34241,6355,5.39,20454,
2022-12-26,18222,2891,6.3,9644,
2022-12-27,34672,2845,12.19,29256,
2022-12-28,71704,6060,11.83,61557,
2022-12-29,50305,4145,12.14,36799,
2022-12-30,28153,2090,13.47,15197,
2023-01-02,21881,5853,3.74,11402,
2023-01-03,11997,2188,5.48,5497,
2023-01-04,19620,6353,3.09,8819,
2023-01-05,19529,2881,6.78,10827,
2023-01-06,38007,5445,6.98,16121,
2023-01-09,95343,11742,8.12,38404,
2023-01-10,26348,4883,5.4,13322,
2023-01-11,15839,2852,5.55,9091,
2023-01-12,25037,3504,7.15,14035,
2023-01-13,16648,2582,6.45,7225,
2023-01-16,12040,1191,10.11,8078,
2023-01-17,25851,3389,7.63,9210,
2023-01-18,5923,1285,4.61,2497,
2023-01-19,10748,2045,5.26,4284,
2023-01-20,5544,1487,3.73,2598,
2023-01-23,4396,1255,3.5,2455,
2023-01-24,6190,1222,5.07,3860,
2023-01-25,10696,2145,4.99,3539,
2023-01-27,11254,2155,5.22,6802,
2023-01-30,9501,1910,4.97,4828,
2023-01-31,7876,1885,4.18,3606,
2023-02-01,12132,2505,4.84,6941,
2023-02-02,8843,2513,3.52,4639,
2023-02-03,125508,8987,13.97,44669,
2023-02-06,69807,4461,15.65,38640,
2023-02-07,146301,5470,26.75,120762,
2023-02-08,13231,2394,5.53,7418,
2023-02-09,7495,2103,3.56,2762,
2023-02-10,12602,1836,6.86,7608,
2023-02-13,58046,5455,10.64,22967,
2023-02-14,33222,5206,6.38,19969,
2023-02-15,8192,862,9.5,5512,
2023-02-16,14603,1313,11.12,11028,
2023-02-17,11030,1601,6.89,6418,
2023-02-20,24596,4766,5.16,12908,
2023-02-21,15322,1582,9.69,7994,
2023-02-22,6430,1462,4.4,2825,
2023-02-23,10231,1260,8.12,7140,
2023-02-24,26940,2806,9.6,19085,
2023-02-27,28656,2968,9.65,18969,
2023-02-28,8882,1144,7.76,5710,
2023-03-01,11649,2313,5.04,7785,
2023-03-02,36993,3418,10.82,26558,
2023-03-03,12090,2140,5.65,5190,
2023-03-06,12678,1697,7.47,7297,
2023-03-08,6284,1233,5.1,2579,
2023-03-09,3186,1035,3.08,1507,
2023-03-10,4964,1313,3.78,2924,
2023-03-13,7387,1214,6.08,4196,
2023-03-14,7385,1677,4.4,4178,
2023-03-15,4387,1126,3.9,2209,
2023-03-16,40194,6736,5.97,16082,
2023-03-17,7988,1315,6.07,3915,
2023-03-20,31387,5691,5.52,13361,
2023-03-21,13485,2366,5.7,5489,
2023-03-22,14502,2187,6.63,7004,
2023-03-23,13109,1801,7.28,8776,
2023-03-24,9629,2336,4.12,6497,
2023-03-27,8505,1630,5.22,4677,
2023-03-28,8524,1798,4.74,5527,
2023-03-29,17428,2579,6.76,10587,
2023-03-31,11615,1609,7.22,5997,
2023-04-03,12764,1779,7.17,7387,
2023-04-05,6739,1027,6.56,4423,
2023-04-06,14352,2072,6.93,7594,
2023-04-10,31619,2536,12.47,13958,
2023-04-11,30006,3884,7.73,14550,
2023-04-12,44499,3145,14.15,35259,
2023-04-13,48231,5269,9.15,29626,
2023-04-17,478491,32073,14.92,154522
2023-04-18,214458,15296,14.02,79991
2023-04-19,250485,15269,16.4,86728
2023-04-20,215591,15501,13.91,62258
2023-04-21,57412,5172,11.1,34588
2023-04-24,49727,7578,6.56,23443
2023-04-25,111968,10617,10.55,38801
2023-04-26,61668,10457,5.9,22299
2023-04-27,77819,9615,8.09,36588
2023-04-28,310011,25940,11.95,123254
2023-05-02,82007,8111,10.11,43684
2023-05-03,41710,5624,7.42,20802
2023-05-04,40706,3640,11.18,24273
2023-05-05,45163,7621,5.93,16156
2023-05-08,23573,2379,9.91,13750
2023-05-09,33502,3949,8.48,16554
2023-05-10,22727,3625,6.27,9364
2023-05-11,49228,5561,8.85,22688
2023-05-12,257873,15878,16.24,114989
2023-05-15,766674,46014,16.66,325369
2023-05-16,171846,13265,12.95,43147
2023-05-17,122583,9783,12.53,44068
2023-05-18,36430,3456,10.54,20509
2023-05-19,49857,4470,11.15,22580
2023-05-22,26148,3228,8.1,12049
