Date,TTL_TRD_QNTY,NO_OF_TRADES,QTY_PER_TRADE,DELIV_QTY
2019-09-30,17002179,280071,60.71,2122831
2019-10-01,85080578,1062445,80.08,5739352
2019-10-03,40046617,605636,66.12,3226085
2019-10-04,26879872,365881,73.47,1487150
2019-10-07,31275080,399344,78.32,2142141
2019-10-09,19510869,243638,80.08,1132955
2019-10-10,73340563,761902,96.26,7541086
2019-10-11,89330792,807585,110.61,5735578
2019-10-14,42427671,443661,95.63,3126339
2019-10-15,45404398,375469,120.93,3288903
2019-10-16,50261582,476674,105.44,3549403
2019-10-17,86561554,693918,124.74,8224182
2019-10-18,71353309,606172,117.71,7439476
2019-10-22,73100530,706825,103.42,7685044
2019-10-23,55990220,550035,101.79,4167290
2019-10-24,42804690,413192,103.6,3142151
2019-10-25,42507989,386197,110.07,4504019
2019-10-29,63766001,559969,113.87,6376805
2019-10-30,58184693,512322,113.57,2272275
2019-10-31,48717825,444972,109.49,6049571
2019-11-01,60257905,546371,110.29,3501403
2019-11-04,42777294,413787,103.38,2206292
2019-11-05,47637319,394100,120.88,3525092
2019-11-06,47692066,425929,111.97,5519764
2019-11-07,94317381,752112,125.4,7892278
2019-11-08,77850817,632880,123.01,5335969
2019-11-11,59535881,505909,117.68,4585908
2019-11-13,47625825,403582,118.01,6083867
2019-11-14,45073367,382077,117.97,2946970
2019-11-15,35716132,295000,121.07,2080652
2019-11-18,41305424,329271,125.45,2524697
2019-11-19,28626369,230055,124.43,2547927
2019-11-20,22849941,185515,123.17,2768731
2019-11-21,53888172,438725,122.83,6744846
2019-11-22,58500860,438848,133.31,3483934
2019-11-25,56913283,473510,120.19,6529060
2019-11-26,96013905,663916,144.62,25311016
2019-11-27,34033191,283645,119.99,2409581
2019-11-28,168963840,1298618,130.11,10055764
2019-11-29,173409205,1711821,101.3,13401298
2019-12-02,97863806,898785,108.88,8863647
2019-12-03,57512598,531843,108.14,3118124
2019-12-04,41360659,379548,108.97,3469627
2019-12-05,22587702,231658,97.5,1720113
2019-12-06,38593431,352263,109.56,2394180
2019-12-09,51482598,456099,112.88,2201784
2019-12-10,55393829,462483,119.77,4635974
2019-12-11,43168486,365393,118.14,2624138
2019-12-12,49477781,434705,113.82,3801728
2019-12-13,73596154,646366,113.86,3837196
2019-12-16,48234582,419553,114.97,5142908
2019-12-17,28980623,280399,103.35,2238612
2019-12-18,25074944,233798,107.25,2177268
2019-12-19,22393931,210558,106.36,1778410
2019-12-20,39191346,336858,116.34,1995496
2019-12-23,25547080,235461,108.5,1676255
2019-12-24,43253984,366121,118.14,3533553
2019-12-26,45566741,379680,120.01,5266476
2019-12-27,40584607,336913,120.46,3772601
2019-12-30,23455965,219315,106.95,2479164
2019-12-31,34372679,282773,121.56,2733098
2020-01-01,18294197,148130,123.5,1155966
2020-01-02,31124957,257310,120.96,2952687
2020-01-03,38042432,287931,132.12,1529935
2020-01-06,31387511,254677,123.24,2369326
2020-01-07,32305742,252517,127.93,1603109
2020-01-08,23049670,183552,125.58,1686639
2020-01-09,34527599,278608,123.93,2434553
2020-01-10,25977301,200654,129.46,2948432
2020-01-13,16329816,145648,112.12,1405961
2020-01-14,16269491,137829,118.04,2096879
2020-01-15,22683327,184029,123.26,2316980
2020-01-16,12825085,112221,114.28,1780038
2020-01-17,11410286,99155,115.08,1164653
2020-01-20,15176534,141530,107.23,2201602
2020-01-21,16104115,156904,102.64,1596055
2020-01-22,12620677,112888,111.8,1117382
2020-01-23,30483567,243761,125.06,4541283
2020-01-24,26672842,207943,128.27,3684474
2020-01-27,20153251,160125,125.86,2832625
2020-01-28,19196983,155976,123.08,3174552
2020-01-29,16348765,129500,126.25,3019137
2020-01-30,16361804,151039,108.33,2751961
2020-01-31,16975776,134580,126.14,2546991
2020-02-03,32693890,304008,107.54,3082878
2020-02-04,35923574,327421,109.72,2437078
2020-02-05,20690497,206652,100.12,2184728
2020-02-06,103611027,814549,127.2,10574010
2020-02-07,42832351,363773,117.74,1918638
2020-02-10,22946515,201363,113.96,1465984
2020-02-11,62386677,539063,115.73,4104553
2020-02-12,59833683,515804,116.0,3443503
2020-02-13,24055205,205797,116.89,1934844
2020-02-14,19506457,170612,114.33,1512293
2020-02-17,16954075,159165,106.52,1274318
2020-02-18,18991374,173708,109.33,1647976
2020-02-19,19471833,179693,108.36,1510695
2020-02-20,70436641,655506,107.45,4761068
2020-02-24,40567458,367078,110.51,3094410
2020-02-25,35753585,316609,112.93,1819382
2020-02-26,31030962,270160,114.86,2317723
2020-02-27,30595992,246074,124.34,3143423
2020-02-28,37439449,367283,101.94,3094714
2020-03-02,70157790,621424,112.9,7148018
2020-03-03,47549484,407375,116.72,2677138
2020-03-04,40968496,351433,116.58,2413705
2020-03-05,40814937,327734,124.54,2679043
2020-03-06,43258904,392533,110.2,5077727
2020-03-09,40079590,380430,105.35,3933069
2020-03-11,55647200,449526,123.79,6215998
2020-03-12,49634997,476022,104.27,5207233
2020-03-13,37208693,378150,98.4,4923309
2020-03-16,23092893,220352,104.8,2374433
2020-03-17,35348766,313265,112.84,2889718
2020-03-18,38342299,405917,94.46,4845887
2020-03-19,73987041,662863,111.62,16355318
2020-03-20,132895939,1026861,129.42,17841433
2020-03-23,41121252,398201,103.27,8168583
2020-03-24,22819512,265931,85.81,6990746
2020-03-25,21242198,172126,123.41,3325163
2020-03-26,38589269,284251,135.76,8997335
2020-03-27,39854408,316408,125.96,9210332
2020-03-30,15501833,117495,131.94,2266921
2020-03-31,16347786,101810,160.57,4469475
2020-04-01,23202437,176961,131.12,2555486
2020-04-03,14992859,92775,161.6,3499714
2020-04-07,20705898,124239,166.66,4970802
2020-04-08,21733148,127646,170.26,3628362
2020-04-09,18750464,99360,188.71,3309553
2020-04-15,24767179,121508,203.83,4244707
2020-04-16,54680482,292700,186.81,7871081
2020-04-17,82091441,473649,173.32,8318970
2020-04-20,51746746,319232,162.1,5231572
2020-04-21,37693411,252395,149.34,4028953
2020-04-22,35037242,213196,164.34,2130428
2020-04-23,22783589,135103,168.64,2468082
2020-04-24,19607985,124106,157.99,3137970
2020-04-27,21438480,132843,161.38,1846446
2020-04-28,21753321,120339,180.77,2064982
2020-04-29,67875312,372049,182.44,5245271
2020-04-30,30143670,174442,172.8,4638317
2020-05-04,13681171,120557,113.48,2543051
2020-05-05,19456656,124070,156.82,1990399
2020-05-06,18027087,111987,160.97,2134543
2020-05-07,17037471,125634,135.61,1579293
2020-05-08,17380354,118388,146.81,2098554
2020-05-11,12572128,83007,151.46,1145674
2020-05-12,21614886,136286,158.6,1696033
2020-05-13,53863608,275977,195.17,6687451
2020-05-14,52923719,300659,176.03,4573868
2020-05-15,26315671,149325,176.23,1512020
2020-05-18,28889485,165982,174.05,3398082
2020-05-19,23666527,126474,187.13,1449217
2020-05-20,19927344,105112,189.58,2113735
2020-05-21,12315999,74314,165.73,1438674
2020-05-22,20933876,122106,171.44,2298837
2020-05-26,10997051,67742,162.34,1269992
2020-05-27,24535873,123122,199.28,4351220
2020-05-28,14826633,80626,183.89,2838623
2020-05-29,15758920,86786,181.58,2791077
2020-06-01,19158887,111839,171.31,3341023
2020-06-02,12604546,75550,166.84,1877380
2020-06-03,18711524,108478,172.49,2545971
2020-06-04,15509760,93607,165.69,2120794
2020-06-05,15448489,83152,185.79,2394999
2020-06-08,54829372,290400,188.81,6835421
2020-06-09,44235724,263244,168.04,5378748
2020-06-10,58876004,318889,184.63,5808211
2020-06-11,31528222,200116,157.55,4768732
2020-06-12,28396266,177270,160.19,2145238
2020-06-15,27221400,169705,160.4,3034556
2020-06-16,24450954,144759,168.91,3519612
2020-06-17,19248961,141007,136.51,2916291
2020-06-18,16133130,90067,179.12,2573965
2020-06-19,97952166,482178,203.15,15384400
2020-06-22,85316152,638253,133.67,6488751
2020-06-23,60999868,441354,138.21,6854271
2020-06-24,49609285,353078,140.51,6364742
2020-06-25,83054546,592329,140.22,7314336
2020-06-26,46062583,336580,136.85,3027375
2020-06-29,34077360,247843,137.5,3066030
2020-06-30,34683637,257184,134.86,4634844
2020-07-01,76081142,515116,147.7,6802516
2020-07-02,44146532,329288,134.07,4071243
2020-07-03,64221613,470615,136.46,5286936
2020-07-06,43375170,350408,123.78,6586656
2020-07-07,27096300,219392,123.51,4255185
2020-07-08,14363251,130492,110.07,3252893
2020-07-09,10394417,92489,112.39,1867654
2020-07-10,20682853,165619,124.88,3889575
2020-07-13,54442280,399481,136.28,6682930
2020-07-14,25952834,207006,125.37,4408036
2020-07-15,25191356,207203,121.58,3743100
2020-07-16,22023698,186108,118.34,2278485
2020-07-17,23142747,194322,119.09,3643973
2020-07-20,13203665,107745,122.55,2217400
2020-07-21,26130525,191702,136.31,3496724
2020-07-22,16815822,139138,120.86,2363362
2020-07-23,11027856,85314,129.26,1467062
2020-07-24,24617887,164926,149.27,3370044
2020-07-27,7802497,84105,92.77,1902162
2020-07-28,9161321,72819,125.81,3462600
2020-07-29,8025102,84350,95.14,2375590
2020-07-30,23531234,221543,106.22,6053094
2020-07-31,44051742,330630,133.24,5671603
2020-08-03,16133256,145327,111.01,3381993
2020-08-04,20634245,148890,138.59,2197076
2020-08-05,19001065,144678,131.33,2762705
2020-08-06,15270276,99906,152.85,1930639
2020-08-07,21851565,149803,145.87,2667574
2020-08-10,33936822,226266,149.99,4872480
2020-08-11,37360417,254490,146.81,4470699
2020-08-12,16506168,141818,116.39,4491092
2020-08-13,20829711,173117,120.32,6380076
2020-08-14,10968622,104208,105.26,2809377
2020-08-17,14092475,105645,133.39,2211185
2020-08-18,19082696,127981,149.11,4088669
2020-08-19,9339699,79203,117.92,3733810
2020-08-20,7934344,65015,122.04,2210184
2020-08-21,6201009,52887,117.25,2332715
2020-08-24,14624192,116424,125.61,3474941
2020-08-25,19657336,120796,162.73,4506342
2020-08-26,53642850,331796,161.67,9008858
2020-08-27,22123708,157442,140.52,6078461
2020-08-28,26743942,156852,170.5,6073940
2020-08-31,31171520,187638,166.13,5425605
2020-09-01,24441177,167755,145.7,2864366
2020-09-02,7932549,76757,103.35,1790109
2020-09-03,7340832,76310,96.2,3325697
2020-09-04,10455069,100831,103.69,3754004
2020-09-07,15991303,93990,170.14,6098158
2020-09-08,26945788,155165,173.66,8636285
2020-09-09,17766628,108725,163.41,3677027
2020-09-10,15623543,121344,128.75,4740044
2020-09-11,15192817,92544,164.17,3326338
2020-09-14,15994635,128758,124.22,5720223
2020-09-15,13617125,133166,102.26,3248588
2020-09-16,14155143,116929,121.06,3320819
2020-09-17,12051088,110588,108.97,4457762
2020-09-18,15286759,112773,135.55,3939634
2020-09-21,56049582,360348,155.54,13042321
2020-09-22,52426028,333331,157.28,6948669
2020-09-23,14414299,114069,126.36,2948618
2020-09-24,24457817,155150,157.64,7525088
2020-09-25,60821038,351643,172.96,7316658
2020-09-29,17743073,109348,162.26,1795834
2020-09-30,30317167,170871,177.43,3774690
2020-10-01,17685500,106720,165.72,2160916
2020-10-05,11009036,73180,150.44,1939631
2020-10-06,13773230,92071,149.59,1724917
2020-10-07,16269142,95128,171.02,2426389
2020-10-08,17658593,103099,171.28,2467983
2020-10-09,29069995,176749,164.47,3531720
2020-10-12,22140502,133702,165.6,3318906
2020-10-13,16685664,103701,160.9,2096469
2020-10-14,28906138,164562,175.65,4615994
2020-10-15,14147525,96485,146.63,2671084
2020-10-16,8394665,58344,143.88,1033826
