Date,TTL_TRD_QNTY,NO_OF_TRADES,QTY_PER_TRADE,DELIV_QTY
2019-09-30,688891,26612,25.89,201900
2019-10-01,356435,26986,13.21,139497
2019-10-03,443258,28799,15.39,240208
2019-10-04,860655,45078,19.09,353977
2019-10-07,673596,31253,21.55,232920
2019-10-09,381888,30309,12.6,139625
2019-10-10,435916,22062,19.76,233726
2019-10-11,649286,22470,28.9,264292
2019-10-14,878725,28145,31.22,270991
2019-10-15,594035,22527,26.37,187498
2019-10-16,304772,16253,18.75,79742
2019-10-17,354752,16489,21.51,195367
2019-10-18,562505,23738,23.7,133655
2019-10-22,621477,21280,29.2,171438
2019-10-23,193859,6689,28.98,40533
2019-10-24,340507,12572,27.08,167973
2019-10-25,289340,14672,19.72,100024
2019-10-29,2296243,103812,22.12,665098
2019-10-30,751366,26968,27.86,138879
2019-10-31,457117,21923,20.85,134724
2019-11-01,551152,25678,21.46,194354
2019-11-04,519503,22952,22.63,241646
2019-11-05,620983,26334,23.58,243787
2019-11-06,604579,20667,29.25,278093
2019-11-07,909619,58059,15.67,407465
2019-11-08,504630,23231,21.72,170075
2019-11-11,475250,30899,15.38,142195
2019-11-13,506842,30392,16.68,153462
2019-11-14,1643108,54471,30.16,584585
2019-11-15,1282545,62965,20.37,280352
2019-11-18,783234,29372,26.67,266723
2019-11-19,472316,18686,25.28,177046
2019-11-20,660964,23840,27.72,226604
2019-11-21,1123652,47599,23.61,459970
2019-11-22,882624,33166,26.61,265267
2019-11-25,337740,15435,21.88,136885
2019-11-26,989762,36691,26.98,379801
2019-11-27,400326,12745,31.41,159123
2019-11-28,397266,11422,34.78,165413
2019-11-29,359720,13147,27.36,123303
2019-12-02,308438,19694,15.66,125292
2019-12-03,405568,21705,18.69,162187
2019-12-04,1204381,45526,26.45,424578
2019-12-05,725914,36735,19.76,209753
2019-12-06,830784,25709,32.31,147979
2019-12-09,878632,36787,23.88,273464
2019-12-10,1141233,31001,36.81,451895
2019-12-11,735568,24543,29.97,151844
2019-12-12,698123,29073,24.01,381820
2019-12-13,2563372,57802,44.35,1616606
2019-12-16,825493,30415,27.14,236909
2019-12-17,1184021,63878,18.54,452490
2019-12-18,1244195,47683,26.09,467631
2019-12-19,730557,21541,33.91,377433
2019-12-20,629259,35835,17.56,285125
2019-12-23,476672,17777,26.81,167336
2019-12-24,295536,13820,21.38,93538
2019-12-26,344456,12772,26.97,132886
2019-12-27,1085655,35140,30.9,358863
2019-12-30,527326,14903,35.38,140197
2019-12-31,985801,27511,35.83,202148
2020-01-01,268255,8723,30.75,35752
2020-01-02,2000143,67435,29.66,406711
2020-01-03,629443,20969,30.02,70408
2020-01-06,378702,11908,31.8,86049
2020-01-07,365266,16282,22.43,74094
2020-01-08,190163,7029,27.05,67959
2020-01-09,254798,8768,29.06,62765
2020-01-10,364434,12668,28.77,103563
2020-01-13,374704,11062,33.87,124608
2020-01-14,308514,15016,20.55,138176
2020-01-15,932167,41892,22.25,329021
2020-01-16,2305288,70656,32.63,432489
2020-01-17,893254,32640,27.37,125760
2020-01-20,1047368,30547,34.29,201028
2020-01-21,317357,14834,21.39,60401
2020-01-22,736367,26130,28.18,231979
2020-01-23,764590,30485,25.08,313929
2020-01-24,1023849,49149,20.83,561837
2020-01-27,791549,30929,25.59,156151
2020-01-28,681671,25790,26.43,147544
2020-01-29,230705,10779,21.4,54709
2020-01-30,634505,32036,19.81,253923
2020-01-31,377299,19866,18.99,142270
2020-02-03,584886,25319,23.1,199847
2020-02-04,384789,24610,15.64,130709
2020-02-05,438855,27902,15.73,193883
2020-02-06,552992,30614,18.06,188190
2020-02-07,554048,22197,24.96,203297
2020-02-10,778081,29360,26.5,134653
2020-02-11,606839,29409,20.63,207843
2020-02-12,728165,22165,32.85,179919
2020-02-13,902548,31563,28.6,181434
2020-02-14,3179224,104934,30.3,491433
2020-02-17,808709,37542,21.54,185540
2020-02-18,1860803,59294,31.38,386676
2020-02-19,1029649,37863,27.19,225143
2020-02-20,799535,32126,24.89,193847
2020-02-24,708469,52734,13.43,212152
2020-02-25,459592,22589,20.35,122844
2020-02-26,494854,28373,17.44,180615
2020-02-27,919960,37874,24.29,289361
2020-02-28,1234826,51695,23.89,491459
2020-03-02,980080,51371,19.08,309882
2020-03-03,672514,33264,20.22,160829
2020-03-04,1164850,59940,19.43,243994
2020-03-05,661463,38733,17.08,231582
2020-03-06,498503,27249,18.29,230154
2020-03-09,486073,33229,14.63,197798
2020-03-11,617559,52928,11.67,311139
2020-03-12,1279868,76623,16.7,583757
2020-03-13,828569,52946,15.65,355845
2020-03-16,1197701,101480,11.8,507522
2020-03-17,610719,70953,8.61,274258
2020-03-18,1731138,67497,25.65,685816
2020-03-19,2412020,140798,17.13,1026492
2020-03-20,2002361,149394,13.4,847653
2020-03-23,816579,77668,10.51,435412
2020-03-24,1641799,148701,11.04,740193
2020-03-25,2323541,196390,11.83,933282
2020-03-26,2809837,238206,11.8,996073
2020-03-27,2480908,193885,12.8,992524
2020-03-30,1207572,128374,9.41,434448
2020-03-31,1882578,147751,12.74,576233
2020-04-01,1017298,101574,10.02,400748
2020-04-03,2397409,128015,18.73,649984
2020-04-07,1473098,138401,10.64,518001
2020-04-08,2070270,156926,13.19,725428
2020-04-09,1156778,87367,13.24,486880
2020-04-15,2274130,143349,15.86,875802
2020-04-16,1281809,123275,10.4,359010
2020-04-17,1718048,150295,11.43,731209
2020-04-20,1860261,139692,13.32,506469
2020-04-21,1669512,150556,11.09,621602
2020-04-22,1272573,88971,14.3,458778
2020-04-23,1301177,80919,16.08,223368
2020-04-24,756054,67556,11.19,245235
2020-04-27,1179829,99190,11.89,440432
2020-04-28,1214114,80624,15.06,338075
2020-04-29,1010961,85616,11.81,381219
2020-04-30,731401,64951,11.26,160093
2020-05-04,1532116,90358,16.96,306453
2020-05-05,652261,47140,13.84,168854
2020-05-06,1621448,110612,14.66,601717
2020-05-07,935845,57615,16.24,262385
2020-05-08,1250587,62477,20.02,263583
2020-05-11,718005,60477,11.87,180868
2020-05-12,663107,53350,12.43,156188
2020-05-13,1508002,117436,12.84,439739
2020-05-14,907116,66057,13.73,268769
2020-05-15,1984100,97380,20.37,411590
2020-05-18,860702,57958,14.85,236025
2020-05-19,960164,61352,15.65,313839
2020-05-20,532117,35728,14.89,232470
2020-05-21,608962,31693,19.21,258931
2020-05-22,775353,44303,17.5,171684
2020-05-26,1145344,83039,13.79,462906
2020-05-27,1386457,74080,18.72,382113
2020-05-28,523207,33939,15.42,150112
2020-05-29,870048,45721,19.03,241364
2020-06-01,868868,57225,15.18,229808
2020-06-02,608623,43546,13.98,228602
2020-06-03,738651,44461,16.61,201081
2020-06-04,762916,57296,13.32,287716
2020-06-05,548934,39601,13.86,193039
2020-06-08,746492,42665,17.5,257935
2020-06-09,517245,34335,15.06,104973
2020-06-10,710311,34873,20.37,339316
2020-06-11,677212,41694,16.24,151665
2020-06-12,1340070,76428,17.53,334414
2020-06-15,1375775,67290,20.45,295822
2020-06-16,1021347,58354,17.5,211617
2020-06-17,481888,32739,14.72,140202
2020-06-18,591592,36847,16.06,222665
2020-06-19,894818,45959,19.47,172209
2020-06-22,758535,42036,18.04,194428
2020-06-23,630605,40215,15.68,207594
2020-06-24,681132,42905,15.88,206523
2020-06-25,872301,48629,17.94,183358
2020-06-26,3862488,192766,20.04,693753
2020-06-29,911363,52831,17.25,224904
2020-06-30,759371,45503,16.69,276301
2020-07-01,1066672,51930,20.54,419854
2020-07-02,1095777,41222,26.58,361898
2020-07-03,1034372,45889,22.54,241102
2020-07-06,684309,28567,23.95,256692
2020-07-07,750569,41106,18.26,258248
2020-07-08,931697,38796,24.02,521590
2020-07-09,534663,22949,23.3,192080
2020-07-10,722285,37940,19.04,112510
2020-07-13,769109,35934,21.4,232749
2020-07-14,846731,45111,18.77,311378
2020-07-15,821199,60992,13.46,250671
2020-07-16,1040680,63964,16.27,177413
2020-07-17,1195304,60987,19.6,324646
2020-07-20,1032827,56204,18.38,184578
2020-07-21,731642,51396,14.24,235970
2020-07-22,477433,31032,15.39,167395
2020-07-23,1015614,49666,20.45,387919
2020-07-24,1481040,71069,20.84,231529
2020-07-27,442730,32154,13.77,74703
2020-07-28,1886398,89776,21.01,571211
2020-07-29,1522678,63325,24.05,324244
2020-07-30,2000510,78643,25.44,506130
2020-07-31,885944,36306,24.4,231697
2020-08-03,2067454,74089,27.91,700951
2020-08-04,2098362,80698,26.0,328378
2020-08-05,1857434,53063,35.0,451021
2020-08-06,1406193,47642,29.52,336436
