Date,TTL_TRD_QNTY,NO_OF_TRADES,QTY_PER_TRADE,DELIV_QTY
2019-09-30,1302,18,72.33,1246
2019-10-01,2090,207,10.1,1264
2019-10-03,299,95,3.15,146
2019-10-04,269,138,1.95,22
2019-10-07,414,221,1.87,175
2019-10-09,1291,278,4.64,482
2019-10-10,1509,288,5.24,1018
2019-10-11,185,72,2.57,107
2019-10-14,349,259,1.35,82
2019-10-15,562,243,2.31,76
2019-10-16,1007,253,3.98,585
2019-10-17,294,64,4.59,230
2019-10-18,456,203,2.25,85
2019-10-22,1718,265,6.48,800
2019-10-23,471,284,1.66,129
2019-10-24,1081,138,7.83,726
2019-10-25,566,134,4.22,313
2019-10-29,1082,87,12.44,729
2019-10-30,839,17,49.35,838
2019-10-31,2256,338,6.67,1564
2019-11-01,1770,173,10.23,1451
2019-11-04,7582,418,18.14,6754
2019-11-05,12669,542,23.37,11537
2019-11-06,11528,402,28.68,7747
2019-11-07,5909,197,29.99,5384
2019-11-08,6414,410,15.64,5587
2019-11-11,5288,155,34.12,4718
2019-11-13,1208,263,4.59,672
2019-11-14,616,141,4.37,333
2019-11-15,1649,228,7.23,1352
2019-11-18,1414,211,6.7,984
2019-11-19,1534,111,13.82,1293
2019-11-20,1873,62,30.21,1698
2019-11-21,5052,248,20.37,4607
2019-11-22,23283,683,34.09,19650
2019-11-25,775,169,4.59,427
2019-11-26,1296,353,3.67,733
2019-11-27,4430,259,17.1,3373
2019-11-28,5714,371,15.4,4180
2019-11-29,9238,442,20.9,7193
2019-12-02,19938,340,58.64,17899
2019-12-03,8638,418,20.67,6929
2019-12-04,737,342,2.15,100
2019-12-05,2574,83,31.01,2224
2019-12-06,3143,138,22.78,2839
2019-12-09,8228,154,53.43,6826
2019-12-10,2437,65,37.49,2341
2019-12-11,5513,143,38.55,4194
2019-12-12,12484,386,32.34,9675
2019-12-13,2141,331,6.47,1330
2019-12-16,10119,430,23.53,7682
2019-12-17,779,41,19.0,660
2019-12-18,10129,265,38.22,7432
2019-12-19,1840,345,5.33,1173
2019-12-20,8386,188,44.61,6157
2019-12-23,9840,476,20.67,7375
2019-12-24,654,82,7.98,361
2019-12-26,17586,647,27.18,12894
2019-12-27,818,110,7.44,376
2019-12-30,9559,183,52.23,8081
2019-12-31,4346,194,22.4,1707
2020-01-01,894,72,12.42,775
2020-01-02,23414,241,97.15,21607
2020-01-03,4557,142,32.09,3699
2020-01-06,1132,155,7.3,806
2020-01-07,284,20,14.2,123
2020-01-08,614,125,4.91,227
2020-01-09,1613,151,10.68,963
2020-01-10,1105,79,13.99,1008
2020-01-13,8014,436,18.38,5802
2020-01-14,10355,728,14.22,5328
2020-01-15,5103,141,36.19,4135
2020-01-16,17459,700,24.94,14712
2020-01-17,37078,1074,34.52,31929
2020-01-20,11279,239,47.19,9936
2020-01-21,3878,162,23.94,3386
2020-01-22,2808,118,23.8,1912
2020-01-23,1096,61,17.97,968
2020-01-24,2916,100,29.16,2653
2020-01-27,9153,248,36.91,7951
2020-01-28,2542,55,46.22,1968
2020-01-29,8109,265,30.6,5453
2020-01-30,870,73,11.92,607
2020-01-31,2628,58,45.31,2175
2020-02-03,1777,274,6.49,1025
2020-02-04,1429,80,17.86,973
2020-02-05,1765,267,6.61,1357
2020-02-06,2831,155,18.26,2403
2020-02-07,21514,1350,15.94,10263
2020-02-10,9390,140,67.07,6275
2020-02-11,2067,201,10.28,1448
2020-02-12,2678,80,33.48,2114
2020-02-13,1033,53,19.49,894
2020-02-14,1434,125,11.47,1077
2020-02-17,3263,207,15.76,2327
2020-02-18,1126,50,22.52,914
2020-02-19,1625,410,3.96,645
2020-02-20,5157,383,13.46,4214
2020-02-24,4528,140,32.34,4001
2020-02-25,4721,49,96.35,4064
2020-02-26,8392,100,83.92,2745
2020-02-27,4974,185,26.89,3211
2020-02-28,4765,84,56.73,4482
2020-03-02,3137,195,16.09,1434
2020-03-03,2495,137,18.21,1938
2020-03-04,9899,252,39.28,8074
2020-03-05,460,23,20.0,225
2020-03-06,2269,230,9.87,1669
2020-03-09,2494,91,27.41,1592
2020-03-11,4170,57,73.16,4132
2020-03-12,3127,71,44.04,2529
2020-03-13,4593,101,45.48,3222
2020-03-16,43651,117,373.09,42608
2020-03-17,1070,69,15.51,625
2020-03-18,2667,99,26.94,2154
2020-03-19,1629,56,29.09,1075
2020-03-20,928,53,17.51,657
2020-03-23,25483,195,130.68,19773
2020-03-24,23539,594,39.63,20432
2020-03-25,11368,127,89.51,9448
2020-03-26,2578,49,52.61,2443
2020-03-27,6330,134,47.24,5122
2020-03-30,3169,103,30.77,2123
2020-03-31,2673,28,95.46,2421
2020-04-01,459,20,22.95,453
2020-04-03,2541,79,32.16,2017
2020-04-07,784,36,21.78,645
2020-04-08,754,46,16.39,607
2020-04-09,6534,153,42.71,4331
2020-04-15,1585,103,15.39,1039
2020-04-16,700,59,11.86,348
2020-04-17,1203,37,32.51,1100
2020-04-20,918,62,14.81,702
2020-04-21,1801,144,12.51,1383
2020-04-22,1875,97,19.33,1549
2020-04-23,2157,141,15.3,1242
2020-04-24,1356,89,15.24,921
2020-04-27,3832,239,16.03,2429
2020-04-28,3098,140,22.13,2312
2020-04-29,3060,147,20.82,2180
2020-04-30,2589,125,20.71,1712
2020-05-04,819,52,15.75,604
2020-05-05,2218,114,19.46,1367
2020-05-06,1711,90,19.01,1144
2020-05-07,618,45,13.73,510
2020-05-08,2970,70,42.43,2628
2020-05-11,589,44,13.39,401
2020-05-12,2064,66,31.27,1313
2020-05-13,110,20,5.5,39
2020-05-14,1371,65,21.09,1138
2020-05-15,1178,43,27.4,958
2020-05-18,1535,58,26.47,1452
2020-05-19,1028,44,23.36,877
2020-05-20,1610,34,47.35,1444
2020-05-21,302,18,16.78,176
2020-05-22,1013,36,28.14,547
2020-05-26,1125,42,26.79,1026
2020-05-27,463,35,13.23,292
2020-05-28,1262,75,16.83,924
2020-05-29,3921,94,41.71,1923
2020-06-01,3996,76,52.58,3522
2020-06-02,1903,93,20.46,1432
2020-06-03,5210,68,76.62,4992
2020-06-04,2415,83,29.1,1611
2020-06-05,2313,106,21.82,1167
2020-06-08,4525,103,43.93,3874
2020-06-09,1699,63,26.97,1282
2020-06-10,1699,83,20.47,1052
2020-06-11,915,74,12.36,564
2020-06-12,1030,156,6.6,560
2020-06-15,11175,262,42.65,5989
2020-06-16,1821,96,18.97,1117
2020-06-17,854,66,12.94,637
2020-06-18,1801,74,24.34,1262
2020-06-19,3615,120,30.12,2794
2020-06-22,2916,91,32.04,2229
2020-06-23,8219,347,23.69,3893
2020-06-24,6280,152,41.32,5309
2020-06-25,1004,68,14.76,657
2020-06-26,7064,156,45.28,6068
2020-06-29,10861,260,41.77,6508
2020-06-30,18925,281,67.35,14609
2020-07-01,22778,835,27.28,11146
2020-07-02,6234,319,19.54,3142
2020-07-03,7452,416,17.91,4170
2020-07-06,9489,219,43.33,7133
2020-07-07,8152,286,28.5,5320
2020-07-08,5940,321,18.5,4069
2020-07-09,23079,530,43.55,10672
2020-07-10,2129,155,13.74,1761
2020-07-13,5291,246,21.51,3371
2020-07-14,5376,182,29.54,4607
2020-07-15,2297,82,28.01,1770
2020-07-16,2145,89,24.1,1672
2020-07-17,2714,148,18.34,2245
2020-07-20,27959,757,36.93,8337
2020-07-21,4092,173,23.65,2888
2020-07-22,3194,181,17.65,1864
2020-07-23,2150,80,26.88,1268
2020-07-24,5299,294,18.02,1441
2020-07-27,1943,171,11.36,1517
2020-07-28,1814,73,24.85,1358
2020-07-29,2408,167,14.42,1837
2020-07-30,1900,124,15.32,1226
2020-07-31,2359,109,21.64,1714
2020-08-03,3616,139,26.01,2989
