Date,TTL_TRD_QNTY,NO_OF_TRADES,QTY_PER_TRADE,DELIV_QTY,DELIV_PER
2022-10-19,83987,840,99.98,33840,
2022-10-20,14341,109,131.57,9414,
2022-10-21,38779,473,81.99,34118,
2022-10-24,2748,36,76.33,2548,
2022-10-25,3469,56,61.95,2661,
2022-10-27,162188,3789,42.8,50053,
2022-10-28,50682,1528,33.17,22779,
2022-10-31,20356,728,27.96,12197,
2022-11-01,21072,662,31.83,9319,
2022-11-02,21700,421,51.54,12584,
2022-11-03,16167,192,84.2,9627,
2022-11-04,46211,684,67.56,24742,
2022-11-07,10131,155,65.36,7366,
2022-11-09,9956,150,66.37,7511,
2022-11-10,10622,167,63.6,8411,
2022-11-11,3686,32,115.19,3686,
2022-11-14,3057,33,92.64,3057,
2022-11-15,3057,33,92.64,3057,
2022-11-16,10791,306,35.26,9709,
2022-11-17,991,64,15.48,991,
2022-11-18,692,71,9.75,692,
2022-11-21,1009,72,14.01,1009,
2022-11-22,1660,103,16.12,1660,
2022-11-23,15005,211,71.11,15005,
2022-11-24,8109,170,47.7,8109,
2022-11-25,9992,312,32.03,9992,
2022-11-28,8149,249,32.73,8149,
2022-11-29,8529,213,40.04,8529,
2022-11-30,4545,106,42.88,4545,
2022-12-01,4259,182,23.4,4259,
2022-12-02,1688,80,21.1,1688,
2022-12-05,10337,120,86.14,10337,
2022-12-06,12089,158,76.51,12089,
2022-12-07,2903,114,25.46,2903,
2022-12-08,4581,68,67.37,4581,
2022-12-09,6092,73,83.45,6092,
2022-12-12,1891,87,21.74,1891,
2022-12-13,3239,127,25.5,3239,
2022-12-14,4930,88,56.02,4930,
2022-12-15,5612,52,107.92,5612,
2022-12-16,16209,150,108.06,16209,
2022-12-19,2139,85,25.16,2139,
2022-12-20,11763,76,154.78,11763,
2022-12-21,967,63,15.35,967,
2022-12-22,2322,77,30.16,2322,
2022-12-23,3120,92,33.91,3120,
2022-12-26,1832,83,22.07,1832,
2022-12-27,3618,79,45.8,3618,
2022-12-28,993,57,17.42,993,
2022-12-29,1332,46,28.96,1332,
2022-12-30,3200,79,40.51,3200,
2023-01-02,1852,116,15.97,1852
2023-01-03,2116,99,21.37,2116
2023-01-04,2725,118,23.09,2725
2023-01-05,1105,53,20.85,1105
2023-01-06,777,51,15.24,777
